District,Zone,Geographical Region,Development Region,School Number,School Code,Name of School,ENGLISH,NEPALI,MATHS,SCIENCE,SOCIAL STUDIES,HEALTH POPULATION AND ENVIRONMENT,TAP,SAP,DITINCTION,FIRST DIVISION,SECOND DIVISION,THIRD DIVISION,PASS,FAIL,PASS PERCENT
Kathmandu,Bagmati,Hill,Central,2141,29332,GOTHATAR ENGLISH MA VI GOTHATAR,58.9,60.2,79.5,42.2,58.3,56.5,28,28,1,25,2,0,28,0,100.0
Kathmandu,Bagmati,Hill,Central,2142,29333,CAMELLIA HIGH SCHOOL KALIMATI,52.6,48.8,67.1,32.0,50.4,45.8,31,31,0,20,5,0,25,6,80.65
Kathmandu,Bagmati,Hill,Central,2143,29334,NEWTON CHILDREN'S ACADEMY BALUWATAR,59.6,59.0,71.5,54.1,55.0,54.2,32,32,3,25,3,0,31,1,96.88
Kathmandu,Bagmati,Hill,Central,2144,29335,CENTENNIAL BOARDING SCHOOL JORPATI-3,62.6,63.8,88.4,44.2,64.5,58.5,31,31,7,24,0,0,31,0,100.0
Kathmandu,Bagmati,Hill,Central,2145,29336,SHREE KUMARI ENGLISH SCHOOL JAISIDEWAL,57.4,62.2,85.0,47.8,53.2,53.4,16,16,0,15,1,0,16,0,100.0
Kathmandu,Bagmati,Hill,Central,2146,29337,SHISHU NIKUNJA SECONDARY ENGLISH SCHOOL SI,59.4,68.0,78.5,46.8,58.6,47.2,40,40,4,33,2,0,39,1,97.5
Kathmandu,Bagmati,Hill,Central,2147,29338,SIRIUS ENGLISH AWASIYA MA VI REDCROSSMARG,52.9,68.4,88.5,53.0,51.0,53.5,27,27,3,24,0,0,27,0,100.0
Kathmandu,Bagmati,Hill,Central,2148,29339,TRI JYOTI ENGLISH MA VI KAPAN,48.6,51.0,72.7,44.6,60.3,42.1,84,84,1,51,22,0,74,10,88.1
Kathmandu,Bagmati,Hill,Central,2149,29340,ACADEMY BOARDING SCHOOL MAHARAJGUNJ,55.1,57.7,72.6,48.7,45.4,42.7,23,23,1,18,3,0,22,1,95.65
Kathmandu,Bagmati,Hill,Central,2150,29342,MOONSHINE BOARDING ENGLISH MA VI DALLU,51.6,43.9,48.1,31.0,41.3,42.0,10,10,0,2,4,3,9,1,90.0
Kathmandu,Bagmati,Hill,Central,2151,29343,GYAN NIKETAN ENGLISH BOARDING SCHOOL SHAN,64.9,74.0,88.9,47.8,60.9,62.1,48,48,16,32,0,0,48,0,100.0
Kathmandu,Bagmati,Hill,Central,2152,29344,KULESHWOR AWASH SCHOOL KULESHWOR,53.6,69.8,89.3,53.3,61.8,53.8,13,13,0,13,0,0,13,0,100.0
Kathmandu,Bagmati,Hill,Central,2153,29345,ADWITIYA BOARDING HIGH SCHOOL BALAJU HEIGH,57.6,51.8,66.7,35.1,52.4,43.5,10,10,0,7,1,0,8,2,80.0
Kathmandu,Bagmati,Hill,Central,2154,29346,PRIVATE KATHMANDU,39.4,33.3,29.4,21.4,37.0,44.8,320,312,0,11,66,3,80,219,25.64
Kathmandu,Bagmati,Hill,Central,2155,29347,NAVA JEEWAN AWASIYA MA VI SAMAKHUSHI,58.5,54.9,70.6,51.5,45.4,45.3,31,31,2,21,6,0,29,2,93.55
Kathmandu,Bagmati,Hill,Central,2156,29348,THE BLUE MOON BOARDING SCHOOL JAYABAGESH,55,62.9,64.3,46.0,42.1,54.5,15,15,0,11,4,0,15,0,100.0
Kathmandu,Bagmati,Hill,Central,2157,29349,AAKRITI ENGLISH BOARDING SCHOOL SUBIDHANA,G 51.8,59.0,68.2,41.6,42.5,53.5,20,20,0,16,4,0,20,0,100.0
Kathmandu,Bagmati,Hill,Central,2158,29350,AMAR DEEP (ETERNAL LIGHT) PUBLIC SCHOOL NAY,55.1,63.3,72.1,48.6,58.5,51.9,18,18,3,10,3,0,16,2,88.89
Kathmandu,Bagmati,Hill,Central,2159,29351,AMAR JYOTI ENGLISH BOARDING SCHOOL KALANKI,59.2,66.5,80.1,46.1,50.6,44.0,21,21,2,16,3,0,21,0,100.0
Kathmandu,Bagmati,Hill,Central,2160,29352,ATULANEEYA (UNIQUE) HIGH SCHOOL SIPHAL,59.8,63.4,80.0,52.4,47.4,51.7,21,21,1,17,3,0,21,0,100.0
Kathmandu,Bagmati,Hill,Central,2161,29353,BABA BATIKA MA VI PASHUPATI DEVPATTAN,23.2,35.4,20.8,15.2,29.3,37.6,209,207,0,1,23,0,24,183,11.59
Kathmandu,Bagmati,Hill,Central,2162,29354,BAJRAYOGINEE ENGLISH SCHOOL SALAMBUTAR S,57.8,57.4,86.3,56.5,59.7,50.6,32,32,4,26,2,0,32,0,100.0
Kathmandu,Bagmati,Hill,Central,2163,29355,BHAGAWATI MA VI SANKHU,35.8,60.8,55.9,42.8,55.4,59.4,50,50,0,35,13,0,48,2,96.0
Kathmandu,Bagmati,Hill,Central,2164,29356,BUDDHA JYOTI ENGLISH BOARDING SCHOOL DALL,58.5,69.8,82.0,46.7,47.2,51.5,22,22,2,17,3,0,22,0,100.0
Kathmandu,Bagmati,Hill,Central,2165,29357,CENTRAL PUBLIC BOARDING SCHOOL CHHETRAPA,60.7,68.4,79.3,54.4,56.3,56.6,9,9,3,4,2,0,9,0,100.0
Kathmandu,Bagmati,Hill,Central,2166,29358,CHANDIKASWORI ENGLISH AWASIYA MA VI SUNDA,R 63.6,64.0,81.4,44.9,55.1,55.9,31,31,0,31,0,0,31,0,100.0
Kathmandu,Bagmati,Hill,Central,2167,29359,NATIONAL ACADEMY BUDDHANAGAR NEWBANESH,62.5,58.3,79.9,53.2,62.1,51.6,16,16,1,15,0,0,16,0,100.0
Kathmandu,Bagmati,Hill,Central,2168,29360,CONSTELLATION ACADEMIC GARDEN ENGLISH SCH,58.9,55.8,67.8,40.6,47.5,45.8,34,34,1,25,7,0,33,1,97.06
Kathmandu,Bagmati,Hill,Central,2169,29361,DEEPIKA ENGLISH SCHOOL CHABAHIL,56,62.9,58.9,37.0,43.8,53.8,46,46,1,21,13,0,35,11,76.09
Kathmandu,Bagmati,Hill,Central,2170,29362,DHRUBATARA ENGLISH SCHOOL CHAPALIGAUN,56.3,52.1,64.6,45.5,46.9,48.8,33,31,3,15,11,0,29,2,93.55
Kathmandu,Bagmati,Hill,Central,2171,29363,GRAMMAR PUBLIC SECONDARY SCHOOL KOTESW,O 60.7,61.2,80.5,49.7,58.9,58.3,27,27,5,22,0,0,27,0,100.0
Kathmandu,Bagmati,Hill,Central,2172,29364,GREEN LAWNS ACADEMY BALKHU,54.6,64.8,68.4,34.4,51.6,50.1,9,9,1,5,1,0,7,2,77.78
Kathmandu,Bagmati,Hill,Central,2173,29365,ALLIANCE ACADEMY ANAMNAGAR,67.2,57.1,91.6,59.7,53.9,59.1,21,21,5,16,0,0,21,0,100.0
Kathmandu,Bagmati,Hill,Central,2174,29366,JANA UDDHAR MA VI CHUNIKHEL-8 GAMCHA,32.5,40.9,32.3,21.0,35.2,40.6,46,46,0,2,11,5,18,27,39.13
Kathmandu,Bagmati,Hill,Central,2175,29367,KAGESHWORI VIDYA MANDIR ALAPOT-3,60.1,61.1,85.9,44.6,54.8,54.5,16,16,0,14,2,0,16,0,100.0
Kathmandu,Bagmati,Hill,Central,2176,29368,KAMAL ENGLISH BOARDING HIGH SCHOOL BALKHU,58.6,65.6,71.6,47.1,43.4,52.6,17,17,1,13,2,0,16,1,94.12
Kathmandu,Bagmati,Hill,Central,2177,29369,RELIANCE INTERNATIONAL ACADEMY KAPAN,61.4,55.7,75.1,47.0,53.7,53.2,88,87,7,71,9,0,87,0,100.0
Kathmandu,Bagmati,Hill,Central,2178,29370,LOVELY ANGELS ENGLISH BOARDING SCHOOL MAI,52.7,57.3,75.9,59.1,43.3,47.0,10,10,0,7,2,0,9,1,90.0
Kathmandu,Bagmati,Hill,Central,2179,29371,MANAKAMANA ENGLISH BOARDING SCHOOL KOTE,S 57.8,62.0,76.5,39.2,53.6,53.7,22,22,2,16,3,0,21,1,95.45
Kathmandu,Bagmati,Hill,Central,2180,29372,MANANK CHILDREN'S PARADISE SCHOOL SARASW,57.1,65.6,72.4,35.4,46.5,58.3,11,11,0,10,1,0,11,0,100.0
Kathmandu,Bagmati,Hill,Central,2181,29374,MANGAL MA VI NEW NAIKAP,48.5,57.5,67.5,58.6,50.9,48.5,26,26,2,18,6,0,26,0,100.0
Kathmandu,Bagmati,Hill,Central,2182,29375,NATIONAL CHILDREN'S ACADEMY DALLU,41.6,50.8,40.9,26.0,41.3,38.6,9,9,0,3,1,1,5,4,55.56
Kathmandu,Bagmati,Hill,Central,2183,29376,NATIONAL STAR HIGH SCHOOL CHHETRAPATI,46.3,49.2,49.0,27.3,37.2,34.5,6,6,0,2,1,0,3,3,50.0
Kathmandu,Bagmati,Hill,Central,2184,29377,NAV KSHITIZ SECONDARY SCHOOL KULESHWOR,58,52.9,56.8,39.6,41.8,51.4,17,17,0,11,5,0,16,1,94.12
Kathmandu,Bagmati,Hill,Central,2185,29378,NEIGHBOURHOOD ENGLISH SCHOOL MANDIKHATA,59.3,54.5,69.4,46.5,50.9,51.5,30,30,2,19,8,0,29,1,96.67
Kathmandu,Bagmati,Hill,Central,2186,29379,NEW BUDDHA PRAKASH ENGLISH BOARDING SCHO,58.2,61.6,62.8,39.7,54.9,52.2,27,27,0,19,6,0,25,2,92.59
Kathmandu,Bagmati,Hill,Central,2187,29380,NEW HIMALAYAN VIDHYA MANDIR HIGH SCHOOL SA,45.4,41.9,56.2,30.7,38.9,34.4,28,23,0,14,3,0,17,5,73.91
Kathmandu,Bagmati,Hill,Central,2188,29381,NIHARIKA SHISHU KUNJA HIGH SCHOOL BALAJU,56.8,60.3,79.4,43.5,49.7,44.8,28,28,4,18,5,0,27,1,96.43
Kathmandu,Bagmati,Hill,Central,2189,29382,NILKANTHA BOARDING SCHOOL BATTISPUTALI,60.6,53.0,76.5,44.3,47.4,39.6,10,10,0,7,3,0,10,0,100.0
Kathmandu,Bagmati,Hill,Central,2190,29383,NORTH POINT ACADEMY GONGABU,58.9,53.2,75.2,46.3,49.4,44.3,19,19,0,15,4,0,19,0,100.0
Kathmandu,Bagmati,Hill,Central,2191,29384,OCCIDENTAL PUBLIC SCHOOL ANAMNAGAR,64.6,59.8,89.7,58.1,60.0,58.9,61,61,19,42,0,0,61,0,100.0
Kathmandu,Bagmati,Hill,Central,2192,29385,PACIFIC ACADEMY SHANKHAMUL,57.8,49.4,72.1,42.6,44.4,56.4,16,16,0,13,1,0,14,2,87.5
Kathmandu,Bagmati,Hill,Central,2193,29386,PARADISE ENGLISH BOARDING SCHOOL NAYABAZA,58.7,52.1,66.2,39.7,53.9,40.5,15,15,0,11,4,0,15,0,100.0
Kathmandu,Bagmati,Hill,Central,2194,29387,PRAGYA AAVA NAMOONA (LYCEUM MODEL) SCHOO,63.9,62.1,88.4,52.9,58.4,50.1,29,29,8,21,0,0,29,0,100.0
Kathmandu,Bagmati,Hill,Central,2195,29388,SARASWOTI BHAKTA VIDYA MANDIR RAMKOT,38,46.3,37.0,28.8,41.8,44.5,6,6,0,1,1,0,2,4,33.33
Kathmandu,Bagmati,Hill,Central,2196,29389,SHISHU MILAN ENGLISH SCHOOL CHUNIKHEL,53,51.9,67.2,42.1,45.3,51.1,20,20,0,14,3,0,17,3,85.0
Kathmandu,Bagmati,Hill,Central,2197,29390,SHREE KAMANA BOARDING HIGH SCHOOL GONGAB,58.6,60.8,84.8,48.3,51.1,47.1,26,26,1,23,2,0,26,0,100.0
Kathmandu,Bagmati,Hill,Central,2198,29391,STANDARD CO-ED SCHOOL KALANKISTHAN,56.2,51.6,73.6,39.7,56.9,48.9,12,12,0,10,2,0,12,0,100.0
Kathmandu,Bagmati,Hill,Central,2199,29392,SUNKOSHI SCHOOL BABARMAHAL,67.3,55.7,83.6,55.3,52.6,57.1,7,7,0,7,0,0,7,0,100.0
Kathmandu,Bagmati,Hill,Central,2200,29393,THE SPANGLE BOARDING SCHOOL KALIKASTHAN D,65.4,57.7,79.9,37.6,54.1,54.4,15,15,1,12,0,0,13,2,86.67
Kathmandu,Bagmati,Hill,Central,2201,29395,WILSON ACADEMY SWAYAMBHU,61.8,47.9,61.7,36.6,50.9,41.8,18,18,0,11,7,0,18,0,100.0
Kathmandu,Bagmati,Hill,Central,2202,29396,KATHMANDU BERNHARDT HIGHER SECONDARY SC,63.2,60.0,78.7,49.6,59.0,58.8,25,25,3,22,0,0,25,0,100.0
Kathmandu,Bagmati,Hill,Central,2203,29397,CAMBRIDGE PUBLIC HIGH SCHOOL OLD BANESHW,63.1,62.3,84.0,49.6,62.9,50.7,57,57,6,51,0,0,57,0,100.0
Kathmandu,Bagmati,Hill,Central,2204,29398,JESSE'S INTERNATIONAL BOARDING SECONDARY S,60.6,66.5,75.6,56.4,51.9,53.4,8,8,0,8,0,0,8,0,100.0
Kathmandu,Bagmati,Hill,Central,2205,29399,CITY ENGLISH SCHOOL KOTESHWOR,53.4,57.5,54.1,25.9,44.2,50.0,22,22,0,10,1,0,11,11,50.0
Kathmandu,Bagmati,Hill,Central,2206,29400,DENEB INTERNATIONAL SCHOOL THAPAGAUN,58.8,60.0,80.5,61.1,51.2,38.5,21,21,3,16,2,0,21,0,100.0
Kathmandu,Bagmati,Hill,Central,2207,29401,ARUN JYOTI VIDYA MANDIR JORPATI,57.8,66.2,82.3,47.9,45.3,48.7,38,37,2,35,0,0,37,0,100.0
Kathmandu,Bagmati,Hill,Central,2208,29402,SNEHA ENGLISH SCHOOL SINAMANGAL,60,59.7,80.9,43.8,47.6,53.0,12,12,0,11,1,0,12,0,100.0
Kathmandu,Bagmati,Hill,Central,2209,29403,MOUNT SAGARMATHA BRILLIANT'S ACADEMY GURJ,55,63.9,79.0,55.4,55.8,48.6,12,12,0,11,1,0,12,0,100.0
Kathmandu,Bagmati,Hill,Central,2210,29404,YASHASVI SECONDARY SCHOOL SITAPAILA,51.9,61.6,54.0,28.1,48.3,42.2,18,18,0,7,5,0,12,6,66.67
Kathmandu,Bagmati,Hill,Central,2211,29405,SATHYA SAI SHIKSHA SADAN TOKHA,68.3,72.5,85.0,56.5,69.3,47.5,33,33,8,25,0,0,33,0,100.0
Kathmandu,Bagmati,Hill,Central,2212,29406,OM EDUCATION ACADEMY CHHETRAPATI,52,53.6,68.1,43.3,49.7,40.6,15,15,0,5,7,0,12,3,80.0
Kathmandu,Bagmati,Hill,Central,2213,29407,JANAKALYAN MA VI MAHADEVSTHAN KISIPIDE,41.9,52.1,48.5,30.8,47.8,54.5,28,26,0,11,12,0,23,3,88.46
Kathmandu,Bagmati,Hill,Central,2214,29408,JANAJAGRITI GYAN-RASHMI MA VI BALAJUTAR,52.1,63.2,75.9,50.7,56.8,45.5,23,23,1,19,3,0,23,0,100.0
Kathmandu,Bagmati,Hill,Central,2215,29409,GAJURMUKHEE BOARDING SCHOOL RAMKOT-4 DA,50.1,64.3,82.4,49.0,55.1,51.3,20,20,2,16,1,0,19,1,95.0
Kathmandu,Bagmati,Hill,Central,2216,29410,MAHENDRA RASTRIYA MA VI BALUWATAR,36.9,49.9,53.8,35.5,37.2,37.8,33,32,0,4,20,1,25,7,78.13
Kathmandu,Bagmati,Hill,Central,2217,29411,MAHAN SIDDHARTHA SCHOOL KUMARIGAL,54.7,58.8,73.6,36.4,44.3,56.2,22,22,1,15,3,0,19,3,86.36
Kathmandu,Bagmati,Hill,Central,2218,29412,MARSHYANGDI BOARDING SCHOOL NAYABAZAR,58.6,55.6,84.9,48.8,62.7,49.4,9,9,0,8,0,0,8,1,88.89
Kathmandu,Bagmati,Hill,Central,2219,29413,SATHYA SAI SCHOOL PINGALASTHAN GAUSHALA,62.2,57.3,78.1,40.2,43.9,50.9,11,11,2,6,3,0,11,0,100.0
Kathmandu,Bagmati,Hill,Central,2220,29414,MAHALAXMI ENGLISH HIGH SCHOOL PHUTUNG-6,62.3,69.8,78.4,37.4,53.1,54.8,18,18,0,17,1,0,18,0,100.0
Kathmandu,Bagmati,Hill,Central,2221,29415,YUYUTSHU ENGLISH SCHOOL KAPAN,58.2,53.2,74.5,39.5,44.2,50.5,11,11,0,9,1,0,10,1,90.91
Kathmandu,Bagmati,Hill,Central,2222,29416,GORAKHKALI ENGLISH BOARDING SCHOOL BALAJU,62.9,71.2,89.1,56.3,59.9,54.4,19,19,7,12,0,0,19,0,100.0
Kathmandu,Bagmati,Hill,Central,2223,29417,OPEN-HOUSE ENGLISH SCHOOL BHURUNGKHEL,55.6,62.9,78.9,54.8,58.8,47.6,21,21,2,14,4,0,20,1,95.24
Kathmandu,Bagmati,Hill,Central,2224,29419,ALKAPURI SECONDARY ENGLISH SCHOOL DHALKU,53.4,52.2,70.3,54.3,46.6,53.0,9,9,0,8,0,0,8,1,88.89
Kathmandu,Bagmati,Hill,Central,2225,29420,CHILDREN'S ETERNAL ACADEMY NAYABAZAR,56.1,57.3,79.8,39.1,57.0,45.7,12,12,1,8,1,0,10,2,83.33
Kathmandu,Bagmati,Hill,Central,2226,29421,GREEN PEACE ACADEMY GANABAHAL,62.5,61.5,76.0,41.6,49.8,56.6,13,13,0,13,0,0,13,0,100.0
Kathmandu,Bagmati,Hill,Central,2227,29422,BIGYAN ENGLISH BOARDING SCHOOL MANDIKATAR,54.2,58.2,63.5,40.3,47.5,43.6,13,13,0,9,4,0,13,0,100.0
Kathmandu,Bagmati,Hill,Central,2228,29423,ANGEL LORD (DEBDOOT) ACADEMY HIGH SCHOOL,65.4,65.2,88.0,58.0,60.0,58.2,18,18,3,15,0,0,18,0,100.0
Kathmandu,Bagmati,Hill,Central,2229,29424,PEACE POINT BOARDING SCHOOL SINAMANGAL,53.3,58.0,65.5,40.1,41.5,51.9,8,8,0,3,3,0,6,2,75.0
Kathmandu,Bagmati,Hill,Central,2230,29425,SOUTH VALLEY ENGLISH SCHOOL KIRTIPUR,55.5,46.8,64.1,33.1,47.6,49.4,8,8,0,3,5,0,8,0,100.0
Kathmandu,Bagmati,Hill,Central,2231,29426,SIRJANA VIDYA MANDIR SYUCHATAR,56,59.0,62.1,38.2,49.3,43.0,9,9,0,6,1,0,7,2,77.78
Kathmandu,Bagmati,Hill,Central,2232,29427,THANKOT ENGLISH SCHOOL THANKOT,58.3,62.9,85.2,58.9,61.3,53.4,14,14,4,10,0,0,14,0,100.0
Kathmandu,Bagmati,Hill,Central,2233,29428,GUINNESS PUBLIC ENGLISH SCHOOL DHARMASTH,A    66,58.4,90.8,53.4,52.8,51.8,5,5,1,4,0,0,5,0,100.0
Kathmandu,Bagmati,Hill,Central,2234,29429,TRIVENI SADAN ENGLISH SECONDARY SCHOOL JH,59,58.0,61.0,44.0,49.0,49.3,6,6,0,3,2,0,5,1,83.33
Kathmandu,Bagmati,Hill,Central,2235,29430,ANKUR VIDYASHRAM MA VI BATTISPUTALI,64.4,65.1,83.6,54.3,54.9,53.0,29,29,5,24,0,0,29,0,100.0
Kathmandu,Bagmati,Hill,Central,2236,29431,BAL VIKAS MA VI ICHANGU,36.2,51.6,56.9,33.3,39.8,46.4,9,9,0,2,6,0,8,1,88.89
Kathmandu,Bagmati,Hill,Central,2237,29432,JANAKALYAN MA VI MAHANKAL BOUDHA,42,52.5,46.3,26.5,41.2,43.6,53,53,0,13,25,1,39,14,73.58
Kathmandu,Bagmati,Hill,Central,2238,29433,ACTIVE IDEAL MODEL SCHOOL (AIMS) GONGABUN,58.5,58.8,74.6,37.2,49.4,47.2,13,13,0,9,2,0,11,2,84.62
Kathmandu,Bagmati,Hill,Central,2239,29434,EVERGREEN ENGLISH SCHOOL SANKHU,54.8,56.8,81.4,52.3,60.8,47.7,16,15,2,13,0,0,15,0,100.0
Kathmandu,Bagmati,Hill,Central,2240,29435,MINILAND ENGLISH HIGH SCHOOL DANCHHI THALI-,62.7,69.5,83.5,61.5,61.6,64.5,19,19,10,9,0,0,19,0,100.0
Kathmandu,Bagmati,Hill,Central,2241,29436,CANVAS BOARDING SCHOOL NAYABANESHWOR,59.1,51.2,82.9,56.2,45.0,52.7,23,23,0,21,2,0,23,0,100.0
Kathmandu,Bagmati,Hill,Central,2242,29437,LITTLE MOON (BALCHANDRA) ENGLISH SCHOOL KA,64,67.6,85.2,56.6,52.0,56.0,5,5,1,4,0,0,5,0,100.0
Kathmandu,Bagmati,Hill,Central,2243,29438,ANUPAM (UNIQUE) ENGLISH BOARDING SCHOOL LA,57.6,53.7,69.3,49.1,50.8,38.8,9,9,0,6,3,0,9,0,100.0
Kathmandu,Bagmati,Hill,Central,2244,29439,LORD BUDDHA ACADEMIC CENTRE MAHARAJGUNJ,49.6,45.2,54.9,44.6,38.5,46.0,15,15,0,6,7,0,13,2,86.67
Kathmandu,Bagmati,Hill,Central,2245,29440,MOUNT GLORY ENGLISH BOARDING HIGH SCHOOL,54.7,64.7,62.4,48.5,54.6,47.5,19,19,1,11,5,0,17,2,89.47
Kathmandu,Bagmati,Hill,Central,2246,29442,BAL BIKAS BOARDING SCHOOL BUDHANILKANTHA,57.1,56.8,71.1,42.5,46.1,49.4,35,35,4,19,10,0,33,2,94.29
Kathmandu,Bagmati,Hill,Central,2247,29443,VIDYODAYA ENGLISH SCHOOL DALLU,64.6,58.9,77.2,38.2,57.4,53.0,18,18,1,14,2,0,17,1,94.44
Kathmandu,Bagmati,Hill,Central,2248,29444,BRIGHT LAND ENGLISH SECONDARY SCHOOL BHO,56.9,62.6,62.2,39.1,53.5,55.2,13,13,3,4,3,0,10,3,76.92
Kathmandu,Bagmati,Hill,Central,2249,29445,CHAHANA TRI'U SECONDRY BOARDING SCHOOL KA,53.6,51.1,79.9,50.8,57.7,43.1,28,28,0,26,2,0,28,0,100.0
Kathmandu,Bagmati,Hill,Central,2250,29446,MOUNT SEB SCHOOL JADIBUTI KOTESHOR,64.8,67.6,70.3,43.8,61.6,55.3,12,12,1,11,0,0,12,0,100.0
Kathmandu,Bagmati,Hill,Central,2251,29447,PUBLIC ENGLISH SCHOOL CHAMATIPHANT-15,51.1,52.1,62.3,34.9,47.1,42.1,20,20,0,7,11,0,18,2,90.0
Kathmandu,Bagmati,Hill,Central,2252,29450,LITTLE BUDDHA'S ACADEMY SWAYAMBHU,47.7,56.2,62.5,39.8,51.0,47.0,32,32,1,15,9,0,25,7,78.13
Kathmandu,Bagmati,Hill,Central,2253,29451,BUDDHA ACADEMY BOARDING SCHOOL BOUDHA J,60.1,57.5,84.9,32.7,62.4,54.9,22,22,0,21,0,0,21,1,95.45
Kathmandu,Bagmati,Hill,Central,2254,29452,MOTHERLAND SCHOOL NEW NAIKAP,61.9,52.2,71.1,56.3,55.5,49.1,15,15,3,12,0,0,15,0,100.0
Kathmandu,Bagmati,Hill,Central,2255,29454,VIDHYA AARJAN ENGLISH SCHOOL MULPANI,57.5,62.5,86.6,53.0,45.2,52.4,29,29,2,26,1,0,29,0,100.0
Kathmandu,Bagmati,Hill,Central,2256,29455,SIDDHARTHA CHILDREN ACADEMY LAMPATI KALAN,48.8,36.1,44.6,26.4,35.1,39.6,16,16,0,0,11,1,12,4,75.0
Kathmandu,Bagmati,Hill,Central,2257,29456,SWATI SADAN ENGLISH BOARDING SCHOOL BALAJ,63.8,75.3,85.4,41.2,61.9,53.9,16,16,0,15,0,0,15,1,93.75
Kathmandu,Bagmati,Hill,Central,2258,29457,SUNSHINE SCHOOL MAHADEVSTHAN CHECKPOST,53.3,60.3,75.1,50.5,53.9,52.1,10,10,0,8,0,0,8,2,80.0
Kathmandu,Bagmati,Hill,Central,2259,29458,AAKASH GANGA SECONDARY SCHOOL BALAJU,44.5,46.9,31.3,26.0,39.1,47.2,36,35,0,5,10,0,15,20,42.86
Kathmandu,Bagmati,Hill,Central,2260,29459,CARE ENGLISH BOARDING SCHOOL GAUSHALA,56.8,56.0,73.0,47.2,47.2,41.6,28,28,0,21,6,0,27,1,96.43
Kathmandu,Bagmati,Hill,Central,2261,29460,SYPRES PUBLIC MA VI DHUMBARAHI,60.3,53.8,62.1,46.5,47.7,48.5,19,19,0,13,6,0,19,0,100.0
Kathmandu,Bagmati,Hill,Central,2262,29461,MAHAKAVI DEVKOTA MEMORIAL MA VI MULPANI-6,56.3,59.8,68.8,43.8,46.3,58.3,18,18,3,10,5,0,18,0,100.0
Kathmandu,Bagmati,Hill,Central,2263,29462,GLORIOUS PUBLIC MA VI THAPATHALI,62.1,59.8,87.4,50.0,57.3,58.8,86,86,16,69,0,0,85,1,98.84
Kathmandu,Bagmati,Hill,Central,2264,29463,MODEL SCHOOL THANKOT,59.4,58.6,88.4,54.6,57.5,53.3,24,24,2,22,0,0,24,0,100.0
Kathmandu,Bagmati,Hill,Central,2265,29464,SARASWOTI ACADEMY ENGLISH SCHOOL CHABAHI,60.1,60.4,59.4,46.7,44.1,53.8,23,23,2,12,5,0,19,4,82.61
Kathmandu,Bagmati,Hill,Central,2266,29465,RIVER VALLEY HIGH SCHOOL KIRTIPUR,51,51.5,60.5,40.5,51.0,43.0,2,2,0,1,0,0,1,1,50.0
Kathmandu,Bagmati,Hill,Central,2267,29466,BRITISH GURKHA ACADEMY HIGH SCHOOL BANSBA,65.2,52.7,80.9,53.5,57.2,57.2,27,27,2,23,1,0,26,1,96.3
Kathmandu,Bagmati,Hill,Central,2268,29468,GANESH ENGLISH SECONDARY SCHOOL TOKHA,50.3,51.8,43.9,22.8,42.0,33.0,9,9,0,2,2,0,4,5,44.44
Kathmandu,Bagmati,Hill,Central,2269,29469,GYAN BHUMI SCHOOL PHUTUNG,61.9,59.9,70.5,46.9,51.9,51.3,15,15,0,10,5,0,15,0,100.0
Kathmandu,Bagmati,Hill,Central,2270,29470,HIM RASHMI HIGH SCHOOL MANAMAIJU DANDAGAU,63.7,72.6,85.5,42.5,56.4,53.5,17,17,1,15,1,0,17,0,100.0
Kathmandu,Bagmati,Hill,Central,2271,29471,ROSY GARDEN SCHOOL MAIJUBAHAL CHABAHIL,56.8,56.7,79.3,49.5,46.5,40.4,17,17,0,15,2,0,17,0,100.0
Kathmandu,Bagmati,Hill,Central,2272,29472,MANJUGHOKSHA ACADEMY KUMARIGAL,56,61.5,75.8,47.9,41.4,44.5,8,8,0,7,1,0,8,0,100.0
Kathmandu,Bagmati,Hill,Central,2273,29473,NAVA MANJUSHREE SCHOOL SHANTINAGAR BOUD,55.1,47.6,69.6,33.4,57.1,46.6,8,8,0,5,3,0,8,0,100.0
Kathmandu,Bagmati,Hill,Central,2274,29474,GEETANJALI ENGLISH SCHOOL PAHIKOTOLE SOHA,51.1,52.2,65.8,41.8,52.4,44.6,17,17,0,7,3,1,11,6,64.71
Kathmandu,Bagmati,Hill,Central,2275,29475,CAMBRIDGE INTERNATIONAL BOARDING SCHOOL P,48.9,52.3,64.3,32.1,48.6,42.4,9,9,0,4,5,0,9,0,100.0
Kathmandu,Bagmati,Hill,Central,2276,29477,IDEAL ENGLISH SCHOOL MAIJUBAHAL,60.9,65.1,79.4,46.8,54.0,50.8,61,61,6,50,2,0,58,3,95.08
Kathmandu,Bagmati,Hill,Central,2277,29478,SWAYAMBHU ENGLISH BOARDING SCHOOL SWAYA,59.9,52.5,66.5,39.5,51.5,36.5,8,8,0,5,3,0,8,0,100.0
Kathmandu,Bagmati,Hill,Central,2278,29479,ELEGANT PEARL ENGLISH SCHOOL BALAJU,66.7,66.0,85.0,50.0,58.0,62.0,3,3,1,2,0,0,3,0,100.0
Kathmandu,Bagmati,Hill,Central,2279,29480,JUGAL ENGLISH MEDIUM SCHOOL BHADRABAS,49.9,53.9,68.4,27.1,39.6,43.3,10,10,0,4,4,0,8,2,80.0
Kathmandu,Bagmati,Hill,Central,2280,29481,AMRIT BOARDING SCHOOL MHEPI NAYABAZAR,56.7,54.7,79.1,44.7,50.6,42.5,18,18,0,10,3,0,13,5,72.22
