District,Zone,Geographical Region,Development Region,School Number,School Code,Name of School,ENGLISH,NEPALI,MATHS,SCIENCE,SOCIAL STUDIES,HEALTH POPULATION AND ENVIRONMENT,TAP,SAP,DISTINCTION,FIRST DIVISION,SECOND DIVISION,THIRD DIVISION,PASS,FAIL,PASS PERCENT
Kaski,Gandaki,Hill,Western,3244,41014,BINDABASINI MA VI BATULECHOUR,33.2,55.0,40.8,37.4,57.2,47.5,116,116,0,30,45,0,75,41,64.7
Kaski,Gandaki,Hill,Western,3245,41015,CHHOREPATAN MA VI CHHOREPATAN,36.9,56.6,38.0,49.6,57.8,49.9,137,137,4,32,55,1,92,45,67.2
Kaski,Gandaki,Hill,Western,3246,41016,SHANTI UDAYA MA VI BARPANDETHUM,25.6,48.7,42.7,34.6,44.9,41.8,49,49,0,13,12,1,26,23,53.1
Kaski,Gandaki,Hill,Western,3247,41017,JANA PRIYA MA VI SIMALCHOUR,27.5,46.8,31.8,28.2,47.1,38.5,163,163,1,16,43,4,64,99,39.3
Kaski,Gandaki,Hill,Western,3248,41018,HIMANCHAL BOARDING SCHOOL POKHARA,62.2,65.6,72.7,55.0,71.0,56.3,39,39,5,33,0,0,38,1,97.4
Kaski,Gandaki,Hill,Western,3249,41019,PRITHIVI NARAYAN MA VI DHAMPUS,22.1,51.5,28.9,31.2,41.0,40.9,22,22,0,2,4,0,6,16,27.3
Kaski,Gandaki,Hill,Western,3250,41020,GAURI SHANKAR MA VI HEMJA,36.8,59.0,54.8,48.6,56.9,53.0,65,65,5,28,24,0,57,8,87.7
Kaski,Gandaki,Hill,Western,3251,41021,BARAHI MA VI MALEPATAN,26.5,47.7,33.1,28.5,42.8,38.8,145,145,0,15,45,4,64,81,44.1
Kaski,Gandaki,Hill,Western,3252,41022,BISHWOSHANTI MA VI DEURALI,29.3,50.3,48.1,44.0,50.1,44.2,41,41,1,7,20,1,29,12,70.7
Kaski,Gandaki,Hill,Western,3253,41023,MAHENDRA MA VI RYALECHOUR,28.1,50.4,26.5,33.8,45.4,49.6,34,34,0,3,10,0,13,21,38.2
Kaski,Gandaki,Hill,Western,3254,41024,SRI PANCHA RATNA RAJYA LAXMI KANYA MA VI NADIPUR,32.6,51.3,30.4,38.1,49.0,46.9,65,65,0,15,17,0,32,33,49.2
Kaski,Gandaki,Hill,Western,3255,41025,JANAKALYAN  MA VI MAKAIKHOLA,25.2,47.7,39.1,33.3,39.5,40.9,31,31,0,2,14,0,16,15,51.6
Kaski,Gandaki,Hill,Western,3256,41026,MACHHAPUCHHRE MA VI NAGDANDA,31.9,48.9,23.7,33.5,61.5,38.0,44,44,0,5,7,0,12,32,27.3
Kaski,Gandaki,Hill,Western,3257,41027,LAXMI ADARSHA MA VI ARGHOU SISUWA,29.0,40.4,34.0,34.1,45.0,36.6,120,120,0,13,42,1,56,64,46.7
Kaski,Gandaki,Hill,Western,3258,41028,MESHRAM BARAH MA VI GHANDRUK,27.2,46.0,36.9,34.9,65.8,40.9,19,18,0,3,10,0,13,5,72.2
Kaski,Gandaki,Hill,Western,3259,41029,DUDHA POKHARI MA VI SODHA,22.6,42.1,30.9,27.5,49.3,46.6,31,31,0,6,7,0,13,18,41.9
Kaski,Gandaki,Hill,Western,3260,41030,PRAGATISHIL MA VI SALYAN,28.6,44.7,21.4,27.9,60.7,39.6,45,45,0,3,12,0,15,30,33.3
Kaski,Gandaki,Hill,Western,3261,41031,ANANDAJYOTI MA VI BEGNAS,28.3,48.6,44.3,40.7,51.8,34.2,58,58,1,7,30,4,42,16,72.4
Kaski,Gandaki,Hill,Western,3262,41032,SANGAM MA VI CHANDRAKOT,31.4,45.6,30.6,33.8,59.9,40.5,14,14,0,3,3,0,6,8,42.9
Kaski,Gandaki,Hill,Western,3263,41033,TAL BARAHI MA VI BAIDAM,33.0,42.2,38.9,38.0,41.0,46.3,89,89,1,19,29,0,49,40,55.1
Kaski,Gandaki,Hill,Western,3264,41034,BRAMHA RUPA MA VI RAJAKA CHAUTARA,27.2,53.7,37.5,42.0,48.4,37.4,92,92,0,14,30,0,44,48,47.8
Kaski,Gandaki,Hill,Western,3265,41036,HARPANKOT MA VI KUDAWI DANDA,25.3,46.7,29.8,32.5,53.8,39.0,6,6,0,2,0,0,2,4,33.3
Kaski,Gandaki,Hill,Western,3266,41037,HIMALAYA MA VI MAUJA,24.6,40.8,28.4,22.1,42.3,44.9,18,18,0,0,7,1,8,10,44.4
Kaski,Gandaki,Hill,Western,3267,41038,BHABISHYA NIRMAN MA VI KRISTI,19.5,51.4,27.5,32.2,45.4,41.7,63,63,0,3,10,0,13,50,20.6
Kaski,Gandaki,Hill,Western,3268,41039,JANA CHETANA MA VI NIRMAL POKHARI,25.0,47.2,26.9,28.9,50.7,42.0,81,81,0,10,12,1,23,58,28.4
Kaski,Gandaki,Hill,Western,3269,41040,KALIKA MA VI MANDRE DHUNGA,25.4,52.7,36.0,42.1,53.6,46.7,99,99,1,25,21,0,47,52,47.5
Kaski,Gandaki,Hill,Western,3270,41041,NAWA PRABHAT MA VI NAYA BAZAR,26.6,43.3,32.4,36.4,39.8,40.2,73,72,0,9,15,2,26,46,36.1
Kaski,Gandaki,Hill,Western,3271,41042,RATNA SOBHA MA VI MAJHTHANA,29.0,47.8,42.6,37.8,42.3,43.4,52,52,0,5,27,5,37,15,71.2
Kaski,Gandaki,Hill,Western,3272,41043,SHUKRA RAJ MA VI PUMDIBHUMDI,25.6,47.7,42.3,37.1,54.9,42.1,101,101,1,16,30,1,48,53,47.5
Kaski,Gandaki,Hill,Western,3273,41044,BHADRAKALI HIGHER SECONDARY SCHOOL KUNDHAR POKHARA-,28.9,44.9,38.9,38.2,48.3,53.3,113,113,0,23,45,1,69,44,61.1
Kaski,Gandaki,Hill,Western,3274,41045,HIMALAYA MA VI GORJE,23.3,45.0,33.1,30.5,36.1,41.1,49,49,0,3,17,0,20,29,40.8
Kaski,Gandaki,Hill,Western,3275,41046,MOUNT ANNAPURNA SCHOOL POKHARA,59.0,63.1,73.7,57.0,70.1,58.3,20,20,3,17,0,0,20,0,100.0
Kaski,Gandaki,Hill,Western,3276,41047,MOUNT EVEREST BOARDING SCHOOL POKHARA,61.3,68.2,76.6,61.8,63.1,59.5,20,20,8,12,0,0,20,0,100.0
Kaski,Gandaki,Hill,Western,3277,41048,KALIKA MA VI RAMBAZAR,29.1,46.9,44.8,30.8,45.2,45.0,158,158,1,28,74,0,103,55,65.2
Kaski,Gandaki,Hill,Western,3278,41049,SIDDHA BARAHA MA VI MAJHTHUM CHAPAKOT,29.1,45.1,29.1,29.6,42.2,36.7,80,80,0,12,21,0,33,47,41.3
Kaski,Gandaki,Hill,Western,3279,41050,NAVIN MA VI GAIRAPATAN,32.8,58.9,50.6,39.8,45.1,51.4,63,63,0,27,24,0,51,12,81.0
Kaski,Gandaki,Hill,Western,3280,41051,SARASWATI TIKA MA VI BHARAT POKHARI-3,32.0,52.3,38.9,42.0,47.1,43.5,77,77,0,21,27,2,50,27,64.9
Kaski,Gandaki,Hill,Western,3281,41052,HERMANN GMEINER MA VI RAMBAZAR,67.8,68.2,80.6,70.3,76.5,60.6,79,79,47,32,0,0,79,0,100.0
Kaski,Gandaki,Hill,Western,3282,41053,CHANDRA PRABHA MA VI BHIRCHOK,31.0,53.3,46.4,48.9,54.3,42.6,16,16,0,5,7,0,12,4,75.0
Kaski,Gandaki,Hill,Western,3283,41054,BINDHYABASINI MA VI BARPATAN,27.7,50.5,32.7,35.6,48.8,45.2,61,61,0,4,19,0,23,38,37.7
Kaski,Gandaki,Hill,Western,3284,41055,SHANTI MA VI JUMLETI,31.9,56.2,37.9,33.1,46.3,39.9,56,56,0,9,30,1,40,16,71.4
Kaski,Gandaki,Hill,Western,3285,41056,AMMARSIDDHA NAMUNA MA VI PACHABHAIYA,37.7,56.0,52.4,47.6,54.4,37.8,61,61,1,18,26,1,46,15,75.4
Kaski,Gandaki,Hill,Western,3286,41057,TRIBHUWAN SHANTI MA VI KHUDIBAZAR,39.1,48.1,48.9,39.7,49.9,40.2,50,50,0,16,23,0,39,11,78.0
Kaski,Gandaki,Hill,Western,3287,41058,LAXMI MA VI ARGHOU,21.8,52.6,36.4,31.4,40.8,39.5,116,115,0,12,33,6,51,64,44.3
Kaski,Gandaki,Hill,Western,3288,41059,NEW MODEL AWASIYA MA VI NAGDHUNGA POKHARA,67.0,60.7,71.4,64.5,65.0,63.0,13,13,5,8,0,0,13,0,100.0
Kaski,Gandaki,Hill,Western,3289,41060,SHIVASHAKTI MA VI PHULBARI,32.8,54.4,38.2,35.3,43.7,51.3,69,69,0,17,26,0,43,26,62.3
Kaski,Gandaki,Hill,Western,3290,41061,SRI PANCH INDRA RAJYA LAXMI MA VI LAMACHAUR,33.7,57.7,43.6,34.8,48.7,43.5,86,86,1,23,34,1,59,27,68.6
Kaski,Gandaki,Hill,Western,3291,41062,MACHHAPURCHHRE MA VI BHURJUNGKHOLA,24.4,46.7,22.7,37.0,44.9,39.2,46,46,0,1,8,0,9,37,19.6
Kaski,Gandaki,Hill,Western,3292,41063,SIWALAYA MA VI THUMKI,24.9,45.9,28.7,33.8,44.7,34.9,33,33,0,2,11,0,13,20,39.4
Kaski,Gandaki,Hill,Western,3293,41064,ST. MARY'S MA VI NAYAGAUN,66.5,60.7,90.6,70.9,69.8,66.1,58,58,50,8,0,0,58,0,100.0
Kaski,Gandaki,Hill,Western,3294,41065,JANA PRAKASH MA VI BHANDARDHIK,23.2,45.0,28.3,33.3,43.5,32.2,64,63,0,4,13,2,19,44,30.2
Kaski,Gandaki,Hill,Western,3295,41066,ANNAPURNA MA VI SIKLES,27.9,45.4,44.3,29.9,42.0,46.7,18,18,0,3,7,1,11,7,61.1
Kaski,Gandaki,Hill,Western,3296,41068,SURYODAYA ENGLISH BOARDING SCHOOL DEEP,57.7,55.5,58.4,51.7,55.8,50.3,26,26,2,20,3,0,25,1,96.2
Kaski,Gandaki,Hill,Western,3297,41069,LITTLE STEP BOARDING MA VI BHIMKALI,60.1,46.3,62.1,54.2,52.8,51.0,63,63,3,51,9,0,63,0,100.0
Kaski,Gandaki,Hill,Western,3298,41070,SIDDHA MA VI PHALEPATAN,34.2,48.7,37.9,38.0,48.3,53.8,63,63,1,15,22,0,38,25,60.3
Kaski,Gandaki,Hill,Western,3299,41071,SHISHU NIKETAN ENGLISH SCHOOL POKHARA,68.7,69.7,85.2,64.9,77.6,61.8,60,60,45,15,0,0,60,0,100.0
Kaski,Gandaki,Hill,Western,3300,41072,JANA JAGRITI MA VI SARANGKOT,31.0,44.0,33.6,28.7,44.2,36.6,48,48,0,3,24,0,27,21,56.3
Kaski,Gandaki,Hill,Western,3301,41073,BISHNU PADUKA MA VI HEMJA,27.3,51.7,30.9,31.2,42.1,47.3,71,71,2,10,11,0,23,48,32.4
Kaski,Gandaki,Hill,Western,3302,41074,MAHENDRA MA VI LAMACHOUR GHARMI,27.0,60.4,43.4,35.3,47.5,42.1,33,33,1,6,16,0,23,10,69.7
Kaski,Gandaki,Hill,Western,3303,41075,GYAN KUNJ BOARDING SCHOOL AIRPOT POKHARA,58.9,61.6,70.8,58.5,66.6,54.5,31,31,3,28,0,0,31,0,100.0
Kaski,Gandaki,Hill,Western,3304,41076,BETHANY BOARDING SCHOOL KUNDHAR,48.7,61.1,53.2,43.2,64.2,53.9,17,17,1,12,2,0,15,2,88.2
Kaski,Gandaki,Hill,Western,3305,41077,HERMANN GMEINER MA VI TASHILING,52.0,46.3,49.4,48.3,56.8,52.6,50,50,2,21,25,0,48,2,96.0
Kaski,Gandaki,Hill,Western,3306,41078,PASHCHIMANCHAL BOARDING SCHOOL GAIRAPATAN,52.3,53.3,63.7,53.5,65.0,57.7,31,31,2,25,2,0,29,2,93.5
Kaski,Gandaki,Hill,Western,3307,41079,KALIKA MA VI AANPU BHANJYANG,30.7,52.5,35.3,43.3,51.4,44.7,28,28,0,7,10,0,17,11,60.7
Kaski,Gandaki,Hill,Western,3308,41080,VINDHYASWORI BOARDING SCHOOL MOHARIYATOLE,65.1,59.8,68.6,55.6,63.5,56.6,49,49,11,33,2,0,46,3,93.9
Kaski,Gandaki,Hill,Western,3309,41081,HILL POINT HIGH SCHOOL MATEPANI,61.1,57.3,70.8,58.0,64.5,59.3,28,28,9,18,0,0,27,1,96.4
Kaski,Gandaki,Hill,Western,3310,41082,MORNING STAR AWASIYA MA VI NAGDANDA,64.1,64.4,78.6,58.6,79.6,52.7,30,30,11,19,0,0,30,0,100.0
Kaski,Gandaki,Hill,Western,3311,41083,DHARAPANI MA VI POUDAR,32.8,47.2,31.6,32.8,63.7,41.1,21,21,0,3,7,0,10,11,47.6
Kaski,Gandaki,Hill,Western,3312,41084,JUNIOR CITIZEN'S ACADEMY ARGHOU,53.8,57.0,77.0,51.8,52.8,50.5,19,19,2,15,2,0,19,0,100.0
Kaski,Gandaki,Hill,Western,3313,41085,DIAMOND HIGHER SECONDARY SCHOOL TALCHOWK,50.4,57.1,67.5,52.7,44.6,54.1,63,63,8,46,9,0,63,0,100.0
Kaski,Gandaki,Hill,Western,3314,41086,JYOTI KUNJ SECONDARY ENGLISH SCHOOL,58.5,60.0,68.3,63.3,68.0,58.8,36,36,8,25,2,0,35,1,97.2
Kaski,Gandaki,Hill,Western,3315,41087,GYANU BABA SECONDARY BOARDING SCHOOL BAGAR,56.0,48.9,54.2,43.8,52.5,50.3,50,50,3,28,8,0,39,11,78.0
Kaski,Gandaki,Hill,Western,3316,41088,MANAKAMANA BOARDING SCHOOL NADIPUR POKHARA,53.0,54.9,58.1,50.6,63.0,60.1,20,20,1,18,1,0,20,0,100.0
Kaski,Gandaki,Hill,Western,3317,41089,PRATIVA AWASIYA MA VI NADIPUR POKHARA,58.7,56.5,74.3,54.4,60.1,55.6,19,19,2,17,0,0,19,0,100.0
Kaski,Gandaki,Hill,Western,3318,41090,KUMUDINI HOMES GAIRAPATAN,59.3,65.8,73.8,57.5,66.5,59.3,105,105,43,62,0,0,105,0,100.0
Kaski,Gandaki,Hill,Western,3319,41091,MAHENDRA MA VI LAHACHOWK,24.1,44.2,33.0,36.7,42.8,46.7,54,54,0,4,19,0,23,31,42.6
Kaski,Gandaki,Hill,Western,3320,41092,ARWA VIJAYA MA VI DHANDBESI,21.6,39.7,33.0,24.9,34.9,41.6,19,19,0,0,7,1,8,11,42.1
Kaski,Gandaki,Hill,Western,3321,41093,NILGIRI ENGLISH BOARDING SCHOOL POKHARA,66.5,59.1,86.2,63.1,64.7,60.8,40,40,22,18,0,0,40,0,100.0
Kaski,Gandaki,Hill,Western,3322,41094,GORKHA ENGLISH BOARDING SCHOOL UPALLODIP,67.8,63.1,77.4,60.1,67.8,58.6,17,17,7,10,0,0,17,0,100.0
Kaski,Gandaki,Hill,Western,3323,41095,GLOBAL COLLEGIATE SCHOOL RAMGHAT POKHARA,64.3,59.6,70.2,63.5,64.9,58.7,63,63,13,49,1,0,63,0,100.0
Kaski,Gandaki,Hill,Western,3324,41096,POKHARA KINDERGARTEN SCHOOL GHARIPATAN PARDI,54.8,63.2,71.0,59.3,59.4,57.3,19,19,3,16,0,0,19,0,100.0
Kaski,Gandaki,Hill,Western,3325,41097,LAXMI SHISHU AWASIYA MA VI NAYASADAK POKHARA,62.0,58.0,69.1,58.1,58.9,52.0,29,29,3,24,1,0,28,1,96.6
Kaski,Gandaki,Hill,Western,3326,41098,AMBIKA MA VI SUIKHET,27.0,52.3,44.2,38.4,44.6,48.6,26,26,1,5,8,0,14,12,53.8
Kaski,Gandaki,Hill,Western,3327,41099,SIDDHARTHA ENGLISH BOARDING SCHOOL RANIPAUWA,63.3,61.6,79.0,64.8,64.0,55.7,28,28,9,18,1,0,28,0,100.0
Kaski,Gandaki,Hill,Western,3328,41100,STEP BY STEP BOARDING SCHOOL MASBAR POKHARA,62.6,61.0,84.3,58.1,59.7,63.1,68,68,36,32,0,0,68,0,100.0
Kaski,Gandaki,Hill,Western,3329,41102,SHANTI NIKUNJ BOARDING SCHOOL PARDI POKHARA,56.1,58.8,45.3,51.2,61.9,49.9,23,23,0,11,7,0,18,5,78.3
Kaski,Gandaki,Hill,Western,3330,41103,BIRETHATI MA VI DANGSING,29.0,43.9,22.8,30.5,54.4,35.1,24,24,0,3,2,0,5,19,20.8
Kaski,Gandaki,Hill,Western,3331,41104,MARIGOLD ENGLISH BOARDING SCHOOL NAYAGAON RAMBAZAR,57.0,53.1,55.7,57.3,61.7,61.2,33,33,7,20,1,0,28,5,84.8
Kaski,Gandaki,Hill,Western,3332,41105,PRAGATI ENGLISH BOARDING SCHOOL BATULECHOUR,60.7,71.0,80.1,62.3,61.7,59.1,39,39,16,23,0,0,39,0,100.0
Kaski,Gandaki,Hill,Western,3333,41106,BALODAYA ENGLISH BOARDING SCHOOL PARDI POKHARA 17,61.7,61.9,73.4,58.9,72.2,51.4,34,34,10,22,2,0,34,0,100.0
Kaski,Gandaki,Hill,Western,3334,41107,LOTUS ACADEMIC SCHOOL NAYABAZAR POKHARA,65.4,68.0,74.8,58.8,65.4,59.8,20,20,6,14,0,0,20,0,100.0
Kaski,Gandaki,Hill,Western,3335,41108,ADARSH ENGLISH BOARDING SCHOOL PHULBARI POKHARA,58.6,53.7,58.6,54.4,60.9,53.4,14,14,1,13,0,0,14,0,100.0
Kaski,Gandaki,Hill,Western,3336,41109,NAVADEEP ENGLISH BOARDING SCHOOL PARSHYANG POKHARA,57.3,62.5,72.6,54.0,66.3,61.0,21,21,3,18,0,0,21,0,100.0
Kaski,Gandaki,Hill,Western,3337,41110,BAL KALYAN BOARDING SCHOOL KUNDAHAR POKHARA,56.2,54.0,60.0,41.7,57.2,53.7,50,50,1,43,6,0,50,0,100.0
Kaski,Gandaki,Hill,Western,3338,41111,ALPHA BOARDING SCHOOL LAMACHAUR POKHARA,51.1,71.9,64.9,61.4,59.0,54.0,10,10,0,10,0,0,10,0,100.0
Kaski,Gandaki,Hill,Western,3339,41112,POKHARA PUBLIC SCHOOL CHIPLEDHUNGA POKHARA,60.5,71.9,80.5,62.8,71.1,61.4,34,34,17,17,0,0,34,0,100.0
Kaski,Gandaki,Hill,Western,3340,41113,GOGAN MA VI LEKHANATH 13 GAGANGAUNDA,34.0,40.9,45.1,37.1,46.7,38.7,40,40,0,7,29,1,37,3,92.5
Kaski,Gandaki,Hill,Western,3341,41114,HIMALAYA MA VI TIRLUNG TOLKA,23.3,42.6,22.4,32.4,50.9,34.8,16,16,0,1,2,0,3,13,18.8
Kaski,Gandaki,Hill,Western,3342,41115,KALIKA MA VI KAHUN,30.5,50.9,45.8,37.1,54.1,51.0,20,20,0,7,6,0,13,7,65.0
Kaski,Gandaki,Hill,Western,3343,41116,GAUNPHARK MA VI KHALTE,27.3,51.4,44.8,41.3,49.0,42.6,10,10,0,1,5,0,6,4,60.0
Kaski,Gandaki,Hill,Western,3344,41117,BAL VIDYA MANDIR ENGLISH BOARDING SCHOOL MIYA PATAN,54.7,51.1,55.9,43.2,53.4,45.9,17,17,1,8,8,0,17,0,100.0
Kaski,Gandaki,Hill,Western,3345,41118,SHARADA ENGLISH BOARDING SCHOOL,56.0,56.5,50.6,39.3,62.8,55.9,43,43,7,19,8,0,34,9,79.1
Kaski,Gandaki,Hill,Western,3346,41119,SHARADA MA VI MACHHAPUCHHRE GHACHOK,24.7,45.3,29.4,36.8,44.9,36.8,32,32,0,3,4,1,8,24,25.0
Kaski,Gandaki,Hill,Western,3347,41120,TOPS ENGLISH BOARDING SCHOOL RAMGHAT,62.4,56.1,65.6,60.4,65.1,61.8,61,61,18,39,0,0,57,4,93.4
Kaski,Gandaki,Hill,Western,3348,41121,MOTHERLAND HIGHER SECONDARY SCHOOL MASBAR POKHARA-,65.8,67.8,74.6,62.3,75.0,59.8,75,75,36,39,0,0,75,0,100.0
Kaski,Gandaki,Hill,Western,3349,41122,KANTIPUR ENGLISH BOARDING SCHOOL VCMARG NADIPUR,55.4,59.3,57.8,45.7,64.8,56.7,32,32,2,21,9,0,32,0,100.0
Kaski,Gandaki,Hill,Western,3350,41123,B M G BOARDING SCHOOL SAINIK BASTI GAGANGAUNDA,61.3,51.3,72.2,53.9,64.0,49.6,33,33,4,29,0,0,33,0,100.0
Kaski,Gandaki,Hill,Western,3351,41124,BHANUBHAKTA AWASIYA MA VI SIMPANI,56.6,55.7,54.1,49.8,59.3,56.6,24,24,2,16,3,0,21,3,87.5
Kaski,Gandaki,Hill,Western,3352,41125,GREEN VALLEY BOARDING SCHOOL KUNDAHAR 12,50.8,53.7,63.6,54.7,55.9,59.1,19,19,1,12,4,0,17,2,89.5
Kaski,Gandaki,Hill,Western,3353,41126,SHRIJANA BAHIRA MA VI LEKHNATH-3,45.2,43.3,62.8,36.0,43.0,32.0,6,6,0,0,6,0,6,0,100.0
Kaski,Gandaki,Hill,Western,3354,41127,NEW MILLENNIUM ACADEMY BIRAUTA,64.7,63.7,73.5,56.8,76.1,52.4,40,40,13,27,0,0,40,0,100.0
Kaski,Gandaki,Hill,Western,3355,41128,HIMALAYAN MILAN MA VI NAMARJUNG,25.8,46.1,42.1,26.9,38.9,40.3,25,25,0,1,13,0,14,11,56.0
Kaski,Gandaki,Hill,Western,3356,41129,NEW GALAXY ENGLISH SCHOOL NADIPUR,59.2,55.7,66.8,53.1,63.4,55.7,10,10,2,6,1,0,9,1,90.0
Kaski,Gandaki,Hill,Western,3357,41130,SRIJANA BOARDING SCHOOL PRITHWI CHOWK,63.6,56.8,82.3,59.6,56.5,61.4,38,38,9,29,0,0,38,0,100.0
Kaski,Gandaki,Hill,Western,3358,41131,BALPRABHAT BOARDING SCHOOL NEW ROAD,64.6,66.8,82.5,61.9,69.3,57.8,8,8,2,6,0,0,8,0,100.0
Kaski,Gandaki,Hill,Western,3359,41132,BAHADURE MA VI BHADAURE DEURALI,37.0,54.3,30.9,35.8,63.2,37.3,12,12,0,3,4,0,7,5,58.3
Kaski,Gandaki,Hill,Western,3360,41133,BALMANDIR ENGLISH SCHOOL LOMLE,62.8,63.5,59.6,55.4,72.7,49.3,19,19,2,17,0,0,19,0,100.0
Kaski,Gandaki,Hill,Western,3361,41134,SIRJANA MA VI DHIKURPOKHARI SIMPALI,35.7,52.5,31.7,36.9,63.0,37.8,30,30,0,4,13,0,17,13,56.7
Kaski,Gandaki,Hill,Western,3362,41135,SARASWATI ADARSHA VIDYASHRAM LAMACHOUR,60.1,71.8,76.1,59.8,64.0,57.6,46,46,9,37,0,0,46,0,100.0
Kaski,Gandaki,Hill,Western,3363,41137,NEW LIGHT ENGLISH BOARDING SCHOOL SHISHUWA,53.4,57.8,68.8,52.2,48.2,52.9,35,35,2,26,6,0,34,1,97.1
Kaski,Gandaki,Hill,Western,3364,41138,DHAWALAGIRI BOARDING SCHOOL MILAN CHOWK HEMJA,54.5,70.3,76.4,55.2,68.5,57.9,43,43,11,31,1,0,43,0,100.0
Kaski,Gandaki,Hill,Western,3365,41139,PEACE ZONE ACHADEMY RAMGHAT,61.6,66.5,79.7,55.2,72.2,56.9,39,39,15,24,0,0,39,0,100.0
Kaski,Gandaki,Hill,Western,3366,41140,KARUNANIDHI VIDYASHRAMA MA VI SIMPANI,63.4,60.5,69.8,56.5,63.3,58.4,40,40,18,18,3,0,39,1,97.5
Kaski,Gandaki,Hill,Western,3367,41141,GAURI SHANKER MA VI SAITIKHOLA LWANG GHALEL,25.3,54.9,31.8,35.0,44.8,43.9,25,25,0,4,5,0,9,16,36.0
Kaski,Gandaki,Hill,Western,3368,41142,SARASWATI BOARDING SCHOOL PRITHVICHOWK,63.3,61.1,58.8,62.4,62.8,54.8,16,16,1,12,0,0,13,3,81.3
Kaski,Gandaki,Hill,Western,3369,41143,PARAMOUNT PUBLIC SCHOOL RAMGHAT,60.6,55.7,71.5,61.9,63.7,60.2,46,46,8,38,0,0,46,0,100.0
Kaski,Gandaki,Hill,Western,3370,41144,GOLDEN FUTURE BOARDING SCHOOL RAMBAZAR,58.5,56.5,70.8,57.7,61.5,56.4,34,34,3,27,3,0,33,1,97.1
Kaski,Gandaki,Hill,Western,3371,41145,DHANUBASH KALIKA MA VI CHHACHOWK RAMCHE SILDUJURE,15.2,43.1,27.0,25.3,40.7,36.4,12,12,0,0,0,0,0,12,0.0
Kaski,Gandaki,Hill,Western,3372,41146,NEPAL ADARSHA AWASIYA VIDHYALAYA BHANDARDHIK,63.9,60.5,78.3,51.0,64.7,48.3,49,49,9,39,1,0,49,0,100.0
Kaski,Gandaki,Hill,Western,3373,41147,KANCHENJUNGA ACADEMIC CENTRE LEKHNATH-8 SHISHUWA,51.5,56.2,62.0,53.1,45.2,45.7,23,23,0,16,5,0,21,2,91.3
Kaski,Gandaki,Hill,Western,3374,41148,RAINBOW ACADEMIC HOMES SECONDARY SCHOOL RAMBAZAR-15,56.3,56.8,57.4,51.8,62.9,59.9,32,32,3,28,1,0,32,0,100.0
Kaski,Gandaki,Hill,Western,3375,41149,DHRUVA MA VI THUMAKODANDA-8 TARKANG,23.5,42.6,24.3,29.8,30.9,39.4,19,18,0,2,2,0,4,14,22.2
Kaski,Gandaki,Hill,Western,3376,41150,FISHTAIL BOARDING SCHOOL PARDI-17 POKHARA,66.9,70.4,80.5,61.1,76.0,60.0,36,36,23,13,0,0,36,0,100.0
Kaski,Gandaki,Hill,Western,3377,41151,SHANTA MA VI SARANGKOT-4,34.0,45.3,38.3,34.3,48.4,37.8,34,34,0,7,15,0,22,12,64.7
Kaski,Gandaki,Hill,Western,3378,41152,RATAN PANDE MA VI ARVA-6,18.2,39.7,22.9,16.3,36.6,35.1,29,29,0,0,3,0,3,26,10.3
Kaski,Gandaki,Hill,Western,3379,41153,SIDDIVINAYAK BOARDING SCHOOL,56.3,56.8,67.3,47.8,58.6,49.3,19,19,1,15,3,0,19,0,100.0
Kaski,Gandaki,Hill,Western,3380,41154,KASKI MODERNIZED ACADEMY POKHARA,63.0,63.7,81.3,64.8,70.3,60.4,47,47,23,24,0,0,47,0,100.0
Kaski,Gandaki,Hill,Western,3381,41155,LITTLE DAFFODIL ENGLISH BOARDING SCHOOL,57.4,58.0,58.4,42.2,68.0,46.3,20,20,3,10,4,0,17,3,85.0
Kaski,Gandaki,Hill,Western,3382,41156,NATIONAL INVENTIVE BOARDING SCHOOL,65.5,60.6,90.8,58.5,60.9,63.0,20,20,10,10,0,0,20,0,100.0
Kaski,Gandaki,Hill,Western,3383,41157,SUBLIME ENGLISH BOARDING SCHOOL,55.0,52.7,78.2,56.9,55.8,55.2,17,17,2,14,1,0,17,0,100.0
Kaski,Gandaki,Hill,Western,3384,41158,BHASKER MEMORIAL SCHOOL PHOOLBARI POKHARA,68.8,71.3,86.9,63.8,80.4,63.6,10,10,7,3,0,0,10,0,100.0
Kaski,Gandaki,Hill,Western,3385,41159,ANJULI SECONDARY BOARDING SCHOOL POKHARA,56.9,55.0,56.5,43.6,57.5,55.5,13,13,1,8,2,0,11,2,84.6
Kaski,Gandaki,Hill,Western,3386,41160,SHANTI DEEP ENGLISH SCHOOL CHHINEDANDA POKHARA,60.2,58.3,66.9,58.4,59.7,56.3,9,9,2,5,2,0,9,0,100.0
Kaski,Gandaki,Hill,Western,3387,41161,L P DEVKOTA MEMORIAL BOARDING SCHOOL PARDI BIRAUTA,48.2,54.9,58.8,51.3,69.7,49.2,27,27,3,14,7,0,24,3,88.9
Kaski,Gandaki,Hill,Western,3388,41162,GYANJYOTI VIDYAKUNJ MA VI LEKHNATH-13,57.2,42.8,73.9,46.7,48.8,39.4,11,11,0,6,4,1,11,0,100.0
Kaski,Gandaki,Hill,Western,3389,41163,MAHENDRA SECONDARY SCHOOL POKHARA-9,25.5,52.6,30.7,40.3,39.4,44.9,48,48,0,2,22,0,24,24,50.0
