Region,Council,Ward,School Name,School Ownership,REG. NUMBER,< 12 years-M,< 12 years-F,12 years-M,12 years-F,13 years-M,13 years-F,14 years-M,14 years-F,15 years-M,15 years-F,16 years-M,16 years-F,17 years-M,17 years-F,18 years-M,18 years-F,19 years-M,19 years-F,> 19 years-M,> 19 years-F,Total-M,Total-F
Lindi,Lindi MC,Nangaru,NANGARU,Government,S.2666,0,0,0,0,0,0,10,20,30,46,45,53,34,31,28,23,13,5,4,2,164,180
Lindi,Lindi MC,Ng'apa,NG'APA,Government,S.2668,0,0,0,0,0,2,16,22,31,59,54,68,47,49,21,16,9,2,7,2,185,220
Lindi,Lindi MC,Rasbura,KHAIRAAT,Non-Government,S.3866,0,0,0,0,2,1,3,9,4,5,2,9,5,10,12,7,4,2,0,0,32,43
Lindi,Lindi MC,Rasbura,MITWERO,Government,S.5057,0,0,0,0,3,5,19,30,45,70,59,71,49,58,30,33,9,17,7,6,221,290
Lindi,Lindi MC,Rasbura,WAMA SHARAF,Non-Government,S.4864,0,0,0,0,0,0,0,0,0,1,0,3,0,12,0,18,0,4,0,0,0,38
Lindi,Lindi MC,Rutamba,RUTAMBA,Government,S.2469,0,0,0,0,0,8,16,19,36,32,60,43,34,27,30,19,15,8,7,1,198,157
Lindi,Lindi MC,Wailes,ANGAZA,Government,S.3846,0,0,8,9,11,19,33,41,70,48,57,69,39,41,14,5,0,0,0,0,232,232
Lindi,Liwale,Barikiwa,BARIKIWA,Government,S.1454,0,0,0,0,0,0,3,3,24,15,26,19,22,14,14,11,3,2,0,0,92,64
Lindi,Liwale,Kiangara,KIANGARA,Government,S.2680,0,0,0,0,0,1,1,4,13,11,17,12,22,19,15,5,9,0,2,1,79,53
Lindi,Liwale,Kibutuka,KIBUTUKA,Government,S.1456,0,0,0,0,0,0,2,4,14,20,18,18,19,11,4,3,2,2,2,0,61,58
Lindi,Liwale,Likongowele,LIKONGOWELE,Government,S.4564,0,0,0,0,0,4,16,19,46,57,53,71,49,54,30,28,20,11,8,3,222,247
Lindi,Liwale,Liwale 'B',MILINA,Government,S.3928,0,0,0,0,6,3,10,8,25,27,21,20,17,23,18,8,8,6,0,0,105,95
Lindi,Liwale,Liwale Mjini,LIWALE,Government,S.365,0,0,0,0,7,18,49,65,62,48,64,34,46,37,115,64,104,63,44,8,491,337
Lindi,Liwale,Liwale Mjini,RASHIDI MFAUME KAWAWA,Government,S.1457,0,0,0,0,0,3,34,54,48,62,84,63,55,63,46,43,20,10,7,0,294,298
Lindi,Liwale,Makata,MAKATA,Government,S.1913,0,0,2,0,1,1,45,23,11,5,10,3,16,8,11,4,3,7,0,0,99,51
Lindi,Liwale,Mangirikiti,ANNA MAGOWA,Government,S.3849,0,0,0,0,0,4,0,3,0,86,0,67,0,53,0,13,0,0,0,0,0,226
Lindi,Liwale,Mbaya,NICODEMUS BANDUKA,Government,S.1455,0,0,0,0,3,4,9,18,42,20,41,32,27,20,13,12,4,4,3,2,142,112
Lindi,Liwale,Mihumo,MIHUMO,Government,S.3848,0,0,0,0,5,2,28,10,47,34,69,18,33,17,30,12,22,3,2,1,236,97
Lindi,Liwale,Mirui,MIRUI,Government,S.3847,0,0,0,0,0,0,6,7,6,16,18,13,25,14,14,9,2,0,2,0,73,59
Lindi,Liwale,Mkutano,KIKULYUNGU,Government,S.1914,0,0,0,0,1,0,11,13,3,4,5,6,11,6,6,2,0,1,0,0,37,32
Lindi,Liwale,Mlembwe,MLEMBWE,Government,S.2679,0,0,0,0,0,0,2,6,12,9,16,8,17,6,12,6,5,2,0,0,64,37
Lindi,Liwale,Nangando,NANGANDO,Government,S.5298,0,0,0,0,2,4,30,37,36,51,26,26,17,7,2,2,4,0,0,0,117,127
Lindi,Liwale,Nangano,NANGANO,Government,S.1748,0,0,0,0,0,0,20,19,21,16,2,5,13,11,6,5,0,0,0,0,62,56
Lindi,Liwale,Ngongowele,HANGAI,Government,S.2681,0,0,0,0,2,1,10,6,28,17,42,10,15,4,14,6,9,1,1,0,121,45
Lindi,Nachingwea,Boma,NACHINGWEA GIRLS,Government,S.4480,0,0,0,5,0,29,0,70,0,75,0,109,0,79,0,24,0,7,0,0,0,398
Lindi,Nachingwea,Chiola,CHIOLA,Government,S.3931,0,0,0,0,0,1,5,11,20,34,25,41,27,21,13,10,2,1,1,6,93,125
Lindi,Nachingwea,Kiegei,KIEGEI,Government,S.3939,0,0,0,0,1,0,5,8,18,12,28,33,20,24,20,12,10,2,2,2,104,93
Lindi,Nachingwea,Kilimanihewa,NACHINGWEA,Government,S.337,0,0,0,0,14,13,86,97,70,79,55,86,11,7,56,50,115,4,132,0,539,336
Lindi,Nachingwea,Kilimarondo,KILIMARONDO,Government,S.3938,0,0,0,0,35,30,23,26,12,10,11,12,8,10,18,12,6,6,0,0,113,106
Lindi,Nachingwea,Kipara Mnero,KIPARA,Government,S.3932,0,0,0,0,1,6,8,25,23,40,27,17,17,21,19,10,11,0,2,0,108,119
Lindi,Nachingwea,Kipara Mtua,FARM 17,Government,S.1747,0,0,0,0,14,22,57,43,43,54,44,54,27,51,33,23,10,5,9,1,237,253
Lindi,Nachingwea,Lionja,LIONJA,Government,S.1871,0,0,0,0,1,0,11,21,27,59,47,60,25,28,29,17,7,3,1,0,148,188
Lindi,Nachingwea,Marambo,MARAMBO,Government,S.2098,0,0,0,0,7,8,25,14,46,35,15,29,24,16,21,14,4,2,0,0,142,118
Lindi,Nachingwea,Matekwe,MATEKWE,Government,S.502,0,0,0,0,4,4,22,30,11,8,18,19,16,10,8,14,5,3,2,0,86,88
Lindi,Nachingwea,Mbondo,MBONDO,Government,S.3937,0,0,0,0,2,0,7,9,25,31,28,33,20,20,19,17,13,13,9,7,123,130
Lindi,Nachingwea,Mkoka,MKOKA,Government,S.3933,0,0,0,0,4,6,40,32,9,17,19,50,20,26,13,19,9,2,3,0,117,152
Lindi,Nachingwea,Mkotokuyana,MKOTOKUYANA,Government,S.3930,0,0,0,0,0,2,17,17,9,22,14,24,14,19,8,7,1,0,0,0,63,91
Lindi,Nachingwea,Mnero Miembeni,NDANGALIMBO,Government,S.3940,0,0,0,1,17,22,31,27,42,51,37,68,25,32,6,12,1,2,0,0,159,215
Lindi,Nachingwea,Mnero Ngongo,MNERO,Government,S.368,0,0,0,0,0,2,10,27,26,35,25,31,25,25,21,15,2,3,1,0,110,138
Lindi,Nachingwea,Mpiruka,MISUFINI,Government,S.2673,0,0,0,0,1,2,26,32,40,28,39,38,24,33,26,14,4,6,2,3,162,156
Lindi,Nachingwea,Naipanga,NAIPANGA,Government,S.2096,0,0,0,0,0,0,4,12,113,132,62,93,67,40,48,36,12,26,3,0,309,339
Lindi,Nachingwea,Naipingo,NAIPINGO,Government,S.2097,0,0,0,0,1,2,17,22,50,53,42,43,26,24,23,8,9,0,10,0,178,152
Lindi,Nachingwea,Namapwia,NAMAPWIA,Government,S.3934,0,0,0,0,2,4,13,19,24,27,39,45,17,17,10,7,3,2,2,0,110,121
Lindi,Nachingwea,Namatula,NAMATULA,Government,S.2672,0,0,0,0,0,0,22,29,45,52,35,41,26,30,11,12,3,1,3,0,145,165
Lindi,Nachingwea,Namikango,NAMIKANGO,Government,S.3936,0,0,0,0,18,16,18,18,34,24,26,22,15,10,6,3,1,4,0,0,118,97
Lindi,Nachingwea,Nangowe,KIPAUMBELE,Government,S.1290,0,0,0,0,10,15,61,46,41,70,42,45,28,32,19,20,0,0,0,0,201,228
Lindi,Nachingwea,Nditi,NDITI,Government,S.3935,0,0,0,0,2,3,25,42,25,23,25,26,21,22,10,6,1,2,0,0,109,124
Lindi,Nachingwea,Ndomoni,NDOMONI,Government,S.3929,0,0,0,0,8,10,37,32,32,40,26,23,13,14,5,4,2,1,0,0,123,124
Lindi,Nachingwea,Ruponda,RUPONDA,Government,S.1912,0,0,0,1,11,12,30,38,32,34,21,30,16,17,7,11,1,1,1,0,119,144
Lindi,Nachingwea,Stesheni,STESHENI,Government,S.1870,0,0,0,0,3,1,28,25,74,68,82,65,29,41,36,13,10,3,7,6,269,222
Lindi,Nachingwea,Ugawaji,NAMBAMBO,Government,S.2004,0,0,0,0,0,8,39,47,72,66,82,85,87,81,60,26,8,5,4,1,352,319
Lindi,Ruangwa,Chibula,CHIBULA,Government,S.5266,0,0,0,0,0,0,5,6,16,18,10,5,5,3,0,1,3,0,0,0,39,33
Lindi,Ruangwa,Chienjele,CHIENJERE,Government,S.3908,0,0,0,0,0,0,1,2,11,17,39,40,49,48,16,32,17,8,1,1,134,148
Lindi,Ruangwa,Chinongwe,CHINONGWE,Government,S.2674,0,0,3,8,28,55,18,32,21,18,26,33,11,28,0,5,0,0,0,0,107,179
Lindi,Ruangwa,Chunyu,CHUNYU,Government,S.2676,0,0,0,0,0,0,2,11,21,24,18,13,25,23,12,11,1,0,0,0,79,82
Lindi,Ruangwa,Likunja,LIKUNJA,Government,S.3905,0,0,0,0,2,2,21,30,39,51,28,35,25,18,18,10,4,1,0,0,137,147
Lindi,Ruangwa,Luchelegwa,LUCHELEGWA,Government,S.5279,0,0,0,0,2,2,17,13,28,22,19,10,11,0,0,0,0,0,0,0,77,47
Lindi,Ruangwa,Makanjiro,MAKANJIRO,Government,S.4640,0,0,0,0,0,0,5,7,15,29,16,31,7,19,4,11,11,3,0,0,58,100
Lindi,Ruangwa,Malolo,HAWA MCHOPA,Government,S.3904,0,0,0,0,0,0,0,20,104,129,72,80,31,11,4,4,3,0,0,0,214,244
Lindi,Ruangwa,Mandarawe,MANDARAWE,Government,S.5422,0,0,0,0,0,0,5,10,5,10,4,10,10,2,1,0,0,0,0,0,25,32
Lindi,Ruangwa,Mandawa,MANDAWA,Government,S.1898,0,0,0,0,1,3,11,22,22,23,28,28,24,41,13,15,6,2,9,0,114,134
Lindi,Ruangwa,Matambarale,MATAMBARALE,Government,S.5265,0,0,0,0,0,0,9,11,31,25,16,20,8,3,1,0,0,0,0,0,65,59
Lindi,Ruangwa,Mbekenyera,MBEKENYERA,Government,S.501,0,0,0,0,0,0,9,8,71,87,45,38,54,50,24,23,86,36,111,31,400,273
Lindi,Ruangwa,Mnacho,LUCAS MALIA GIRLS,Government,S.5267,0,0,0,8,0,25,0,46,0,22,0,19,0,2,0,1,0,0,0,0,0,123
Lindi,Ruangwa,Mnacho,MNACHO,Government,S.2677,0,0,0,0,16,10,20,27,43,59,47,69,38,39,19,20,6,4,4,0,193,228
Lindi,Ruangwa,Nachingwea,KASSIM MAJALIWA,Government,S.4989,0,0,0,0,0,7,31,39,56,85,74,77,71,60,29,22,11,5,1,2,273,297
Lindi,Ruangwa,Nambilanje,NAMBILANJE,Government,S.3907,0,0,0,0,0,2,1,11,17,9,17,16,18,17,13,20,10,10,4,1,80,86
Lindi,Ruangwa,Namichiga,NAMICHIGA,Government,S.2678,0,0,0,0,0,0,3,7,16,21,29,40,27,25,28,14,6,7,7,0,116,114
Lindi,Ruangwa,Narungombe,LIUGURU,Government,S.2675,0,0,0,0,2,1,4,9,21,12,17,13,19,20,3,5,4,1,0,0,70,61
Lindi,Ruangwa,Narungombe,NARUNGOMBE,Government,S.3906,0,0,0,0,16,11,19,11,17,29,25,17,10,12,11,12,0,0,0,0,98,92
Lindi,Ruangwa,Nkowe,NKOWE,Government,S.993,0,0,15,10,16,39,60,49,32,44,36,37,25,20,18,4,16,0,0,0,218,203
Lindi,Ruangwa,Ruangwa,RUANGWA,Government,S.1897,0,0,0,0,1,2,13,23,45,70,57,82,69,66,29,29,48,2,68,0,330,274
Manyara,Babati,Arri,ARRI TSAAYO,Government,S.2484,0,0,0,0,2,1,28,23,22,81,35,90,42,60,21,15,4,1,4,4,158,275
Manyara,Babati,Arri,DOHOM,Government,S.2197,0,0,2,1,9,6,13,32,29,31,29,44,15,22,7,7,2,1,0,0,106,144
Manyara,Babati,Ayalagaya,AYALAGAYA,Government,S.2184,0,0,0,0,4,5,19,24,37,79,92,153,62,71,29,18,7,0,0,0,250,350
Manyara,Babati,Ayasanda,GOROWA,Government,S.2556,0,0,0,0,1,1,15,28,37,62,36,55,35,35,18,11,6,3,2,0,150,195
Manyara,Babati,Bashnet,GUSE,Government,S.3716,0,0,0,0,0,0,5,9,8,20,10,28,12,18,15,13,4,7,1,1,55,96
Manyara,Babati,Bashnet,MASABEDA,Government,S.3717,0,0,0,2,10,19,21,44,44,46,35,85,22,44,5,0,0,0,0,0,137,240
Manyara,Babati,Boay,BOAY,Government,S.5416,0,0,0,0,0,1,8,15,18,17,2,0,0,0,0,0,0,0,0,0,28,33
Manyara,Babati,Dabil,DABIL,Government,S.1076,0,0,0,0,0,0,3,6,19,42,22,50,36,75,27,56,16,13,1,0,124,242
Manyara,Babati,Dabil,MAGANJWA,Government,S.5121,0,0,0,0,0,0,1,6,9,21,11,32,24,37,17,9,2,2,1,0,65,107
Manyara,Babati,Dareda,DAREDA,Government,S.423,0,0,0,0,16,28,49,107,64,168,69,137,59,62,33,47,41,45,83,52,414,646
Manyara,Babati,Duru,DURU,Government,S.1846,0,0,0,0,0,0,3,2,13,19,31,57,29,42,25,20,21,6,5,2,127,148
Manyara,Babati,Duru,HAITEMBA,Government,S.4097,0,0,0,0,4,5,33,50,27,30,19,21,13,24,6,3,0,0,0,0,102,133
Manyara,Babati,Endakiso,ENDAKISO,Government,S.3715,0,0,0,0,7,10,30,47,41,78,72,64,63,51,45,59,8,3,4,1,270,313
Manyara,Babati,Gallapo,AYATSEA,Government,S.2183,0,0,0,0,0,0,9,14,34,49,41,62,63,107,56,36,8,5,4,2,215,275
Manyara,Babati,Gallapo,GALLAPO,Government,S.704,0,0,13,9,108,129,199,320,79,124,55,56,30,26,0,0,0,0,0,0,484,664
Manyara,Babati,Gidas,GIDAS,Government,S.705,0,0,0,0,0,0,30,22,53,47,49,113,90,105,42,26,3,1,1,0,268,314
Manyara,Babati,Kiru,KIRU,Government,S.2181,0,0,0,0,0,0,21,17,54,46,50,79,49,51,29,27,12,18,0,0,215,238
Manyara,Babati,Kisangaji,KISANGAJI,Government,S.5415,0,0,0,0,0,0,0,36,10,3,33,0,0,0,0,0,0,0,0,0,43,39
Manyara,Babati,Madunga,MADUNGA,Non-Government,S.234,0,0,0,0,0,16,0,37,0,41,0,19,0,17,0,6,0,0,0,0,0,136
Manyara,Babati,Madunga,UMAGI,Government,S.2821,0,0,0,0,5,11,7,19,6,30,24,44,18,38,18,11,3,1,0,0,81,154
Manyara,Babati,Madunga,UTWARI,Government,S.4234,0,0,0,0,0,0,2,2,3,13,22,18,22,25,20,21,7,5,1,1,77,85
Manyara,Babati,Magara,MAGARA,Government,S.2820,0,0,2,6,26,21,45,60,39,90,65,54,54,95,32,23,6,23,1,7,270,379
Manyara,Babati,Magara,THE TARA GETTY,Government,S.5449,0,0,0,0,0,1,6,19,25,17,8,5,6,2,0,0,0,0,0,0,45,44
Manyara,Babati,Magugu,GICHAMEDA,Government,S.3719,0,0,0,0,2,2,8,12,38,52,29,22,15,20,17,21,2,3,1,0,112,132
Manyara,Babati,Magugu,JOSHUA,Non-Government,S.3759,0,0,0,0,0,0,6,7,9,8,6,2,6,3,9,11,4,7,0,3,40,41
Manyara,Babati,Magugu,MAGUGU,Government,S.1524,0,0,18,28,104,128,91,83,84,96,107,116,94,133,20,34,0,0,0,0,518,618
Manyara,Babati,Magugu,MATUFA,Government,S.5120,0,0,0,0,11,14,41,52,52,73,58,55,14,12,5,1,2,1,0,0,183,208
Manyara,Babati,Mamire,MAMIRE,Government,S.965,0,0,0,0,0,0,23,41,26,35,45,82,42,112,47,47,24,10,7,5,214,332
Manyara,Babati,Mwada,MBUGWE,Government,S.462,0,0,0,0,4,10,45,47,62,67,86,111,113,88,96,28,85,5,56,0,547,356
Manyara,Babati,Nar,BASHNET,Government,S.703,0,0,0,0,0,0,20,20,29,62,18,15,46,50,26,71,36,40,0,0,175,258
Manyara,Babati,Nar,ENDAMANANG,Government,S.4233,0,0,0,0,0,1,2,3,10,19,15,21,20,38,25,20,6,3,2,0,80,105
Manyara,Babati,Nar,NAR,Government,S.4232,0,0,0,0,0,0,1,3,9,13,13,18,13,26,12,27,12,2,2,0,62,89
Manyara,Babati,Nkaiti,NKAITI,Government,S.2819,0,0,10,15,36,48,59,65,71,85,66,87,43,62,26,51,14,9,5,5,330,427
Manyara,Babati,Qameyu,QAMEYU,Government,S.1179,0,0,1,2,11,17,25,39,12,43,25,47,26,66,22,37,3,6,1,0,126,257
Manyara,Babati,Qash,QASH,Government,S.2486,0,0,0,0,0,0,31,53,84,112,67,60,26,55,22,12,0,0,0,0,230,292
Manyara,Babati,Riroda,CHIEF DODO,Government,S.801,0,0,1,2,45,32,51,73,70,88,40,50,60,59,41,33,22,36,5,2,335,375
Manyara,Babati,Riroda,RIRODA ISLAMIC CENTER,Non-Government,S.5249,0,0,0,0,0,4,3,12,8,5,2,1,0,1,0,0,0,0,0,0,13,23
Manyara,Babati,Secheda,UFANA,Government,S.766,0,0,0,0,0,0,1,3,12,30,30,60,48,65,39,45,17,8,2,0,149,211
Manyara,Babati,Ufana,NDEKI,Government,S.2557,0,0,0,0,8,21,10,16,1,10,11,15,17,21,11,16,8,10,0,2,66,111
Manyara,Babati TC,Babati,HANGONI,Government,S.5122,0,0,10,10,19,27,25,64,18,40,12,20,2,0,0,0,0,0,0,0,86,161
Manyara,Babati TC,Babati,KWARAA,Government,S.2817,0,0,1,1,30,35,66,65,69,83,97,98,34,63,4,19,3,2,0,0,304,366
Manyara,Babati TC,Babati,RIFTY VALLEY BABATI,Non-Government,S.4470,0,0,0,0,5,3,2,0,5,9,6,3,16,10,7,4,0,0,0,0,41,29
Manyara,Babati TC,Bagara,ALDERSGATE,Non-Government,S.941,0,0,3,3,26,5,12,26,50,54,58,84,60,69,46,26,60,26,17,11,332,304
Manyara,Babati TC,Bagara,BABATI DAY,Government,S.767,6,3,60,81,80,110,100,140,86,105,16,78,0,40,0,15,0,5,0,1,348,578
Manyara,Babati TC,Bagara,BAGARA,Government,S.3654,0,0,0,0,17,30,40,60,41,43,30,43,51,60,51,55,19,9,5,0,254,300
Manyara,Babati TC,Bagara,KOMOTO,Government,S.4301,0,0,0,0,28,34,83,77,73,120,78,135,67,88,27,18,8,2,0,0,364,474
Manyara,Babati TC,Bagara,LAKE BABATI,Non-Government,S.2388,0,0,3,5,8,1,4,6,5,7,12,6,4,3,2,0,0,0,0,0,38,28
Manyara,Babati TC,Bagara,NAKWA,Government,S.5021,0,0,3,3,6,9,26,35,47,66,42,52,38,34,4,2,1,2,0,1,167,204
Manyara,Babati TC,Bonga,BONGA,Government,S.1525,0,0,0,0,10,16,56,70,68,92,61,91,63,72,35,32,13,11,0,0,306,384
Manyara,Babati TC,Bonga,HAYATUL ISLAMIYA,Non-Government,S.4563,0,0,0,0,6,8,21,60,30,43,35,53,43,60,35,43,37,33,57,17,264,317
Manyara,Babati TC,Maisaka,KWAANG'W,Government,S.2818,0,0,0,0,10,18,38,51,45,58,12,33,22,35,12,13,0,0,0,0,139,208
Manyara,Babati TC,Mutuka,MUTUKA,Government,S.3718,0,0,0,0,2,1,8,16,16,24,31,49,17,21,16,10,3,4,0,0,93,125
Manyara,Babati TC,Nangara,NANGARA,Government,S.3655,0,0,0,0,2,4,27,38,33,58,38,51,27,51,35,20,9,16,6,3,177,241
Manyara,Babati TC,Nangara,SINGE,Non-Government,S.136,0,0,7,9,14,3,28,18,17,18,34,24,40,35,30,11,29,12,48,37,247,167
Manyara,Babati TC,Sigino,SIGINO,Government,S.2816,0,0,2,10,7,10,16,40,8,20,19,43,32,18,10,19,9,8,0,0,103,168
Manyara,Babati TC,Singe,ELON,Non-Government,S.4193,0,0,0,0,0,0,15,8,28,18,20,21,16,13,14,10,7,0,4,0,104,70
Manyara,Babati TC,Singe,FREDRICK TLUWAY SUMAYE,Government,S.1844,0,0,0,0,2,4,16,25,58,58,47,91,37,67,22,58,5,4,0,0,187,307
Manyara,Hanang,Balangdalalu,BALANGDALALU,Government,S.399,0,0,0,1,15,18,51,56,39,38,52,36,44,53,32,25,23,9,21,3,277,239
Manyara,Hanang,Balangdalalu,CHIEF GEJARU,Government,S.2828,0,0,0,0,2,8,18,15,65,64,71,111,81,89,68,108,51,40,25,8,381,443
Manyara,Hanang,Bassodesh,BASSODESH,Government,S.2485,0,0,5,2,7,10,20,33,2,12,15,20,32,47,34,31,21,23,18,5,154,183
Manyara,Hanang,Bassotu,BASSOTU,Government,S.1668,0,0,2,3,16,22,25,25,72,79,64,77,82,81,50,36,8,8,2,1,321,332
Manyara,Hanang,Dirma,DIRMA,Government,S.2833,0,0,0,0,0,0,30,35,25,10,25,53,29,29,12,17,12,5,10,3,143,152
Manyara,Hanang,Dumbeta,BAMA,Non-Government,S.4396,0,0,2,0,4,9,17,28,32,40,26,29,21,24,9,9,3,4,0,1,114,144
Manyara,Hanang,Dumbeta,DUMBETA,Government,S.4230,0,0,0,0,0,3,3,24,27,39,33,29,31,22,37,24,11,13,8,5,150,159
Manyara,Hanang,Endagaw,ENDAGAW,Government,S.2830,0,0,0,0,0,4,19,39,36,49,45,39,17,28,21,9,3,0,0,0,141,168
Manyara,Hanang,Endasiwold,CHIEF GIDOBAT,Government,S.4096,1,1,14,6,25,23,20,24,28,37,11,21,12,10,5,6,0,2,0,0,116,130
Manyara,Hanang,Endasiwold,ENDASAK,Government,S.474,2,2,4,11,34,80,62,102,50,63,53,66,24,16,23,18,11,7,5,4,268,369
Manyara,Hanang,Ganana,GANANA,Government,S.2827,0,0,0,0,8,15,42,73,65,57,42,58,44,40,41,22,8,11,3,0,253,276
Manyara,Hanang,Garawja,GARAWJA,Government,S.5423,0,0,0,0,0,0,1,2,4,8,16,2,5,5,3,1,1,0,1,0,31,18
Manyara,Hanang,Gehandu,MWAHU,Government,S.3653,0,0,0,0,0,0,18,15,33,30,26,26,25,31,35,29,12,10,11,3,160,144
Manyara,Hanang,Gendabi,SUMAYE,Government,S.1670,0,0,0,2,3,2,13,28,32,76,50,70,48,67,37,43,22,41,13,8,218,337
Manyara,Hanang,Getanuwas,GETANUWAS,Government,S.2182,0,0,9,4,12,11,33,81,3,17,15,26,22,41,31,31,19,23,13,5,157,239
Manyara,Hanang,Gidahababieg,GIDAHABABIEG,Government,S.2829,0,0,0,0,0,0,1,3,26,23,21,34,15,29,8,11,0,1,0,0,71,101
Manyara,Hanang,Gisambalang,GISAMBALANG,Government,S.2016,0,0,0,0,0,0,10,14,44,40,22,28,29,32,23,20,4,0,0,0,132,134
Manyara,Hanang,Gitting,BARJOMOT,Government,S.5340,0,0,0,0,10,20,13,27,8,8,4,6,3,3,2,1,0,0,0,0,40,65
Manyara,Hanang,Gitting,GITTING,Government,S.848,0,0,0,0,4,6,10,24,36,64,26,45,22,33,8,13,1,4,3,2,110,191
Manyara,Hanang,Gitting,JOROJICK,Government,S.2826,0,0,0,0,0,0,9,22,27,45,19,36,11,19,12,28,11,9,3,1,92,160
Manyara,Hanang,Hidet,MARY NAGU,Government,S.2012,0,0,0,0,0,0,15,28,43,60,52,84,36,49,5,10,1,2,0,0,152,233
Manyara,Hanang,Hirbadaw,HIRBADAW,Government,S.2180,0,0,0,0,1,1,9,22,29,51,38,49,44,35,25,21,8,9,4,5,158,193
Manyara,Hanang,Katesh,KATESH,Government,S.1023,0,0,0,0,18,25,70,82,98,98,73,83,49,62,21,25,0,0,0,0,329,375
Manyara,Hanang,Laghanga,LAGHANGA,Government,S.2289,0,0,0,0,0,1,1,7,4,17,14,15,9,10,10,18,4,5,2,2,44,75
Manyara,Hanang,Laghanga,UDANG'U,Government,S.4575,0,0,0,0,0,1,4,6,12,25,15,29,13,28,14,22,13,4,5,3,76,118
Manyara,Hanang,Masakta,MASAKTA,Government,S.2013,0,0,0,0,2,5,20,49,27,69,36,39,27,34,10,6,5,2,0,0,127,204
Manyara,Hanang,Masqaroda,MASQARODA,Government,S.2832,0,0,0,0,1,1,6,9,24,22,31,55,26,30,11,9,2,3,0,0,101,129
Manyara,Hanang,Measkron,MEASKRON,Government,S.1669,0,0,0,0,1,1,30,63,59,94,65,99,53,60,41,46,18,30,4,15,271,408
Manyara,Hanang,Mogitu,DANIEL NOUD,Government,S.214,0,0,3,3,4,3,18,42,4,5,13,16,15,32,25,15,11,21,6,7,99,144
Manyara,Hanang,Mogitu,GABADAW,Government,S.4231,0,0,0,0,0,0,1,1,12,14,17,20,10,20,23,33,14,9,1,2,78,99
Manyara,Hanang,Mulbadaw,MULBADAW,Government,S.847,0,0,0,0,1,3,12,14,26,31,41,49,47,52,47,47,26,29,20,14,220,239
Manyara,Hanang,Nangwa,HANANG,Government,S.2017,0,0,0,0,42,70,50,88,29,71,31,67,14,17,4,1,4,2,0,0,174,316
Manyara,Hanang,Nangwa,NANGWA,Government,S.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,93,0,397,0,500
Manyara,Hanang,Simbay,SIMBAY,Government,S.2831,0,0,0,0,1,0,0,13,8,31,33,42,20,37,15,22,9,6,8,2,94,153
Manyara,Hanang,Sirop,SIROP,Government,S.2834,0,0,0,0,0,0,2,3,7,9,9,13,19,22,16,13,9,3,5,0,67,63
Manyara,Hanang,Wareta,WARETA,Government,S.2015,0,0,0,0,0,5,4,18,9,17,12,31,16,10,14,25,13,8,4,2,72,116
Manyara,Kiteto,Bwagamoyo,KITETO,Government,S.475,0,0,0,0,8,21,37,51,69,82,50,90,38,51,44,39,53,75,158,109,457,518
Manyara,Kiteto,Bwawani,MATUI,Government,S.3711,0,0,0,0,0,0,120,133,101,120,84,123,46,86,10,9,2,2,1,0,364,473
Manyara,Kiteto,Chapakazi,ECO,Government,S.4648,6,6,12,12,41,59,0,0,11,15,24,39,31,63,50,59,27,14,8,8,210,275
Manyara,Kiteto,Dongo,DONGO,Government,S.2823,0,0,0,0,1,3,13,31,17,25,27,35,17,29,14,15,8,2,1,0,98,140
Manyara,Kiteto,Dosidosi,DOSIDOSI,Government,S.3712,0,0,0,0,2,8,24,31,40,30,28,43,20,19,5,3,2,0,0,0,121,134
Manyara,Kiteto,Engusero,ENGUSERO,Government,S.1030,0,0,0,0,18,14,40,43,43,62,98,128,91,119,46,45,70,54,61,38,467,503
Manyara,Kiteto,Kaloleni,BWAKALO,Government,S.4404,0,0,0,0,5,9,34,43,59,103,97,94,69,76,27,26,12,4,0,1,303,356
Manyara,Kiteto,Kibaya,KIBAYA,Government,S.4647,0,0,0,0,4,5,27,37,45,31,43,30,69,68,31,23,10,8,6,3,235,205
Manyara,Kiteto,Kibaya,MTETEMELA,Non-Government,S.4543,0,0,0,0,0,0,3,5,5,2,6,7,13,10,3,7,3,0,4,1,37,32
Manyara,Kiteto,Kijungu,KIJUNGU,Government,S.4372,0,0,0,2,4,7,19,23,21,31,23,34,21,13,12,11,7,3,2,0,109,124
Manyara,Kiteto,Lengatei,LESOIT,Government,S.4106,0,0,1,0,5,8,20,31,55,63,111,129,59,36,49,39,19,2,0,0,319,308
Manyara,Kiteto,Magungu,MAGUNGU,Government,S.4371,0,0,0,0,0,0,19,12,34,32,34,30,41,36,13,11,6,0,0,0,147,121
Manyara,Kiteto,Ndedo,NDEDO,Government,S.2824,0,0,0,0,5,2,25,29,96,54,99,63,59,70,62,26,6,3,6,0,358,247
Manyara,Kiteto,Njoro,NJORO,Government,S.4105,0,0,18,15,59,64,68,83,34,65,53,61,32,37,7,7,2,1,0,0,273,333
Manyara,Kiteto,Olboloti,KIPERESA,Government,S.4104,0,0,4,1,3,2,24,34,4,22,14,20,30,33,13,14,3,3,0,0,95,129
Manyara,Kiteto,Partimbo,PARTIMBO,Government,S.5029,0,0,0,0,2,1,17,30,26,50,38,45,55,66,38,13,12,15,10,0,198,220
