Region,Council,Ward,School,Reg.No.,NECTA Exam Centre No.,School Ownership,Latitude,Longitude,Form 1-M,Form 1-F,Form 2-M,Form 2-F,Form 3-M,Form 3-F,Form 4-M,Form 4-F,Form 5-M,Form 5-F,Form 6-M,Form 6-F,M-Total,F-Total,Total Teachers-Male,Total Teachers-Female,Qualified Teachers-Male,Qualified Teachers-Female,PTR,PQTR,Regist. Cand. 2021,Clean Cand. 2021,Passed Cand. (I to IV) 2021,Average GPA 2021,Band of School 2021,Band of School 2020,Rank of School 2021,Rank of School 2020,Number of Candidates
Dodoma,Chamwino,Msanga,MSANGA,S.3618,S4912,Government,-6.0324422,36.0338406,86,93,45,69,55,77,44,45,0,0,0,0,230,284,22,19,22,19,13,13,78,76,75,3.7665,6,6,1731,1233,40 and More
Dodoma,Chamwino,Muungano,DR. JOHN SAMWEL MALECELA,S.3748,S4915,Government,-6.3439813,35.9083621,48,86,25,42,26,43,30,42,0,0,0,0,129,213,9,4,9,4,26,26,68,65,58,3.8824,6,6,2252,2016,40 and More
Dodoma,Chamwino,Mvumi makulu,MVUMI MAKULU,S.1495,S1791,Government,-6.3428726,35.8601276,74,93,65,64,67,71,54,79,0,0,0,0,260,307,13,6,13,6,30,30,81,79,72,3.8093,6,7,1920,2853,40 and More
Dodoma,Chamwino,Mvumi misheni,MVUMI,S.681,S0804,Non-Government,-6.3905624,35.8990749,41,51,49,45,56,48,67,45,15,8,25,8,253,205,29,5,29,5,13,13,96,96,96,2.5845,4,4,353,472,40 and More
Dodoma,Chamwino,Mvumi misheni,MVUMI MISSION,S.2448,S2448,Government,-6.3914742,35.9025904,132,114,77,74,69,101,83,114,0,50,0,0,361,453,15,15,15,15,27,27,169,165,137,4.0723,7,7,3114,3466,40 and More
Dodoma,Chamwino,Nghaheleze,IGANDU,S.4639,S5335,Government,-6.3760118,36.3760108,49,37,21,33,32,36,21,25,0,0,0,0,123,131,7,4,7,4,23,23,64,60,59,3.6066,6,6,1196,2027,40 and More
Dodoma,Chamwino,Segala,SEGALA,S.2447,S2447,Government,-5.5705812,36.1663501,122,118,63,62,49,53,61,39,0,0,0,0,295,272,12,2,12,2,41,41,61,61,56,3.8216,6,6,1970,1306,40 and More
Geita,Chato,Bukome,BUZIRAYOMBO,S.1896,S1863,Government,-2.7852852,31.7793058,157,167,109,75,76,80,91,68,0,0,0,0,433,390,15,3,15,3,46,46,141,136,114,3.8928,6,6,2300,2569,40 and More
Geita,Chato,Buseresere,BUSERESERE,S.873,S1153,Government,-3.010996667,31.9297,327,367,239,296,196,172,169,140,96,0,0,0,1027,975,36,21,36,21,35,35,357,356,261,4.0472,7,7,3002,2879,40 and More
Geita,Chato,Buseresere,MAGS,S.5108,S5721,Non-Government,-3.0097617,31.898533,4,3,13,15,8,19,5,4,0,0,0,0,30,41,9,2,9,2,6,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Geita,Chato,Buseresere,MURANDA-CHATO,S.5394,S6092,Government,-2.9812971,31.9133274,127,85,168,165,55,39,52,36,0,0,0,0,402,325,11,1,11,1,61,61,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Geita,Chato,Butengo rumasa,BUTENGORUMASA,S.4038,S4424,Government,-3.0190533,31.8876888,171,173,94,80,82,48,63,44,0,0,0,0,410,345,22,2,22,2,31,31,110,103,85,3.9978,6,6,2780,2571,40 and More
Geita,Chato,Buziku,SUMAYE-BUZIKU,S.954,S1152,Government,-2.9673916,31.6520899,206,157,156,142,113,80,90,85,0,0,0,0,565,464,16,5,16,5,49,49,187,185,142,4.0084,7,6,2829,1337,40 and More
Geita,Chato,Bwanga,BWANGA,S.3019,S3256,Government,-3.0279633,31.7593549,210,164,228,179,149,134,144,139,0,0,0,0,731,616,25,8,25,8,41,41,352,347,318,3.8591,6,6,2133,1319,40 and More
Geita,Chato,Bwanga,MAGUFULI,S.4289,S4605,Government,-3.03306979,31.7526175,0,0,0,0,0,0,0,0,202,0,172,0,374,0,19,7,19,7,14,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Geita,Chato,Bwanga,NYARUTUTU,S.5618,S6324,Government,-3.155,31.45,96,172,0,0,0,0,0,0,0,0,0,0,96,172,7,5,7,4,22,24,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Geita,Chato,Bwera,BWERA,S.3020,S3257,Government,-2.9706116,31.7292783,110,100,89,95,84,54,42,51,0,0,0,0,325,300,15,2,15,2,37,37,93,90,71,3.8939,6,6,2305,1457,40 and More
Geita,Chato,Bwina,BWINA,S.4291,S4382,Government,-2.6352515,31.7779785,105,103,43,44,50,45,54,62,71,0,69,0,392,254,16,2,16,2,36,36,83,83,74,3.9774,6,7,2690,3112,40 and More
Geita,Chato,Bwina,JANETH MAGUFULI GIRLS,S.5811,S6494,Government,-2.6405853,31.7869333,0,50,0,0,0,0,0,0,0,204,0,0,0,254,2,4,2,4,42,42,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Geita,Chato,Bwina,MBUYE,S.5568,S6323,Government,-2.636605,31.7860283,161,155,99,80,0,0,0,0,0,0,0,0,260,235,7,2,7,2,55,55,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Geita,Chato,Bwongera,BWONGERA,S.3772,S4027,Government,-2.3689931,31.701938,136,117,121,123,86,47,74,49,0,0,0,0,417,336,14,3,14,3,44,44,125,122,73,4.1835,7,7,3517,3068,40 and More
Geita,Chato,Bwongera,DR.KALEMANI,S.5769,S6475,Government,-2.3628467,31.7156267,66,56,0,0,0,0,0,0,0,0,0,0,66,56,7,0,7,0,17,17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Geita,Chato,Chato,CHATO,S.473,S0686,Government,-2.6349233,31.7716899,203,211,230,241,202,216,171,120,191,0,182,0,1179,788,49,20,49,20,29,29,335,330,324,3.6399,6,6,1292,1209,40 and More
Geita,Chato,Chato,EMAU GIRLS,S.4884,S5388,Non-Government,-2.632781,31.729337,23,21,23,23,18,30,9,21,0,0,0,0,73,95,9,2,8,2,15,17,23,23,23,2.6622,4,4,124,129,Less than 40
Geita,Chato,Ichwankima,ICHWANKIMA,S.3022,S3259,Government,-2.5856383,31.59468,112,78,65,55,43,38,39,29,0,0,0,0,259,200,13,1,13,1,33,33,70,70,69,3.5104,6,6,976,1005,40 and More
Geita,Chato,Ilemela,ILEMELA,S.2108,S2241,Government,-2.6254981,31.6489096,66,80,46,59,40,31,38,37,0,37,0,0,190,244,16,2,16,2,24,24,72,70,58,4.1974,7,7,3568,3630,40 and More
Geita,Chato,Ilemela,MATOGOLO,S.5739,S6448,Government,-2.61991,31.68993,33,31,0,0,0,0,0,0,0,0,0,0,33,31,6,0,6,0,11,11,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Geita,Chato,Ilyamchele,ILYAMCHELE,S.4931,S5465,Government,-2.6747104,31.6228278,63,51,35,32,31,20,30,21,0,0,0,0,159,124,7,3,7,3,28,28,45,45,43,3.6543,6,5,1338,253,40 and More
Geita,Chato,Iparamasa,IPARAMASA,S.3487,S2697,Government,-3.160303333,31.880266,159,159,131,131,62,62,53,63,0,0,0,0,405,415,17,1,17,1,46,46,110,105,98,3.7343,6,6,1618,1563,40 and More
Geita,Chato,Iparamasa,MNEKEZI,S.3773,S4336,Government,-3.34153449,31.5275665,114,68,32,30,42,21,27,18,0,0,0,0,215,137,8,1,8,1,39,39,63,61,55,3.9567,6,6,2606,490,40 and More
Geita,Chato,kachwamba,BUHINGO CHATO,S.4571,S5210,Government,-2.6521817,31.5824967,68,68,55,69,38,40,32,48,0,0,0,0,193,225,10,2,9,2,35,38,67,66,60,3.8182,6,6,1956,2433,40 and More
Geita,Chato,Kasenga,KACHWAMBA,S.3023,S3260,Government,-2.6730166,31.5205866,168,115,83,61,59,42,43,39,0,0,0,0,353,257,9,4,9,4,47,47,113,107,98,3.8898,6,6,2287,2530,40 and More
Geita,Chato,Kasenga,KASENGA,S.5738,S6447,Government,-2.643865,31.454769,25,25,0,0,0,0,0,0,0,0,0,0,25,25,4,1,4,1,10,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Geita,Chato,Katende,KATENDE,S.1129,S1703,Government,-2.6812594,31.7086131,59,65,47,39,40,19,20,26,0,0,0,0,166,149,11,3,11,3,23,23,29,28,21,4.1432,7,6,762,529,Less than 40
Geita,Chato,Kigongo,KIGONGO,S.3021,S3258,Government,-2.4786511,31.7269453,158,151,114,114,98,64,83,65,0,0,0,0,453,394,18,5,16,5,37,40,267,259,234,3.8974,6,6,2317,1270,40 and More
Geita,Chato,Kigongo,NYISANZI,S.5740,S6566,Government,-2.44411,31.72724,89,87,0,0,0,0,0,0,0,0,0,0,89,87,4,1,4,1,35,35,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Geita,Chato,Kigongo,RUBONDO,S.5227,S5974,Government,-2.4413283,31.7812883,140,126,115,103,134,97,65,45,0,0,0,0,454,371,14,2,14,2,52,52,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Geita,Chato,Makurugusi,KIBUMBA,S.5748,S6456,Government,-2.869004,31.852055,69,79,0,0,0,0,0,0,0,0,0,0,69,79,6,1,6,1,21,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Geita,Chato,Makurugusi,MAKURUGUSI,S.2107,S2240,Government,-2.90629,31.784823,244,196,130,116,113,82,72,61,0,0,0,0,559,455,12,1,12,1,78,78,118,118,106,3.9102,6,6,2385,2457,40 and More
Geita,Chato,Makurugusi,SEMAZINA,S.5746,S6454,Government,-2.920307,31.7387,50,70,0,0,0,0,0,0,0,0,0,0,50,70,5,1,4,1,20,24,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Geita,Chato,Minkoto,MINKOTO,S.5396,S6052,Government,-3.026964,31.803922,133,133,72,58,49,42,0,0,0,0,0,0,254,233,8,3,8,3,44,44,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Geita,Chato,Minkoto,MUJUMUZI,S.4981,S5547,Non-Government,-3.021852,31.828822,17,17,15,12,3,12,17,19,0,0,0,0,52,60,4,3,4,3,16,16,50,50,50,2.5311,4,4,329,116,40 and More
Geita,Chato,Muganza,NYABUGERA,S.5395,S6051,Government,-2.356963,31.742883,212,214,200,195,0,0,0,0,0,0,0,0,412,409,13,2,11,2,55,63,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Geita,Chato,Muganza,ZAKIA MEGHJI,S.1128,S1353,Government,-2.3825016,31.73045,193,208,153,147,230,231,218,203,0,57,0,57,794,903,34,13,34,13,36,36,426,419,412,3.6916,6,5,1455,790,40 and More
Geita,Chato,Muungano,EMAU BOYS,S.5016,S5603,Non-Government,-2.3954615,31.4564523,30,28,29,38,39,32,23,20,0,0,0,0,121,118,12,3,12,3,16,16,19,19,19,2.5993,4,4,113,85,Less than 40
Geita,Chato,Muungano,ITALE,S.5808,S6582,Government,-2.676008,31.742036,25,25,0,0,0,0,0,0,0,0,0,0,25,25,2,1,2,1,17,17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Geita,Chato,Muungano,JIKOMBOE,S.4290,S4535,Government,-2.6427966,31.752575,0,0,0,0,0,0,0,0,0,147,0,179,0,326,8,6,8,6,23,23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Geita,Chato,Muungano,MUUNGANO BOYS,S.5810,S6495,Government,-2.637048,31.762064,50,0,0,0,0,0,0,0,0,0,0,0,50,0,5,1,5,1,8,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Geita,Chato,Muungano,PARADISE,S.5106,S5722,Non-Government,-2.625075,31.7467017,16,14,18,20,29,23,22,30,0,0,0,0,85,87,8,2,8,2,17,17,31,31,30,3.2168,5,4,285,159,Less than 40
Geita,Chato,Muungano,RUBAMBANGWE,S.5566,S6265,Government,-2.609458,31.734475,85,67,63,60,0,0,0,0,0,0,0,0,148,127,8,3,8,3,25,25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Geita,Chato,Muungano,WEMA,S.3530,S2699,Government,-2.6497983,31.7492199,115,109,111,98,120,91,106,110,0,0,0,0,452,408,16,11,16,11,32,32,224,218,207,3.6941,6,6,1462,1083,40 and More
Geita,Chato,Nyamirembe,NYAMBITI,S.5742,S6450,Government,-2.5423212,31.6839993,44,43,0,0,0,0,0,0,0,0,0,0,44,43,4,1,4,1,17,17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Geita,Chato,Nyamirembe,NYAMIREMBE,S.831,S1054,Government,-1.5283962,31.7054232,200,189,155,167,110,122,133,75,0,0,0,0,598,553,9,7,9,7,72,72,186,183,141,4.0096,7,6,2835,1349,40 and More
Geita,Chato,Nyarutembo,KANYINDO,S.5747,S6455,Government,-2.95482,31.53548,25,25,0,0,0,0,0,0,0,0,0,0,25,25,5,2,5,2,7,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Geita,Chato,Nyarutembo,NYARUTEMBO,S.3488,S2698,Government,-2.926425,31.596312,168,126,91,85,99,70,66,38,0,0,0,0,424,319,28,4,28,4,23,23,96,94,76,4.0717,7,6,3112,1779,40 and More
Dodoma,Chemba,Chandama,CHANDAMA,S.3627,S4385,Government,-5.14781253,36.16380307,52,70,33,54,22,35,29,31,0,0,0,0,136,190,10,3,10,3,25,25,54,53,47,3.8452,6,7,2074,3631,40 and More
Dodoma,Chemba,Chemba,CHEMBA,S.3378,S2727,Government,-5.3124951,35.889266,126,112,35,49,25,54,26,26,0,0,0,0,212,241,11,3,11,3,32,32,82,80,64,4.2205,7,7,3635,3013,40 and More
Dodoma,Chemba,Dalai,DALAI,S.2463,S2489,Government,-4.9898578,39.9816709,78,94,46,94,66,120,33,52,0,0,0,0,223,360,13,2,13,2,39,39,115,115,115,3.9035,6,6,2351,1934,40 and More
Dodoma,Chemba,Farkwa,FARKWA,S.1460,S3586,Government,-5.24,35.36,40,53,36,50,19,43,15,39,0,0,0,0,110,185,10,5,10,5,20,20,49,48,44,4.0062,7,6,2821,2166,40 and More
Dodoma,Chemba,Goima,GOIMA,S.2452,S2481,Government,-5.5482634,36.0492528,61,67,27,44,16,33,7,20,0,0,0,0,111,164,9,3,9,3,23,23,44,41,29,4.3653,8,8,3953,945,40 and More
Dodoma,Chemba,Gwandi,GWANDI,S.4010,S4215,Government,-5.2153487,35.8809223,31,44,26,24,11,13,13,15,0,0,0,0,81,96,10,2,10,2,15,15,21,20,19,3.675,6,8,485,908,Less than 40
Dodoma,Chemba,Jangalo,ITOLWA,S.3628,S4378,Government,-5.0211587,36.2398271,54,164,47,97,29,57,26,45,0,0,0,0,156,363,20,2,20,2,24,24,110,106,91,4.1355,7,8,3380,3838,40 and More
Dodoma,Chemba,Jangalo,JANGALO,S.1976,S2131,Government,-5.0455272,36.221281,45,67,37,69,23,45,32,48,0,0,0,0,137,229,8,2,8,2,37,37,82,76,73,3.9222,6,7,2435,3340,40 and More
Dodoma,Chemba,Kimaha,KIMAHA,S.3626,S4188,Government,-5.2,36.1526622,79,76,48,67,37,42,29,22,0,0,0,0,193,207,11,2,11,2,31,31,65,58,49,4.0205,7,7,2890,2748,40 and More
Dodoma,Chemba,Kwamtoro,KWAMTORO,S.2451,S2480,Government,-5.20473,35.4361155,85,102,49,55,27,42,17,28,0,0,0,0,178,227,8,6,8,6,29,29,81,77,43,4.5386,9,8,4090,3727,40 and More
Dodoma,Chemba,Lalta,LALTA,S.4008,S4387,Government,-5.2129624,35.4156915,76,86,61,59,55,55,26,26,0,0,0,0,218,226,6,5,6,5,40,40,99,97,67,4.2637,7,7,3753,2975,40 and More
Dodoma,Chemba,Makorongo,MAKORONGO,S.3438,S3448,Government,-5.5380383,35.6404966,40,49,25,34,14,38,14,8,0,0,0,0,93,129,7,1,7,1,28,28,35,33,32,3.6751,6,6,486,551,Less than 40
Dodoma,Chemba,Mondo,AYA,S.869,S1037,Non-Government,-4.9640128,35.8909674,21,26,32,26,25,21,20,21,0,0,0,0,98,94,8,4,8,4,16,16,34,34,34,2.4695,3,4,85,335,Less than 40
Dodoma,Chemba,Mondo,MONDO,S.513,S0799,Government,-5.24401096,35.88979923,115,131,78,91,49,113,40,91,0,52,0,38,282,516,16,5,16,5,38,38,178,165,139,4.134,7,7,3372,2665,40 and More
Dodoma,Chemba,Mpendo,MPENDO,S.4012,S4389,Government,-6,36,20,28,14,11,14,11,7,6,0,0,0,0,55,56,8,1,8,1,12,12,16,15,12,4.0595,7,7,722,800,Less than 40
Dodoma,Chemba,Mrijo,MRIJO,S.1461,S1779,Government,-5.021183549,36.36195666,138,223,122,165,64,104,67,87,0,0,0,0,391,579,15,5,15,5,49,49,143,135,96,4.2984,7,7,3841,3490,40 and More
Dodoma,Chemba,Msaada,MSAADA,S.3625,S4391,Government,-5.4815171,36.3900971,45,52,39,31,27,40,23,23,0,0,0,0,134,146,8,1,8,1,31,31,55,54,44,4.1794,7,7,3504,2578,40 and More
Dodoma,Chemba,Ovada,MSAKWALO,S.1462,S2006,Government,-5.103172224,35.15568872,61,106,30,66,29,57,20,49,76,0,76,0,292,278,13,2,13,2,38,38,67,67,66,3.7494,6,6,1669,2531,40 and More
Dodoma,Chemba,Paranga,KELEMA BALAI,S.3380,S2729,Government,-5.0888706,35.8106163,39,75,35,47,30,55,13,32,0,0,0,0,117,209,10,2,10,2,27,27,53,52,47,3.9603,6,7,2618,3553,40 and More
Dodoma,Chemba,Paranga,PARANGA,S.3379,S2728,Government,-5.1358167,35.8385283,42,67,28,32,12,39,10,23,0,0,0,0,92,161,6,4,6,4,25,25,42,42,25,4.3863,8,8,3973,911,40 and More
Dodoma,Chemba,Sanzawa,SANZAWA,S.4011,S4390,Government,-5.3753333,35.3193333,50,50,14,31,14,28,3,19,0,0,0,0,81,128,9,0,9,0,23,23,29,29,26,3.9892,6,7,679,794,Less than 40
Dodoma,Chemba,Songolo,SONGOLO,S.1979,S2133,Government,-5.11362976,36.05746381,39,78,27,40,16,48,14,32,0,0,0,0,96,198,8,2,8,2,29,29,55,54,44,3.9859,6,7,2735,2747,40 and More
Dodoma,Chemba,Soya,SOYA,S.926,S1139,Government,-5.221883,36.1455617,82,129,64,99,48,80,66,83,87,0,51,0,398,391,18,1,18,1,42,42,136,130,117,3.9432,6,7,2529,2812,40 and More
Mbeya,Chunya,Bwawani,KIPOKA,S.5378,S6035,Government,-8.41373,33.18166,94,97,62,106,24,20,0,0,0,0,0,0,180,223,7,4,7,4,37,37,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Mbeya,Chunya,Chalangwa,CHALANGWA,S.3480,S3189,Government,-8.6677371,33.5638803,86,116,54,94,40,85,49,96,0,0,0,0,229,391,14,6,14,6,31,31,173,169,149,4.0627,7,6,3072,1643,40 and More
Mbeya,Chunya,Chokaa,CHOKAA,S.3482,S3191,Government,-8.392025,33.418355,89,114,71,112,54,92,48,75,0,0,0,0,262,393,11,7,11,7,36,36,133,127,100,4.1776,7,6,3496,2017,40 and More
Mbeya,Chunya,Chokaa,HILL LAND,S.5077,S5698,Non-Government,-8.51795,33.42013,6,11,5,5,7,16,1,17,0,0,0,0,19,49,7,1,7,1,9,9,20,18,18,2.885,4,0,182,0,Less than 40
Mbeya,Chunya,Ifumbo,IFUMBO,S.3475,S3184,Government,-8.71466,33.27467,29,40,32,45,22,19,17,25,0,0,0,0,100,129,11,3,11,3,16,16,30,30,28,3.8452,6,6,579,525,Less than 40
Mbeya,Chunya,Itewe,ITEWE,S.3481,S3190,Government,-8.5215367,33.412505,80,93,57,60,56,42,50,51,0,0,0,0,243,246,15,9,15,9,20,20,78,77,67,3.8615,6,7,2147,2586,40 and More
Mbeya,Chunya,Lupa,LUPA,S.666,S0774,Government,-8.032858,33.277371,120,148,119,137,101,127,88,79,88,102,122,86,638,679,22,5,22,5,49,49,133,126,124,3.7472,6,6,1665,1518,40 and More
Mbeya,Chunya,Mamba,MTANDE,S.3478,S3187,Government,-8.1111064,33.2514826,92,99,72,82,41,64,44,61,0,0,0,0,249,306,15,4,15,4,29,29,120,115,93,3.9262,6,6,2451,1815,40 and More
Mbeya,Chunya,Matundasi,MAKALLA,S.5052,S5648,Government,-8.456218,33.263418,85,59,43,58,31,32,39,46,0,0,0,0,198,195,8,6,8,6,28,28,51,48,32,4.2833,7,0,3812,0,40 and More
Mbeya,Chunya,Matwiga,ISANGAWANA,S.2087,S1938,Government,-7.8361684,33.3519463,116,129,80,108,47,54,47,68,0,0,0,0,290,359,8,4,8,4,54,54,115,108,76,4.2195,7,6,3631,2495,40 and More
Mbeya,Chunya,Mbugani,ISENYELA,S.3474,S3183,Government,-8.573347,33.446313,68,100,40,85,39,56,32,57,0,0,0,0,179,298,11,6,11,6,28,28,66,65,50,4.0296,7,6,2933,2003,40 and More
Mbeya,Chunya,Mbugani,KIWANJA,S.1247,S1584,Government,-8.5468574,33.4363565,171,135,139,123,110,62,54,55,142,177,202,130,818,682,26,15,26,15,37,37,74,73,73,2.837,4,4,444,302,40 and More
Mbeya,Chunya,Mkola,MAKONGOLOSI,S.1609,S1798,Government,-8.4055896,32.1659017,83,117,101,96,60,94,82,109,0,0,0,0,326,416,21,7,20,7,27,27,116,112,98,3.7792,6,6,1777,1939,40 and More
Mbeya,Chunya,Mtanila,MTANILA,S.4520,S5319,Government,-7.9406099,33.3141383,80,87,50,59,27,49,50,33,0,0,0,0,207,228,10,3,10,3,33,33,45,44,36,3.9699,6,6,2661,486,40 and More
Mbeya,Chunya,Sangambi,SANGAMBI,S.5379,S6015,Government,-8.6827745,33.578095,73,105,34,102,26,48,0,0,0,0,0,0,133,255,10,7,10,7,23,23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Dar es Salaam,Dar es Salaam CC,Bonyokwa,BONYOKWA,S.5405,S6058,Government,-6.8228551,39.1690467,193,205,170,146,140,130,0,0,0,0,0,0,503,481,3,12,3,12,66,66,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Dar es Salaam,Dar es Salaam CC,Buguruni,BUGURUNI MOTO,S.5407,S6060,Government,-6.49523,39.14315,350,323,305,325,111,99,203,191,0,0,0,0,969,938,8,12,8,12,95,95,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Dar es Salaam,Dar es Salaam CC,Buyuni,BUYUNI,S.2212,S1945,Government,-6.9548688,39.1015858,248,273,244,234,152,147,275,360,0,0,0,0,919,1014,9,24,9,24,59,59,366,338,243,4.1956,7,7,3558,3527,40 and More
Dar es Salaam,Dar es Salaam CC,Buyuni,BUYUNI ZAVALA,S.5409,S6059,Government,-6.94421,39.1191367,120,113,134,143,72,46,61,80,0,0,0,0,387,382,7,14,7,14,37,37,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Dar es Salaam,Dar es Salaam CC,Buyuni,GOLDEN,S.4454,S4986,Non-Government,-6.9629768,39.1273329,48,28,29,19,53,26,24,19,0,0,0,0,154,92,18,1,18,1,13,13,41,39,39,2.0679,3,3,146,35,40 and More
Dar es Salaam,Dar es Salaam CC,Buyuni,NYEBURU,S.3263,S2764,Government,-6.9681667,39.0808333,70,77,100,108,118,142,67,78,0,0,0,0,355,405,7,23,7,23,25,25,144,139,96,4.3573,8,7,3942,3623,40 and More
Dar es Salaam,Dar es Salaam CC,Chanika,NGUVU MPYA,S.3276,S2777,Government,-6.98256,39.0897,475,530,265,400,191,186,174,202,0,0,0,0,1105,1318,16,30,16,30,53,53,400,388,294,4.2661,7,8,3760,3836,40 and More
Dar es Salaam,Dar es Salaam CC,Gerezani,ALHARAMAIN,S.282,S0493,Non-Government,-6.8166722,39.2700556,72,73,32,13,29,16,29,42,25,16,19,19,206,179,22,3,22,3,15,15,32,31,31,2.7371,4,4,145,376,Less than 40
Dar es Salaam,Dar es Salaam CC,Gerezani,B.W.MKAPA,S.820,S0960,Government,-6.81656675,39.266667,87,40,176,111,154,100,132,102,206,200,263,158,1018,711,43,59,43,59,17,17,217,215,209,2.4589,3,4,285,467,40 and More
Dar es Salaam,Dar es Salaam CC,Gerezani,DAR ES SALAAM,S.846,S1045,Government,-6.8243675,39.2787423,73,59,94,78,78,63,92,72,0,0,0,0,337,272,7,34,7,34,15,15,138,138,138,2.3577,3,4,245,257,40 and More
Dar es Salaam,Dar es Salaam CC,Gerezani,GEREZANI,S.3266,S2767,Government,-6.824038,39.280253,164,164,186,186,233,205,101,82,0,0,0,0,684,637,11,20,11,20,43,43,294,292,193,4.1671,7,7,3465,3324,40 and More
Dar es Salaam,Dar es Salaam CC,Gerezani,MCHANGANYIKO,S.3271,S2772,Government,-6.43862,39.17972,113,122,268,264,268,229,196,196,0,0,0,0,845,811,15,23,15,23,44,44,236,234,180,4.1795,7,7,3506,3442,40 and More
Dar es Salaam,Dar es Salaam CC,Gongolamboto,GONGOLAMBOTO,S.4185,S4179,Non-Government,-6.874333,39.140377,3,5,12,14,0,7,12,16,0,0,0,0,27,42,6,0,6,0,12,12,39,22,18,4.0154,7,8,692,921,Less than 40
Dar es Salaam,Dar es Salaam CC,Gongolamboto,HIGHVIEW,S.4365,S4518,Non-Government,-6.8880486,39.1366584,25,33,50,35,62,35,54,52,0,0,0,0,191,155,15,9,15,9,14,14,119,119,112,3.4906,5,6,948,1078,40 and More
Dar es Salaam,Dar es Salaam CC,Gongolamboto,JUHUDI,S.1042,S1241,Government,-6.8953081,39.158757,456,472,326,342,247,221,212,258,93,118,110,94,1444,1505,28,59,28,59,34,34,655,655,610,3.5923,6,5,1164,549,40 and More
Dar es Salaam,Dar es Salaam CC,Gongolamboto,JUHUDI JESHINI,S.5226,S5821,Government,-6.8950767,39.15880147,261,383,302,291,208,201,226,210,0,0,0,0,997,1085,7,18,7,18,83,83,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Dar es Salaam,Dar es Salaam CC,Gongolamboto,LUA,S.3598,S3624,Non-Government,-6.513662,39.091635,1,7,10,6,8,11,19,23,0,0,0,0,38,47,8,4,8,4,7,7,34,17,14,3.5588,6,7,424,888,Less than 40
Dar es Salaam,Dar es Salaam CC,Gongolamboto,THOMAS,S.1343,S1388,Non-Government,-6.8805833,39.1577778,0,0,0,0,0,0,0,0,0,0,22,8,22,8,9,3,8,2,3,3,37,25,24,3.7875,6,6,544,430,Less than 40
Dar es Salaam,Dar es Salaam CC,Gongolamboto,ULONGONI,S.3267,S2768,Government,-6.8601667,39.1545278,380,374,334,474,256,336,205,213,0,0,0,0,1175,1397,12,29,12,29,63,63,474,469,377,3.8916,6,6,2296,1988,40 and More
Dar es Salaam,Dar es Salaam CC,Ilala,DAR ES SALAAM ISLAMIC SEMINARI (GIRLS),S.4384,S4592,Non-Government,-6.8303871,39.257348,0,155,0,143,0,178,0,44,0,0,0,0,0,520,5,8,4,6,40,52,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Dar es Salaam,Dar es Salaam CC,Ilala,ILALA ISLAMIC,S.2401,S2348,Non-Government,-6.8304194,39.2595203,141,0,136,0,156,0,45,0,59,0,10,22,547,22,26,11,26,11,15,15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Dar es Salaam,Dar es Salaam CC,Ilala,KASULU,S.5035,S5781,Government,-6.8295542,33.2581644,342,370,122,111,266,284,100,89,0,0,0,0,830,854,6,16,6,16,77,77,244,239,147,4.2618,7,0,3743,0,40 and More
