School  Code,School Name,Category,Type,County
1101103,MGHALU HIGH SCHOOL,County,Mixed,Taita Taveta
1101208, ST. AGATHA NGOLOKI SECONDARY SCHOOL,County,Girls,Taita Taveta
1115103,KAJIRE GIRLS SECONDARY SCHOOL,County,Girls,Taita Taveta
1115105,MWAKICHUCHU SECONDARY SCHOOL,County,Boys,Taita Taveta
1115203,MWAGHOGHO SECONDARY SCHOOL,County,Boys,Taita Taveta
2105106,KAYA TIWI SECONDARY SCHOOL,County,Mixed,Kwale
2105109,KWALE GIRLS HIGH SCHOOL,County,Girls,Kwale
2105113,MWANAMBEYU GIRLS HIGH SCHOOL,County,Girls,Kwale
2105502,LUKORE SECONDARY SCHOOL,County,Mixed,Kwale
2105503,KICHAKASIMBA GIRLS SECONDARY SCHOOL,County,Girls,Kwale
2105515,ROSE MWAKWERE GIRLS SECONDARY SCHOOL,County,Girls,Kwale
2109102,NDAVAYA SECONDARY SCHOOL,County,Mixed,Kwale
2109103,MOYENI SECONDARY  SCHOOL,County,Mixed,Kwale
2109106,TSUNZA SECONDARY SCHOOL,County,Mixed,Kwale
2109108,MWALUKOMBE GIRLS SECONDARY SCHOOL,County,Girls,Kwale
2110202,MIVUMONI SECONDARY SCHOOL,County,Mixed,Kwale
2110204,BABLA DIANI SECONDARY SCHOOL,County,Mixed,Kwale
2110213,GOMBATO SECONDARY SCHOOL,County,Mixed,Kwale
2110214,MWAMZANDI SECONDARY SCHOOL,County,Mixed,Kwale
2127101,TARU SECONDARY SCHOOL,County,Boys,Kwale
2127102,MAZERAS HIGH SCHOOL,County,Boys,Kwale
2127103,MAZERAS GIRLS MEMORIAL SECONDARY SCHOOL,County,Girls,Kwale
3106101,ALLIDINA VISRAM HIGH SCHOOL,County,Boys,Mombasa
3106103,TUDOR DAY SECONDARY SCHOOL,County,Boys,Mombasa
3106105,STAR OF THE SEA HIGH SCHOOL,County,Girls,Mombasa
3106107,"SACRED HEART HIGH SCHOOL, MOMBASA",County,Mixed,Mombasa
3106116,SERANI SECONDARY SCHOOL,County,Boys,Mombasa
3106118,SHARIFF NASSIR GIRLS,County,Girls,Mombasa
3106121,MBARAKI GIRLS SECONDARY SCHOOL,County,Girls,Mombasa
3106122,TONONOKA SECONDARY SCHOOL,County,Boys,Mombasa
3106124,ALFARSY GIRLS SECONDARY SCHOOL,County,Girls,Mombasa
3106125,MVITA BOYS SECONDARY SCHOOL,County,Boys,Mombasa
3106132,MAKANDE GIRLS SECONDARY SCHOOL,County,Girls,Mombasa
3106133,MAKUPA BOYS SECONDARY SCHOOL,County,Boys,Mombasa
3108101,MOI FORCES ACADEMY-MOMBASA,County,Mixed,Mombasa
3108103,MTONGWE GIRLS SECONDARY SCHOOL,County,Girls,Mombasa
3108104,SHIKAADABU SECONDARY SCHOOL,County,Mixed,Mombasa
3108114,MWAHIMA SECONDARY SCHOOL,County,Mixed,Mombasa
3108201,LIKONI SECONDARY SCHOOL,County,Boys,Mombasa
3108209,PUMA SECONDARY SCHOOL,County,Mixed,Mombasa
3108211,MRIMA MIXED DAY SECONDARY SCHOOL,County,Mixed,Mombasa
3108217,BUBUBU BOYS SECONDARY SCHOOL,County,Boys,Mombasa
3120101,CHANGAMWE SECONDARY SCHOOL,County,Mixed,Mombasa
3120102,ST. CHARLES LWANGA SECONDARY SCHOOL,County,Mixed,Mombasa
3120117,MWIJABU SECONDARY SCHOOL,County,Mixed,Mombasa
3120118,CHAANI SECONDARY SCHOOL,County,Mixed,Mombasa
3120121,BOMU SECONDARY SCHOOL,County,Mixed,Mombasa
3121204,MWAKIRUNGE SECONDARY SCHOOL,County,Mixed,Mombasa
3121216,MTOPANGA MIXED SECONDARY SCHOOL,County,Mixed,Mombasa
3121220,HASSAN JOHO GIRLS’ SECONDARY SCHOOL,County,Girls,Mombasa
3121226,MARIMANI MIXED SECONDARY SCHOOL,County,Mixed,Mombasa
3124105,KAJEMBE HIGH SCHOOL,County,Mixed,Mombasa
3124108,MIRITINI SECONDARY SCHOOL,County,Mixed,Mombasa
3124110,JOMVU GIRLS HIGH SCHOOL,County,Girls,Mombasa
3124111,MIRITINI COMPLEX HIGH SCHOOL,County,Mixed,Mombasa
3126106,MAWENI MIXED SECONDARY SCHOOL,County,Mixed,Mombasa
3126123,FRERETOWN SECONDARY SCHOOL,County,Mixed,Mombasa
4102101,KILIFI TOWNSHIP SECONDARY SCHOOL,County,Boys,Kilifi
4102102,CHUMANI SECONDARY SCHOOL,County,Mixed,Kilifi
4102114, ST. THOMAS GIRLS’ SECONDARY SCHOOL,County,Girls,Kilifi
4107102,GEDE SECONDARY SCHOOL,County,Boys,Kilifi
4107108,KAKUYUNI BOYS SECONDARY SCHOOL,County,Boys,Kilifi
4111103,MARIAKANI SECONDARY SCHOOL,County,Boys,Kilifi
4111105,CHANAGANDE SECONDARY SCHOOL,County,Mixed,Kilifi
4111107,NGALA MEMORIAL SECONDARY SCHOOL,County,Mixed,Kilifi
4111108,MOI KADZONZO GIRLS SECONDARY SCHOOL,County,Girls,Kilifi
4111123,KALOLENI GIRLS SECONDARY SCHOOL,County,Girls,Kilifi
4116101,   GANZE BOYS SECONDARY SCHOOL,County,Boys,Kilifi
4116103,   GANZE GIRLS SECONDARY  SCHOOL,County,Girls,Kilifi
4116301,   VITENGENI BAPTIST SECONDARY SCHOOL,County,Mixed,Kilifi
4116303,   MWANGEA GIRLS’ SECONDARY SCHOOL,County,Girls,Kilifi
4119101,   GALANA SECONDARY SCHOOL,County,Mixed,Kilifi
4119105,  MAPIMO GIRLS SECONDARY SCHOOL,County,Girls,Kilifi
4119201,  MARAFA SECONDARY SCHOOL,County,Mixed,Kilifi
4129201,LUTSANGANI  BOYS SECONDARY SCHOOL,County,Boys,Kilifi
5103108,GALOLE MODEL SECONDARY SCHOOL,County,Mixed,Tana River
6104301,WITU SECONDARY SCHOOL,County,Mixed,Lamu
6118101,   FAZA SECONDARY SCHOOL,County,Mixed,Lamu
6130101,LAMU BOYS SECONDARY SCHOOL,County,Boys,Lamu
7201103,   SHAMATA GIRLS SECONDARY SCHOOL,County,Girls,Nyandarua
7201105,   NGAINDEITHIA SECONDARY SCHOOL,County,Mixed,Nyandarua
7201106,  MUKOE SECONDARY SCHOOL,County,Mixed,Nyandarua
7201115,KAHUHO SECONDARY SCHOOL,County,Mixed,Nyandarua
7209103,MWENDA-ANDU SECONDARY SCHOOL,County,Mixed,Nyandarua
7209104,KIMURI SECONDARY SCHOOL,County,Mixed,Nyandarua
7209106,MKUNGI SECONDARY SCHOOL,County,Mixed,Nyandarua
7209107,MURUAKI SECONDARY SCHOOL,County,Boys,Nyandarua
7213103,SALIENT HIGH SCHOOL,County,Mixed,Nyandarua
7213104,KALOU SECONDARY SCHOOL,County,Mixed,Nyandarua
7214130,KABATI SECONDARY SCHOOL,County,Mixed,Nyandarua
7215201,MIHARATI SECONDARY SCHOOL,County,Boys,Nyandarua
7215207,NDEMI SECONDARY SCHOOL,County,Mixed,Nyandarua
7215217,MIKEU SECONDARY SCHOOL,County,Mixed,Nyandarua
7215223,KIPIPIRI SCHOOL,County,Boys,Nyandarua
7216102,BONGO GIRLS SECONDARY SCHOOL,County,Girls,Nyandarua
7216110,HENI SECONDARY SCHOOL,County,Mixed,Nyandarua
8202008,MUTHUAINI SECONDARY SCHOOL,County,Girls,Nyeri
8202011,GACHIKA SECONDARY SCHOOL,County,Mixed,Nyeri
8210202,ST. MONICA MUNYAKA GIRLS SECONDARY SCHOOL,County,Girls,Nyeri
8210301,NDATHI SECONDARY SCHOOL,County,Boys,Nyeri
8217102,GATONDO SECONDARY SCHOOL,County,Girls,Nyeri
8217103,KIARITHA-INI HIGH SCHOOL,County,Boys,Nyeri
8217104,GIAKAIBII SECONDARY SCHOOL,County,Boys,Nyeri
8217201,KARATINA SECONDARY SCHOOL,County,Girls,Nyeri
8217204,MAGUTU GIRLS’ SECONDARY SCHOOL,County,Girls,Nyeri
8217205,MATHAITHI SECONDARY SCHOOL,County,Girls,Nyeri
8218104,ICUGA SECONDARY SCHOOL,County,Girls,Nyeri
8218201,RUTHAGATI HIGH SCHOOL,County,Boys,Nyeri
8218203,KABIRUINI SECONDARY SCHOOL,County,Girls,Nyeri
8218204,HIRIGA SECONDARY SCHOOL,County,Girls,Nyeri
8218207,KIAMARIGA SECONDARY SCHOOL,County,Boys,Nyeri
8219104,TAMBAYA SECONDARY SCHOOL,County,Mixed,Nyeri
8219105,ST.AUGUSTINE GIKONDI BOYS SECONDARY SCHOOL,County,Boys,Nyeri
8219106,GATHUNGURURU GIRLS SECONDARY SCHOOL,County,Girls,Nyeri
8219107,MWERU HIGH SCHOOL,County,Mixed,Nyeri
8219108,NDIAINI GIRLS’ HIGH SCHOOL,County,Girls,Nyeri
8219109,ST ANNE GITHUNGURI GIRLS,County,Girls,Nyeri
8219126,KARUNDU MIXED SECONDARY SCHOOL,County,Mixed,Nyeri
8220104,MWIYOGO SECONDARY SCHOOL,County,Mixed,Nyeri
8220202,WATUKA SECONDARY SCHOOL,County,Boys,Nyeri
8220401,MUGUNDA SECONDARY SCHOOL,County,Girls,Nyeri
8221103,DR. KAMUNDIA  GATHUTHI GIRLS SECONDARY SCHOOL,County,Girls,Nyeri
8221107,WAMAGANA GIRLS SECONDARY SCHOOL,County,Girls,Nyeri
8221205,GATHATHI-INI SECONDARY SCHOOL,County,Girls,Nyeri
8221206,HUHO-INI GIRLS  HIGH SCHOOL,County,Girls,Nyeri
8221302,AGUTHI SECONDARY SCHOOL,County,Mixed,Nyeri
8237011,GATUGI GIRLS SECONDARY SCHOOL,County,Girls,Nyeri
8237016,IRIA-INI GIRLS’ HIGH SCHOOL,County,Girls,Nyeri
8237017,KIHOME SECONDARY SCHOOL,County,Mixed,Nyeri
8237018,MUCHARAGE SECONDARY SCHOOL,County,Girls,Nyeri
8237020,KAGONYE SECONDARY SCHOOL,County,Mixed,Nyeri
9203407,ST. AGNES GIRLS SECONDARY SCHOOL – KIRANJA,County,Girls,Kirinyaga
9203408,KARIA SECONDARY SCHOOL,County,Boys,Kirinyaga
9203409,KAGUMO GIRLS SECONDARY SCHOOL,County,Girls,Kirinyaga
9203427,NJEGA BOYS SECONDARY SCHOOL,County,Boys,Kirinyaga
9203431,ST AGATHA KANYEKINE GIRLS’ SECONDARY SCHOOL,County,Girls,Kirinyaga
9222102,MUTIGE SECONDARY SCHOOL,County,Boys,Kirinyaga
9222205,ST. MARK’S GIRLS HIGH SCHOOL- THUMAITA,County,Girls,Kirinyaga
9222305,ST ANNS’ GITUBA GIRLS SECONDARY SCHOOL,County,Girls,Kirinyaga
9222306,KIAMUGUMO GIRLS’ SECONDARY SCHOOL,County,Girls,Kirinyaga
9223106,GATHAMBI GIRLS SECONDARY SCHOOL,County,Girls,Kirinyaga
9223201,KIBIRIGWI GIRLS SECONDARY SCHOOL,County,Girls,Kirinyaga
9223202,KIINE GIRLS’ SECONDARY SCHOOL,County,Girls,Kirinyaga
9223204,MUKANGU SECONDARY SCHOOL,County,Mixed,Kirinyaga
9224104,WANG’URU GIRLS’ SECONDARY SCHOOL,County,Girls,Kirinyaga
9224203,MURINDUKO SECONDARY SCHOOL,County,Mixed,Kirinyaga
9224204,ST. TRIZAS KUTUS GIRLS BOARDING SECONDARY SCHOOL,County,Girls,Kirinyaga
9224213,GAKUU MIXED DAY SECONDARY SCHOOL,County,Mixed,Kirinyaga
9239102,DR. BABLA KANG’ARU SECONDARY SCHOOL,County,Mixed,Kirinyaga
9239106,ST. MARY’S KAGIO BOYS HIGH SCHOOL,County,Boys,Kirinyaga
9239109,MWEA BOYS SECONDARY SCHOOL,County,Boys,Kirinyaga
10204201,"ST. PAULS BOYS HIGH SCHOOL,GATHUKI – INI",County,Boys,Murang’a
10204202,GATURI GIRLS SECONDARY SCHOOL,County,Girls,Murang’a
10208204,IGIKIRO SECONDARY SCHOOL,County,Boys,Murang’a
10208305,KAHARO SECONDARY SCHOOL,County,Girls,Murang’a
10226203,GICHAGI-INI SECONDARY SCHOOL,County,Mixed,Murang’a
10226212,KIRANGA SECONDARY SCHOOL,County,Boys,Murang’a
10226226,ST PETERS KANDARA BOYS SECONDARY SCHOOL,County,Boys,Murang’a
10227112,KIGUMO GIRLS HIGH SCHOOL,County,Girls,Murang’a
10227303,RARAKWA SECONDARY SCHOOL,County,Girls,Murang’a
10228102,KIRITI  GIRLS  SECONDARY  SCHOOL,County,Girls,Murang’a
10228201,WAHUNDURA HIGH SCHOOL,County,Boys,Murang’a
10228204,KAMACHARIA SECONDARY SCHOOL,County,Girls,Murang’a
10228402,KIRU SECONDARY SCHOOL,County,Boys,Murang’a
10228404,KAIRO GIRLS SECONDARY SCHOOL,County,Girls,Murang’a
10229103,KIANGUNYI GIRLS SECONDARY SCHOOL,County,Girls,Murang’a
10229105,MUGURU SECONDARY SCHOOL,County,Mixed,Murang’a
10229201,RWATHIA GIRLS SECONDARY SCHOOL,County,Girls,Murang’a
10229206,DR KIANO BOYS SECONDARY SCHOOL,County,Mixed,Murang’a
10229207,KIRURI SECONDARY SCHOOL,County,Boys,Murang’a
10234101,GATURA GIRLS,County,Girls,Murang’a
10234112,  MBUGITI SECONDARY SCHOOL,County,Boys,Murang’a
10234206,GIACHUKI SECONDARY SCHOOL,County,Boys,Murang’a
10234306,KIUNYU SECONDARY SCHOOL,County,Girls,Murang’a
10234308,KIHUMBU-INI SECONDARY SCHOOL,County,Girls,Murang’a
10234406,ST. ANUARITE GATANGA GIRLS SECONDARY SCHOOL,County,Girls,Murang’a
10234410,CHOMO SECONDARY SCHOOL,County,Boys,Murang’a
10234601,GITITU SECONDARY SCHOOL,County,Mixed,Murang’a
10238107,KOIMBI SECONDARY SCHOOL,County,Boys,Murang’a
10238110,   GITWEKU SECONDARY SCHOOL,County,Girls,Murang’a
10238118,   DR. KIANO GIRLS SECONDARY SCHOOL,County,Girls,Murang’a
10238141,KIUMBA MIXED DAY SECONDARY SCHOOL,County,Mixed,Murang’a
11205206,  RIABAI HIGH SCHOOL,County,Boys,Kiambu
11207125,   THIKA GIRLS KARIBARIBI SECONDARY SCHOOL,County,Girls,Kiambu
11211301,NGENIA HIGH SCHOOL,County,Boys,Kiambu
11211303,NGARARIGA GIRLS SECONDARY SCHOOL,County,Girls,Kiambu
11211305,THIGIO BOYS SECONDARY SCHOOL,County,Boys,Kiambu
11211307,MIRITHU SECONDARY SCHOOL,County,Girls,Kiambu
11211308,ST. MARY’S GIRLS – THIGIO,County,Girls,Kiambu
11211313,KAMANDURA GIRLS HIGH SCHOOL,County,Girls,Kiambu
11212102,   ITURU HIGH SCHOOL,County,Boys,Kiambu
11212103,  MURURIA SECONDARY SCHOOL,County,Boys,Kiambu
11212104,  KAHUGUINI SECONDARY SCHOOL,County,Mixed,Kiambu
11212105,   GATITU SECONDARY SCHOOL,County,Girls,Kiambu
11212106,   KARINGA GIRLS’ HIGH SCHOOL,County,Girls,Kiambu
11212108,  KIMUNYU SECONDARY SCHOOL,County,Boys,Kiambu
11212109,   ICACIRI SECONDARY SCHOOL,County,Mixed,Kiambu
11212110,KIBIRU SECONDARY SCHOOL,County,Girls,Kiambu
11212114,MUTHIGA GIRLS’ SECONDARY SCHOOL,County,Girls,Kiambu
11212115,GATHIRU SECONDARY SCHOOL,County,Mixed,Kiambu
11212117,UCEKEINI SECONDARY SCHOOL,County,Girls,Kiambu
11212118,QUEEN OF PEACE NEMBU SECONDARY SCHOOL,County,Mixed,Kiambu
11212121,  MUTUNGURU SECONDARY SCHOOL,County,Mixed,Kiambu
11212123, GATHURI SECONDARY SCHOOL,County,Mixed,Kiambu
11212128,   KIAMWORIA SECONDARY SCHOOL,County,Mixed,Kiambu
11230202,  MOI GIRLS SECONDARY SCHOOL KAMANGU,County,Girls,Kiambu
11230315, KIKUYU BOYS HIGH SCHOOL,County,Boys,Kiambu
11230401,   KIKUYU DAY SECONDARY SCHOOL,County,Boys,Kiambu
11230406,   MUSA GITAU SECONDARY SCHOOL,County,Girls,Kiambu
11231101,GATAMAIYU BOYS HIGH SCHOOL,County,Boys,Kiambu
11231104,GACHOIRE SECONDARY SCHOOL,County,Girls,Kiambu
11231201,   LARI BOYS  SECONDARY SCHOOL,County,Boys,Kiambu
11231203,  KAMBAA GIRL’S HIGH SCHOOL,County,Girls,Kiambu
11231204,   KINALE GIRLS HIGH SCHOOL,County,Girls,Kiambu
11232101, KAMBUI GIRLS’ HIGH SCHOOL,County,Girls,Kiambu
11232104,  GATHIRIMU GIRLS TECHNICAL HIGH SCHOOL,County,Girls,Kiambu
11232107, GITWE GIRLS SECONDARY SCHOOL,County,Girls,Kiambu
11232301,KOMOTHAI BOYS HIGH SCHOOL,County,Boys,Kiambu
11232302,  GATHIRU-INI SECONDARY SCHOOL,County,Boys,Kiambu
11232303, J G KIEREINI SECONDARY SCHOOL,County,Boys,Kiambu
11232304, KOMOTHAI GIRL’S TECHNICAL SCHOOL,County,Girls,Kiambu
11233301, MUNYU GIRLS HIGH SCHOOL,County,Girls,Kiambu
11233302,NGOLIBA SECONDARY SCHOOL,County,Mixed,Kiambu
11233303,  ST. PAUL’S GATUANYAGA SECONDARY SCHOOL,County,Boys,Kiambu
11236102,  KAIRI SECONDARY SCHOOL,County,Boys,Kiambu
11236105,GAKOE HIGH SCHOOL,County,Girls,Kiambu
11236106,  OUR LADY OF FATIMA KIRIKO GIRLS  SECONDARY SCHOOL,County,Girls,Kiambu
11236111,GATUNGURU SECONDARY SCHOOL,County,Boys,Kiambu
11236116,GIKINDU SECONDARY SCHOOL,County,Girls,Kiambu
11236119,MAKWA SECONDARY SCHOOL,County,Boys,Kiambu
11240110,ST. ANGELAS GIRLS HIGH SCHOOL KARURA,County,Girls,Kiambu
11241002,  KIRANGARI HIGH SCHOOL,County,Boys,Kiambu
11241012,  KAHUHO UHURU HIGH SCHOOL,County,Boys,Kiambu
11241014,KANJERU GIRLS’ HIGH SHOOL,County,Girls,Kiambu
11241015,UTHIRU GIRLS HIGH SCHOOL,County,Girls,Kiambu
12301707,KATOLONI SECONDARY SCHOOL,County,Mixed,Machakos
12301711, KYANGULI MEMORIAL SECONDARY SCHOOL,County,Mixed,Machakos
12301713,MUVUTI SECONDARY SCHOOL,County,Boys,Machakos
12301718,KWANTHANZE AIC SECONDARY SCHOOL,County,Mixed,Machakos
12301719,MIKUINI SECONDARY SCHOOL,County,Mixed,Machakos
12301722,MUINDI MBINGU SECONDARY SCHOOL,County,Boys,Machakos
12301724,ABC IVETI HILLS SECONDARY SCHOOL,County,Mixed,Machakos
12301795,KATELEMBO CENTRE OF EXECELLENCE BOYS HIGH,County,Boys,Machakos
12314102,MIU BOYS SECONDARY SCHOOL,County,Boys,Machakos
12314105,KYETHIVO GIRLS’ SECONDARY SCHOOL,County,Girls,Machakos
12314108,MAKUTANO SECONDARY SCHOOL,County,Mixed,Machakos
12314109,IKALAASA SECONDARY SCHOOL,County,Mixed,Machakos
12314111,KIBAUNI SECONDARY SCHOOL,County,Mixed,Machakos
12314112,   KIUNDWANI SECONDARY SCHOOL,County,Mixed,Machakos
12314202,MBAIKINI BOYS HIGH SCHOOL,County,Boys,Machakos
12314204,MWALA SCHOOL,County,Boys,Machakos
12314205,LEMA GIRLS’ SECONDARY SCHOOL,County,Girls,Machakos
12314206,ST. TERESA MWALA GIRLS’ HIGH SCHOOL,County,Girls,Machakos
12314208,A.I.C. KUNIKILA SECONDARY SCHOOL,County,Mixed,Machakos
12314210,BISHOP NDINGI HIGH SCHOOL,County,Mixed,Machakos
12314212,MULU SECONDARY SCHOOL,County,Mixed,Machakos
12315501,MAKIVENZI SECONDARY SCHOOL,County,Girls,Machakos
12315504,NDALANI SECONDARY SCHOOL,County,Mixed,Machakos
12315505,MATUU HGM MEMORIAL GIRLS HIGH SCHOOL,County,Girls,Machakos
12315506,MAVOLONI SECONDARY SCHOOL,County,Mixed,Machakos
12315507,KITHIMANI HGM SECONDARY SCHOOL,County,Mixed,Machakos
12315512,KIVANDINI SECONDARY SCHOOL,County,Mixed,Machakos
12315601,KATANGI SECONDARY SCHOOL,County,Boys,Machakos
12315605,IKOMBE SECONDARY SCHOOL,County,Mixed,Machakos
12315608,FR. MAKEWA HIGH SCHOOL,County,Mixed,Machakos
12315610,NGUMBULU SECONDARY SCHOOL,County,Mixed,Machakos
12315612,BISHOP PAUL MUTUA HIGH SCHOOL,County,Mixed,Machakos
12315618,GOOD HOPE HIGH SCHOOL – KILAATU,County,Mixed,Machakos
12316103,MANYATTA SECONDARY SCHOOL,County,Mixed,Machakos
12316105,KAWETHEI S.A GIRLS SECONDARY SCHOOL,County,Girls,Machakos
12316106,ST. MARTIN’S KITWII SECONDARY SCHOOL,County,Mixed,Machakos
12316119,KYENI HIGH SCHOOL MIXED DAY & BOARDING,County,Mixed,Machakos
12316127,MUISUNI GIRLS SECONDARY SCHOOL,County,Girls,Machakos
12329101,MITABONI ABC GIRLS SECONDARY SCHOOL,County,Girls,Machakos
12329102,MITABONI HIGH SCHOOL,County,Boys,Machakos
12329104,KALILUNI GIRLS’ SECONDARY SCHOOL,County,Girls,Machakos
12330135,LUKENYA GIRLS CENTRE OF EXCELLENCE,County,Girls,Machakos
12343303,KIVAA SECONDARY SCHOOL,County,Mixed,Machakos
12343315,KITHYOKO SECONDARY SCHOOL,County,Mixed,Machakos
12345502,KINYUI BOYS SECONDARY SCHOOL,County,Boys,Machakos
12345505,KINYUI GIRLS SA SECONDARY SCHOOL,County,Girls,Machakos
12345507,KATWANYAA SECONDARY SCHOOL,County,Mixed,Machakos
12345509,FR. HEERAN SECONDARY SCHOOL,County,Girls,Machakos
12345514,KISUKIONI SECONDARY SCHOOL,County,Mixed,Machakos
12363101,MUUMANDU SECONDARY SCHOOL,County,Mixed,Machakos
12363105,KONZA ABC SECONDARY SCHOOL,County,Mixed,Machakos
12363107,KIMUTWA SECONDARY SCHOOL,County,Mixed,Machakos
12363110,  AIC MBEMBANI CENTRAL SECONDARY SCHOOL,County,Mixed,Machakos
12363205,MBUANI SECONDARY SCHOOL,County,Mixed,Machakos
12363209,KIUU SECONDARY SCHOOL,County,Mixed,Machakos
12363304,KALAMA SECONDARY SCHOOL,County,Mixed,Machakos
12363305,KYANGALA SECONDARY SCHOOL,County,Boys,Machakos
12363306,KYANGALA GIRL’S SECONDARY SCHOOL,County,Girls,Machakos
12363309,MBUKUNI SECONDARY SCHOOL,County,Mixed,Machakos
12363311, MANG’AUNI SECONDARY SCHOOL,County,Mixed,Machakos
13302104,TIVA SECONDARY SCHOOL,County,Mixed,Kitui
13302109,IVAINI SECONDARY SCHOOL,County,Mixed,Kitui
13302111,ST MARY’S SECONDARY SCHOOL –  MIAMBANI,County,Mixed,Kitui
13310104,KAELA MIXED SECONDARY SCHOOL,County,Mixed,Kitui
13310202,ENZIU SECONDARY SCHOOL,County,Mixed,Kitui
13310203,KARUNGA SECONDARY SCHOOL,County,Mixed,Kitui
13310301,KIIO SECONDARY SCHOOL,County,Mixed,Kitui
13310305,MBONDONI MIXED DAY SECONDARY SCHOOL,County,Mixed,Kitui
13317102,IKANGA BOYS SECONDARY SCHOOL,County,Boys,Kitui
13317103,KYATUNE GIRLS’ SECONDARY SCHOOL,County,Girls,Kitui
13317104,MUTOMO MIXED SECONDARY SCHOOL,County,Mixed,Kitui
13317105,IKANGA GIRLS’ SECONDARY SCHOOL,County,Girls,Kitui
13317107,ST.PATRICKS MIXED SECONDARY SCHOOL,County,Mixed,Kitui
13317112,KYATUNE BOYS’ HIGH SCHOOL,County,Boys,Kitui
13317302,VOO SECONDARY SCHOOL,County,Mixed,Kitui
13328103,KALONZO SECONDARY SCHOOL,County,Mixed,Kitui
13328104,KIMANGAO BOYS SECONDARY SCHOOL,County,Boys,Kitui
13328106,KYUSO GIRLS SECONDARY SCHOOL,County,Girls,Kitui
13328301,MIVUKONI SECONDARY SCHOOL,County,Mixed,Kitui
13331206,MUSENGO SECONDARY SCHOOL,County,Mixed,Kitui
13331207,ILAKO MUTUTA SECONDARY SCHOOL,County,Mixed,Kitui
13331208,MUTINI SECONDARY SCHOOL,County,Mixed,Kitui
13331209,KASUE SECONDARY SCHOOL,County,Mixed,Kitui
13331211,KATUTU GIRLS’ SECONDARY SCHOOL,County,Girls,Kitui
13331230,A.I.C MUTONGUNI GIRLS SECONDARY SCHOOL,County,Girls,Kitui
13332201,ENDAU SECONDARY SCHOOL,County,Mixed,Kitui
13338101,MUI SECONDARY SCHOOL,County,Boys,Kitui
13338102,KALITINI SECONDARY SCHOOL,County,Mixed,Kitui
13338103,KYAMWENZE GIRLS SECONDARY SCHOOL,County,Girls,Kitui
13338201,NGUNI SECONDARY SCHOOL,County,Boys,Kitui
13338203,MASAVI GIRLS’ SECONDARY SCHOOL,County,Girls,Kitui
13338301,NUU SECONDARY SCHOOL,County,Boys,Kitui
13338302,KAAI GIRLS’ SECONDARY SCHOOL,County,Girls,Kitui
13339104,NDALUNI SECONDARY SCHOOL,County,Mixed,Kitui
13339202,KATOTENI SECONDARY SCHOOL,County,Mixed,Kitui
13339203,NGONGONI SECONDARY SCHOOL,County,Mixed,Kitui
13339302,NZELUNI BOYS SECONDARY SCHOOL,County,Boys,Kitui
13344102,ST. BRIDGIT SYOMUNYU GIRLS SECONDARY SCHOOL,County,Girls,Kitui
13344103,ST. AUGUSTINE KANYANGI SECONDARY SCHOOL,County,Boys,Kitui
13344108,KANYANGI GIRLS’ SECONDARY SCHOOL,County,Girls,Kitui
13344121,LOWER YATTA GIRLS SECONDARY SCHOOL-NTHILANI,County,Girls,Kitui
13350201,NGUUKU SECONDARY SCHOOL,County,Mixed,Kitui
13350202,KATSE SECONDARY SCHOOL,County,Mixed,Kitui
13350204,TYAA KAMUTHALE SECONDARY SCHOOL,County,Mixed,Kitui
13351301,KALUVA MIXED DAY SECONDARY SCHOOL,County,Mixed,Kitui
13352101,TSEIKURU SECONDARY SCHOOL,County,Mixed,Kitui
13352201,USUENI GIRLS SECONDARY SCHOOL,County,Girls,Kitui
13353101,KATULANI SECONDARY SCHOOL,County,Boys,Kitui
13353302,KAVISUNI MIXED SECONDARY SCHOOL,County,Mixed,Kitui
13353303,KATHUNGI SECONDARY SCHOOL,County,Mixed,Kitui
13354204,KATWALA   SECONDARY  SCHOOL,County,Mixed,Kitui
13357104,KASAALA SECONDARY SCHOOL,County,Mixed,Kitui
13360102,KYAANI GIRLS SECONDARY SCHOOL,County,Girls,Kitui
13360103,KAUMA SECONDARY SCHOOL,County,Boys,Kitui
13360104,ST.JOHNS KWA MULUNGU SECONDARY SCHOOL,County,Mixed,Kitui
13360105,KALIMANI SECONDARY SCHOOL,County,Mixed,Kitui
13360108,MUTULU SECONDARY SCHOOL,County,Mixed,Kitui
14303202,ST.JOSEPH’S SECONDARY SCHOOL-MTETU,County,Boys,Embu
14312106,ACK RIANDU SECONDARY SCHOOL,County,Mixed,Embu
14312303,KIGWAMBITI SECONDARY SCHOOL,County,Mixed,Embu
14312304,KARANGARE SECONDARY SCHOOL,County,Mixed,Embu
14312307,GITII A.C.K. SECONDARY SCHOOL,County,Mixed,Embu
14312308,KAMARANDI SECONDARY SCHOOL,County,Mixed,Embu
14333103,THIGINGI GIRLS SECONDARY SCHOOL,County,Girls,Embu
14333104,ST. FRANCIS KANJA  SECONDARY SCHOOL,County,Mixed,Embu
14333105,GICHICHE SECONDARY SCHOOL,County,Mixed,Embu
14333106,GITARE MIXED SECONDARY SCHOOL,County,Mixed,Embu
14333204,S.A KYENI GIRLS SECONDARY SCHOOL,County,Girls,Embu
14333205,ST. MARY GORETTI GIRLS’ SECONDARY SCHOOL,County,Girls,Embu
14333206,ST JOHN KATHUNGURI SECONDARY SCHOOL,County,Mixed,Embu
