geo_id,year,water,internet,electricity,library,cafeteria
NIG-000448,2014,False,,False,,
NIG-000449,2014,False,,False,,
NIG-000450,2014,True,,True,,
NIG-000451,2014,True,,True,,
NIG-000452,2014,True,,False,,
NIG-000453,2014,True,,False,,
NIG-000454,2014,True,,False,,
NIG-000455,2014,True,,False,,
NIG-000456,2014,True,,True,,
NIG-000457,2014,False,,False,,
NIG-000458,2014,True,,True,,
NIG-000459,2014,True,,True,,
NIG-000460,2014,True,,False,,
NIG-000461,2014,True,,True,,
NIG-000462,2014,True,,False,,
NIG-000463,2014,False,,False,,
NIG-000464,2014,True,,False,,
NIG-000465,2014,True,,False,,
NIG-000466,2014,True,,False,,
NIG-000467,2014,True,,True,,
NIG-000468,2014,True,,True,,
NIG-000469,2014,True,,True,,
NIG-000470,2014,True,,False,,
NIG-000471,2014,True,,False,,
NIG-000472,2014,False,,False,,
NIG-000473,2014,True,,False,,
NIG-000474,2014,True,,False,,
NIG-000475,2014,True,,False,,
NIG-000476,2014,False,,False,,
NIG-000477,2014,True,,False,,
NIG-000478,2014,False,,False,,
NIG-000479,2014,True,,True,,
NIG-000480,2014,False,,True,,
NIG-000481,2014,False,,False,,
NIG-000482,2014,False,,False,,
NIG-000483,2014,False,,False,,
NIG-000484,2014,True,,False,,
NIG-000485,2014,False,,False,,
NIG-000486,2014,False,,False,,
NIG-000487,2014,True,,True,,
NIG-000488,2014,True,,False,,
NIG-000489,2014,False,,True,,
NIG-000490,2014,False,,False,,
NIG-000491,2014,True,,True,,
NIG-000492,2014,False,,True,,
NIG-000493,2014,True,,True,,
NIG-000494,2014,True,,False,,
NIG-000495,2014,True,,False,,
NIG-000496,2014,False,,True,,
NIG-000497,2014,False,,False,,
NIG-000498,2014,True,,False,,
NIG-000499,2014,True,,True,,
NIG-000500,2014,True,,False,,
NIG-000501,2014,True,,False,,
NIG-000502,2014,True,,True,,
NIG-000503,2014,True,,True,,
NIG-000504,2014,True,,True,,
NIG-000505,2014,True,,True,,
NIG-000506,2014,False,,False,,
NIG-000507,2014,True,,True,,
NIG-000508,2014,False,,True,,
NIG-000509,2014,False,,False,,
NIG-000510,2014,False,,False,,
NIG-000511,2014,False,,False,,
NIG-000512,2014,False,,False,,
NIG-000513,2014,False,,False,,
NIG-000514,2014,False,,False,,
NIG-000515,2014,False,,False,,
NIG-000516,2014,True,,True,,
NIG-000517,2014,True,,False,,
NIG-000518,2014,True,,False,,
NIG-000519,2014,False,,False,,
NIG-000520,2014,True,,False,,
NIG-000521,2014,False,,True,,
NIG-000522,2014,False,,True,,
NIG-000523,2014,True,,True,,
NIG-000524,2014,True,,True,,
NIG-000525,2014,True,,True,,
NIG-000526,2014,True,,True,,
NIG-000527,2014,True,,True,,
NIG-000528,2014,True,,False,,
NIG-000529,2014,True,,True,,
NIG-000530,2014,True,,True,,
NIG-000531,2014,False,,False,,
NIG-000532,2014,False,,False,,
NIG-000533,2014,True,,True,,
NIG-000534,2014,False,,False,,
NIG-000535,2014,True,,True,,
NIG-000536,2014,False,,True,,
NIG-000537,2014,False,,False,,
NIG-000538,2014,False,,True,,
NIG-000539,2014,False,,True,,
NIG-000540,2014,False,,True,,
NIG-000541,2014,True,,True,,
NIG-000542,2014,False,,False,,
NIG-000543,2014,True,,True,,
NIG-000544,2014,False,,False,,
NIG-000545,2014,False,,False,,
NIG-000546,2014,True,,True,,
NIG-000547,2014,True,,False,,
NIG-000548,2014,False,,False,,
NIG-000549,2014,False,,False,,
NIG-000550,2014,False,,False,,
NIG-000551,2014,False,,True,,
NIG-000552,2014,True,,True,,
NIG-000553,2014,True,,True,,
NIG-000554,2014,True,,True,,
NIG-000555,2014,True,,True,,
NIG-000556,2014,True,,True,,
NIG-000557,2014,False,,True,,
NIG-000558,2014,False,,False,,
NIG-000559,2014,False,,False,,
NIG-000560,2014,False,,True,,
NIG-000561,2014,True,,True,,
NIG-000562,2014,True,,True,,
NIG-000563,2014,False,,True,,
NIG-000564,2014,False,,False,,
NIG-000565,2014,False,,False,,
NIG-000566,2014,False,,False,,
NIG-000567,2014,False,,False,,
NIG-000568,2014,True,,True,,
NIG-000569,2014,False,,False,,
NIG-000570,2014,False,,True,,
NIG-000571,2014,False,,False,,
NIG-000572,2014,False,,True,,
NIG-000573,2014,False,,False,,
NIG-000574,2014,False,,False,,
NIG-000575,2014,True,,True,,
NIG-000576,2014,False,,False,,
NIG-000577,2014,True,,True,,
NIG-000578,2014,True,,True,,
NIG-000579,2014,False,,True,,
NIG-000580,2014,False,,False,,
NIG-000581,2014,True,,False,,
NIG-000582,2014,False,,False,,
NIG-000583,2014,True,,True,,
NIG-000584,2014,False,,False,,
NIG-000585,2014,True,,False,,
NIG-000586,2014,False,,False,,
NIG-000587,2014,True,,True,,
NIG-000588,2014,True,,True,,
NIG-000589,2014,True,,True,,
NIG-000590,2014,False,,False,,
NIG-000591,2014,True,,True,,
NIG-000592,2014,True,,False,,
NIG-000593,2014,True,,False,,
NIG-000594,2014,False,,False,,
NIG-000595,2014,False,,True,,
NIG-000596,2014,True,,True,,
NIG-000597,2014,False,,False,,
NIG-000598,2014,False,,False,,
NIG-000599,2014,False,,True,,
NIG-000600,2014,True,,False,,
NIG-000601,2014,True,,True,,
NIG-000602,2014,False,,False,,
NIG-000603,2014,False,,True,,
NIG-000604,2014,True,,True,,
NIG-000605,2014,False,,True,,
NIG-000606,2014,True,,True,,
NIG-000607,2014,False,,True,,
NIG-000608,2014,False,,True,,
NIG-000609,2014,True,,False,,
NIG-000610,2014,True,,False,,
NIG-000611,2014,False,,True,,
NIG-000612,2014,False,,False,,
NIG-000613,2014,True,,True,,
NIG-000614,2014,False,,False,,
NIG-000615,2014,False,,False,,
NIG-000616,2014,False,,False,,
NIG-000617,2014,False,,False,,
NIG-000618,2014,True,,False,,
NIG-000619,2014,True,,True,,
NIG-000620,2014,False,,True,,
NIG-000621,2014,False,,False,,
NIG-000622,2014,False,,False,,
NIG-000623,2014,True,,True,,
NIG-000624,2014,True,,True,,
NIG-000625,2014,False,,False,,
NIG-000626,2014,False,,True,,
NIG-000627,2014,False,,True,,
NIG-000628,2014,False,,True,,
NIG-000629,2014,False,,False,,
NIG-000630,2014,False,,False,,
NIG-000631,2014,True,,True,,
NIG-000632,2014,False,,False,,
NIG-000633,2014,True,,True,,
NIG-000634,2014,False,,False,,
NIG-000635,2014,True,,True,,
NIG-000636,2014,False,,False,,
NIG-000637,2014,True,,False,,
NIG-000638,2014,False,,False,,
NIG-000639,2014,True,,False,,
NIG-000640,2014,True,,True,,
NIG-000641,2014,True,,False,,
NIG-000642,2014,True,,False,,
NIG-000643,2014,True,,True,,
NIG-000644,2014,True,,True,,
NIG-000645,2014,True,,True,,
NIG-000646,2014,True,,False,,
NIG-000647,2014,False,,False,,
NIG-000648,2014,True,,False,,
NIG-000649,2014,True,,False,,
NIG-000650,2014,False,,True,,
NIG-000651,2014,True,,False,,
NIG-000652,2014,True,,False,,
NIG-000653,2014,True,,True,,
NIG-000654,2014,True,,True,,
NIG-000655,2014,True,,False,,
NIG-000656,2014,True,,False,,
NIG-000657,2014,True,,True,,
NIG-000658,2014,True,,True,,
NIG-000659,2014,True,,True,,
NIG-000660,2014,True,,True,,
NIG-000661,2014,True,,False,,
NIG-000662,2014,True,,True,,
NIG-000663,2014,True,,True,,
NIG-000664,2014,True,,True,,
NIG-000665,2014,False,,False,,
NIG-000666,2014,False,,False,,
NIG-000667,2014,True,,False,,
NIG-000668,2014,False,,False,,
NIG-000669,2014,True,,False,,
NIG-000670,2014,True,,False,,
NIG-000671,2014,True,,False,,
NIG-000672,2014,False,,False,,
NIG-000673,2014,True,,False,,
NIG-000674,2014,False,,False,,
NIG-000675,2014,False,,False,,
NIG-000676,2014,True,,False,,
NIG-000677,2014,False,,False,,
NIG-000678,2014,True,,False,,
NIG-000679,2014,True,,False,,
NIG-000680,2014,False,,False,,
NIG-000681,2014,False,,False,,
NIG-000682,2014,False,,False,,
NIG-000683,2014,False,,False,,
NIG-000684,2014,True,,True,,
NIG-000685,2014,True,,True,,
NIG-000686,2014,False,,False,,
NIG-000687,2014,False,,False,,
NIG-000688,2014,False,,False,,
NIG-000689,2014,False,,False,,
NIG-000690,2014,False,,False,,
NIG-000691,2014,True,,False,,
NIG-000692,2014,True,,False,,
NIG-000693,2014,False,,False,,
NIG-000694,2014,True,,False,,
NIG-000695,2014,True,,True,,
NIG-000696,2014,True,,False,,
NIG-000697,2014,False,,True,,
NIG-000698,2014,True,,True,,
NIG-000699,2014,True,,True,,
NIG-000700,2014,True,,False,,
NIG-000701,2014,False,,False,,
NIG-000702,2014,True,,False,,
NIG-000703,2014,True,,True,,
NIG-000704,2014,False,,False,,
NIG-000705,2014,False,,False,,
NIG-000706,2014,False,,False,,
NIG-000707,2014,False,,False,,
NIG-000708,2014,False,,False,,
NIG-000709,2014,False,,False,,
NIG-000710,2014,False,,True,,
NIG-000711,2014,False,,False,,
