code_etablissement,CRE,delegation,nom_etablissement,Type,cre_ar,delagation_ar,code_auto,nom_etablissement_ar,region_ar,cycle_ar,Latitude initiale,Longitude initiale
10412915,Kef,DAHMANI,E.P.ZEDDINA,E.PRIMAIRE,الكاف,الدهماني,412915,م.إ.  الزدينة,منطقة غير بلدية,مدرسة ابتدائية,35.957665,8.770011
10412916,Kef,DAHMANI,E.P.EL BATEN,E.PRIMAIRE,الكاف,الدهماني,412916,م.إ.  الباطن,منطقة غير بلدية,مدرسة ابتدائية,35.950476,8.9035278
10412917,Kef,DAHMANI,E.P.EL IMAM EL OBBI,E.PRIMAIRE,الكاف,الدهماني,412917,م.إ.  الإمام الأبي,منطقة بلدية,مدرسة ابتدائية,35.948891,8.8213906
10412918,Kef,DAHMANI,E.P.ERRAFAHIA,E.PRIMAIRE,الكاف,الدهماني,412918,م.إ.  الرفاهية,منطقة غير بلدية,مدرسة ابتدائية,36.031945,8.8391062
10412919,Kef,DAHMANI,E.P.OULED SOLTANE,E.PRIMAIRE,الكاف,الدهماني,412919,م.إ.  أولاد سلطان,منطقة غير بلدية,مدرسة ابتدائية,35.828365,8.8472965
10412921,Kef,DAHMANI,E.P.SOUIDET,E.PRIMAIRE,الكاف,الدهماني,412921,م.إ.  الصويدات طريق ,منطقة غير بلدية,مدرسة ابتدائية,35.842705,8.7697493
10412922,Kef,DAHMANI,E.P.OULED AISSA,E.PRIMAIRE,الكاف,الدهماني,412922,م.إ.  أولاد عيسى,منطقة غير بلدية,مدرسة ابتدائية,35.977812,8.9239732
10412923,Kef,DAHMANI,E.P.ECHAABNA,E.PRIMAIRE,الكاف,الدهماني,412923,م.إ.  الشعانبة,منطقة غير بلدية,مدرسة ابتدائية,35.920647,8.9363015
10413101,Kef,EL KSOUR,E.P.2 MARS 34,E.PRIMAIRE,الكاف,القصور,413101,م.إ.  2 مارس 34 القصور,منطقة بلدية,مدرسة ابتدائية,35.893888,8.882876
10413102,Kef,EL KSOUR,E.P.BANOU,E.PRIMAIRE,الكاف,القصور,413102,م.إ.  بانو,منطقة غير بلدية,مدرسة ابتدائية,35.833129,8.88815
10413103,Kef,EL KSOUR,E.P.OULED GHANA,E.PRIMAIRE,الكاف,القصور,413103,م.إ.  أولاد غانة,منطقة غير بلدية,مدرسة ابتدائية,35.787054,8.843214
10413104,Kef,EL KSOUR,E.P.EZZITOUNA-GHOMRASNI,E.PRIMAIRE,الكاف,القصور,413104,م.إ.  الزيتونة ,منطقة غير بلدية,مدرسة ابتدائية,35.817614,8.986514
10413105,Kef,EL KSOUR,E.P.JOUF LOUATA,E.PRIMAIRE,الكاف,القصور,413105,م.إ.  جوف اللواتة  ,منطقة غير بلدية,مدرسة ابتدائية,35.826743,9.008825
10413106,Kef,EL KSOUR,E.P.AIN FEDHIL,E.PRIMAIRE,الكاف,القصور,413106,م.إ. عين فضيل,منطقة غير بلدية,مدرسة ابتدائية,35.884282,9.006846
10413107,Kef,EL KSOUR,E.P.EL AFSET,E.PRIMAIRE,الكاف,القصور,413107,م.إ.  العفسات,منطقة غير بلدية,مدرسة ابتدائية,35.839301,8.970247
10413109,Kef,EL KSOUR,E.P.ENNOUR,E.PRIMAIRE,الكاف,القصور,413109,م.إ. النور ,منطقة بلدية,مدرسة ابتدائية,35.899734,8.882894
10413110,Kef,EL KSOUR,E.P.GUIRATA,E.PRIMAIRE,الكاف,القصور,413110,م.إ. قيراطة,منطقة غير بلدية,مدرسة ابتدائية,35.75019,8.903765
10413111,Kef,EL KSOUR,E.P.ZHILA,E.PRIMAIRE,الكاف,القصور,413111,م.إ. الزهيلة,منطقة غير بلدية,مدرسة ابتدائية,35.880475,8.881147
10413113,Kef,EL KSOUR,E.P.EL KODIA,E.PRIMAIRE,الكاف,القصور,413113,م.إ.  الكدية,منطقة غير بلدية,مدرسة ابتدائية,35.484338,8.585358
10413114,Kef,EL KSOUR,E.P.EL HMARNA,E.PRIMAIRE,الكاف,القصور,413114,م.إ. الحمارنة,منطقة غير بلدية,مدرسة ابتدائية,35.952169,8.985813
10413115,Kef,EL KSOUR,E.P.OULED BELGHITH,E.PRIMAIRE,الكاف,القصور,413115,م.إ. أولاد بلغيث,منطقة غير بلدية,مدرسة ابتدائية,35.797786,8.9458
10413116,Kef,EL KSOUR,E.P. OULED BOURAOUI,E.PRIMAIRE,الكاف,القصور,413116,م.إ. أولاد بوراوي,منطقة غير بلدية,مدرسة ابتدائية,35.504165,9.03515
10413117,Kef,EL KSOUR,E.P.OULED ZID,E.PRIMAIRE,الكاف,القصور,413117,م.إ.  أولاد زيد,منطقة غير بلدية,مدرسة ابتدائية,35.922415,9.017341
10414401,Kef,LE SERS,E.P.2 MARS 34,E.PRIMAIRE,الكاف,السرس,414401,م.إ.  2 مارس,منطقة بلدية,مدرسة ابتدائية,36.072793,9.0229556
10414402,Kef,LE SERS,E.P.CITE EZZOUHOUR,E.PRIMAIRE,الكاف,السرس,414402,م.إ.  حي الزهور,منطقة بلدية,مدرسة ابتدائية,36.074201,9.0185387
10414403,Kef,LE SERS,E.P.EL MERJA,E.PRIMAIRE,الكاف,السرس,414403,م.إ.  المرجى ,منطقة غير بلدية,مدرسة ابتدائية,36.028571,9.0782657
10414404,Kef,LE SERS,E.P.ELLES,E.PRIMAIRE,الكاف,السرس,414404,م.إ.  اللاس,منطقة غير بلدية,مدرسة ابتدائية,35.948817,9.0974435
10414405,Kef,LE SERS,E.P.LORBEUS GARE,E.PRIMAIRE,الكاف,السرس,414405,م.إ. الأربص محطة,منطقة غير بلدية,مدرسة ابتدائية,36.098351,8.9205018
10414406,Kef,LE SERS,E.P.EL ABAR,E.PRIMAIRE,الكاف,السرس,414406,م.إ.  الآبار,منطقة غير بلدية,مدرسة ابتدائية,36.008011,9.1134301
10414407,Kef,LE SERS,E.P.MAHDIAT BOUSLIAA,E.PRIMAIRE,الكاف,السرس,414407,م.إ.  مهدية بوصليعة,منطقة غير بلدية,مدرسة ابتدائية,36.034636,8.9994615
10414408,Kef,LE SERS,E.P.SALINES,E.PRIMAIRE,الكاف,السرس,414408,م.إ.  الملاحة,منطقة غير بلدية,مدرسة ابتدائية,36.078481,8.9650378
10414409,Kef,LE SERS,E.P.SIDI MOUSSA,E.PRIMAIRE,الكاف,السرس,414409,م.إ.  سيدي موسى,منطقة غير بلدية,مدرسة ابتدائية,36.075398,9.0691174
10414410,Kef,LE SERS,E.P.ARGOUB,E.PRIMAIRE,الكاف,السرس,414410,م.إ.  العرقوب ,منطقة غير بلدية,مدرسة ابتدائية,35.981929,9.0542601
10414411,Kef,LE SERS,E.P.LORBEUS VILLAGE,E.PRIMAIRE,الكاف,السرس,414411,م.إ.  الأربص قرية,منطقة غير بلدية,مدرسة ابتدائية,36.07253,8.8396164
10414413,Kef,LE SERS,E.P.SIDI NASR,E.PRIMAIRE,الكاف,السرس,414413,م.إ.  سيدي نصر,منطقة غير بلدية,مدرسة ابتدائية,36.04007,9.1512529
10414414,Kef,LE SERS,E.P.TRICHA,E.PRIMAIRE,الكاف,السرس,414414,م.إ. التريشة,منطقة غير بلدية,مدرسة ابتدائية,36.076935,9.1321688
10414415,Kef,LE SERS,E.P.CITE ENNOUR 1,E.PRIMAIRE,الكاف,السرس,414415,م.إ.  حي النور1 ,منطقة بلدية,مدرسة ابتدائية,36.07753,9.0224675
10414416,Kef,LE SERS,E.P.ENNOUR 2,E.PRIMAIRE,الكاف,السرس,414416,م.إ.  النور 2 ,منطقة بلدية,مدرسة ابتدائية,36.077976,9.0325759
10431101,Kasserine,KASSERINE NORD,E.P.ECH CHABBI,E.PRIMAIRE,القصرين,القصرين الشمالية,431101,م.إ. الشابي القصرين,منطقة بلدية,مدرسة ابتدائية,35.167458,8.828849
10431102,Kasserine,KASSERINE NORD,E.P.KASSERINE EST,E.PRIMAIRE,القصرين,القصرين الشمالية,431102,م.إ.  الشرقية-القصرين,منطقة بلدية,مدرسة ابتدائية,35.169842,8.836084
10431103,Kasserine,KASSERINE NORD,E.P.CITE ENNOUR 1,E.PRIMAIRE,القصرين,القصرين الشمالية,431103,م.إ.  النور1 القصرين,منطقة بلدية,مدرسة ابتدائية,35.166447,8.844675
10431104,Kasserine,KASSERINE NORD,E.P.CITE OLYMPIQUE/OUVRIERE,E.PRIMAIRE,القصرين,القصرين الشمالية,431104,م.إ.  الحي الأولمبي/العمال القصرين,منطقة بلدية,مدرسة ابتدائية,35.171099,8.806709
10431107,Kasserine,KASSERINE NORD,E.P.EL MONGUAR,E.PRIMAIRE,القصرين,القصرين الشمالية,431107,م.إ.  المنقار القصرين,منطقة بلدية,مدرسة ابتدائية,35.187653,8.786383
10431108,Kasserine,KASSERINE NORD,E.P.BOULAABA,E.PRIMAIRE,القصرين,القصرين الشمالية,431108,م.إ.  بولعابة,منطقة غير بلدية,مدرسة ابتدائية,35.246897,8.738519
10431125,Kasserine,KASSERINE NORD,E.P. DOULEB,E.PRIMAIRE,القصرين,القصرين الشمالية,431125,م.إ.  الدولاب,منطقة بلدية,مدرسة ابتدائية,35.167634,8.827824
10431128,Kasserine,KASSERINE NORD,E.P.FADHEL B.ACHOUR 1,E.PRIMAIRE,القصرين,القصرين الشمالية,431128,م.إ.  الفاضل بن عاشور 1,منطقة بلدية,مدرسة ابتدائية,35.171458,8.845153
10431129,Kasserine,KASSERINE NORD,E.P.OMAR IBN EL KHATTAB,E.PRIMAIRE,القصرين,القصرين الشمالية,431129,م.إ.  عمر ابن الخطاب,منطقة بلدية,مدرسة ابتدائية,35.166834,8.846616
10431132,Kasserine,KASSERINE NORD,E.P.EL ARICH,E.PRIMAIRE,القصرين,القصرين الشمالية,431132,م.إ. العريش,منطقة غير بلدية,مدرسة ابتدائية,35.177562,8.811141
10431138,Kasserine,KASSERINE NORD,E.P.CITE MIMOUN,E.PRIMAIRE,القصرين,القصرين الشمالية,431138,م.إ.  حي ميمون,منطقة بلدية,مدرسة ابتدائية,35.166809,8.855969
10431140,Kasserine,KASSERINE NORD,E.P.EL BASSATINE,E.PRIMAIRE,القصرين,القصرين الشمالية,431140,م.إ.  البساتين,منطقة بلدية,مدرسة ابتدائية,35.175771,8.8420397
10431141,Kasserine,KASSERINE NORD,E.P.CITE EL KARMA 1,E.PRIMAIRE,القصرين,القصرين الشمالية,431141,م.إ.  الكرمة1,منطقة بلدية,مدرسة ابتدائية,35.161083,8.843907
10431142,Kasserine,KASSERINE NORD,E.P.CITE EL MANAR,E.PRIMAIRE,القصرين,القصرين الشمالية,431142,م.إ.  حي المنار,منطقة بلدية,مدرسة ابتدائية,35.170815,8.851695
10431143,Kasserine,KASSERINE NORD,E.P.FADHEL B.ACHOUR 2,E.PRIMAIRE,القصرين,القصرين الشمالية,431143,م.إ. الفاضل بن عاشور 2,منطقة بلدية,مدرسة ابتدائية,35.169698,8.84525
10431144,Kasserine,KASSERINE NORD,E.P.CITE EL KARMA 2,E.PRIMAIRE,القصرين,القصرين الشمالية,431144,م.إ.  الكرمة 2,منطقة بلدية,مدرسة ابتدائية,35.160764,8.848438
10431145,Kasserine,KASSERINE NORD,E.P.EL FATH 3 MAHMOUD MESSAADI,E.PRIMAIRE,القصرين,القصرين الشمالية,431145,م.إ. الفتح 3 محمود المسعدي,منطقة بلدية,مدرسة ابتدائية,35.177096,8.858232
10431301,Kasserine,KASSERINE SUD,E.P.MAGDOUDECHE,E.PRIMAIRE,القصرين,القصرين الجنوبية,431301,م.إ.  مقدودش,منطقة غير بلدية,مدرسة ابتدائية,35.10796,8.745183
10431302,Kasserine,KASSERINE SUD,E.P.BOUZGUEM,E.PRIMAIRE,القصرين,القصرين الجنوبية,431302,م.إ.  بوزقام,منطقة غير بلدية,مدرسة ابتدائية,35.20912662,8.893508748
10431303,Kasserine,KASSERINE SUD,E.P.SIDI HARRATH,E.PRIMAIRE,القصرين,القصرين الجنوبية,431303,م.إ.  سيدي حراث,منطقة غير بلدية,مدرسة ابتدائية,35.240801,8.8109473
10431304,Kasserine,KASSERINE SUD,E.P.AIN NOUBA,E.PRIMAIRE,القصرين,القصرين الجنوبية,431304,م.إ.  عين نوبة,منطقة غير بلدية,مدرسة ابتدائية,35.151805,8.945976
10431305,Kasserine,KASSERINE SUD,E.P.FEJ BOUHASSINE,E.PRIMAIRE,القصرين,القصرين الجنوبية,431305,م.إ.  فج بوحسين,منطقة غير بلدية,مدرسة ابتدائية,35.228506,8.863572
10431306,Kasserine,KASSERINE SUD,E.P.BOUSSAFFA,E.PRIMAIRE,القصرين,القصرين الجنوبية,431306,م.إ.  بوصفة,منطقة غير بلدية,مدرسة ابتدائية,35.107025,8.704367
10431307,Kasserine,KASSERINE SUD,E.P.KOUDIAT MOUSSA,E.PRIMAIRE,القصرين,القصرين الجنوبية,431307,م.إ.  كدية موسى,منطقة غير بلدية,مدرسة ابتدائية,35.100583,8.726102
10431308,Kasserine,KASSERINE SUD,E.P.TORCH,E.PRIMAIRE,القصرين,القصرين الجنوبية,431308,م.إ. الطرش,منطقة غير بلدية,مدرسة ابتدائية,35.255037,8.871506
10431309,Kasserine,KASSERINE SUD,E.P.EL BRIJ,E.PRIMAIRE,القصرين,القصرين الجنوبية,431309,م.إ.  البريج,منطقة غير بلدية,مدرسة ابتدائية,35.205876,8.952146
10431310,Kasserine,KASSERINE SUD,E.P.DOGHRA,E.PRIMAIRE,القصرين,القصرين الجنوبية,431310,م.إ.  الدغرة,منطقة غير بلدية,مدرسة ابتدائية,35.145708,8.75689
10431311,Kasserine,KASSERINE SUD,E.P.AOUIJA,E.PRIMAIRE,القصرين,القصرين الجنوبية,431311,م.إ.  العويجة,منطقة غير بلدية,مدرسة ابتدائية,35.115535,8.809563
10431312,Kasserine,KASSERINE SUD,E.P.MKISSMETTE,E.PRIMAIRE,القصرين,القصرين الجنوبية,431312,م.إ. المقيسمات,منطقة غير بلدية,مدرسة ابتدائية,35.124637,8.745094
10431313,Kasserine,KASSERINE SUD,E.P.EL GOUISSEM,E.PRIMAIRE,القصرين,القصرين الجنوبية,431313,م.إ.  القواسم,منطقة غير بلدية,مدرسة ابتدائية,35.228506,8.863572
10431314,Kasserine,KASSERINE SUD,E.P.FEJ ENAAM,E.PRIMAIRE,القصرين,القصرين الجنوبية,431314,م.إ.  فج النعام,منطقة غير بلدية,مدرسة ابتدائية,35.074329,8.659048
10431315,Kasserine,KASSERINE SUD,E.P.OUESNINET,E.PRIMAIRE,القصرين,القصرين الجنوبية,431315,م.إ. وسنينت,منطقة غير بلدية,مدرسة ابتدائية,35.114119,8.844333
10431316,Kasserine,KASSERINE SUD,E.P.HENCHIR EL KASAA,E.PRIMAIRE,القصرين,القصرين الجنوبية,431316,م.إ.  هنشير القصعة,منطقة غير بلدية,مدرسة ابتدائية,35.23315844954147,8.862345814704895
10431319,Kasserine,KASSERINE SUD,E.P.EL HOUDA,E.PRIMAIRE,القصرين,القصرين الجنوبية,431319,م.إ.  الهدى,منطقة غير بلدية,مدرسة ابتدائية,35.182976,8.877344
10431322,Kasserine,KASSERINE SUD,E.P.EL METHNANIA,E.PRIMAIRE,القصرين,القصرين الجنوبية,431322,م.إ.  المثنانية,منطقة غير بلدية,مدرسة ابتدائية,35.144414,8.842217
10431323,Kasserine,KASSERINE SUD,E.P.EL GARAA,E.PRIMAIRE,القصرين,القصرين الجنوبية,431323,م.إ.  القرعة,منطقة غير بلدية,مدرسة ابتدائية,35.032247,8.624714
10431324,Kasserine,KASSERINE SUD,E.P.WACHOUACHA,E.PRIMAIRE,القصرين,القصرين الجنوبية,431324,م.إ.  الوشواشة,منطقة غير بلدية,مدرسة ابتدائية,35.62963,8.423226
10431325,Kasserine,KASSERINE SUD,E.P.EL FERCH 2,E.PRIMAIRE,القصرين,القصرين الجنوبية,431325,م.إ.  الفرش 2,منطقة غير بلدية,مدرسة ابتدائية,34.962482,8.703112
10431326,Kasserine,KASSERINE SUD,E.P.OULED H'SSINE,E.PRIMAIRE,القصرين,القصرين الجنوبية,431326,م.إ.  أولاد حسين,منطقة غير بلدية,مدرسة ابتدائية,34.962482,8.703112
10431401,Kasserine,EZZOUHOUR,E.P.EZZOUHOUR 1,E.PRIMAIRE,القصرين,الزهور,431401,م.إ.  الزهور 1,منطقة بلدية,مدرسة ابتدائية,35.161118,8.8317199
10431402,Kasserine,EZZOUHOUR,E.P.SAAD EDDINE,E.PRIMAIRE,القصرين,الزهور,431402,م.إ.  سعد الدين,منطقة بلدية,مدرسة ابتدائية,35.154603,8.8311529
10431403,Kasserine,EZZOUHOUR,E.P.EZZOUHOUR 2,E.PRIMAIRE,القصرين,الزهور,431403,م.إ.  الزهور 2,منطقة بلدية,مدرسة ابتدائية,35.161215,8.8324222
10431404,Kasserine,EZZOUHOUR,E.P.OULED BOU ALLEG,E.PRIMAIRE,القصرين,الزهور,431404,م.إ.  أولاد بوعلاق,منطقة بلدية,مدرسة ابتدائية,35.156209,8.8384735
10431405,Kasserine,EZZOUHOUR,E.P.AIN EL KHADHRA,E.PRIMAIRE,القصرين,الزهور,431405,م.إ.  عين الخضراء,منطقة غير بلدية,مدرسة ابتدائية,35.160164,8.8174059
10431501,Kasserine,HASSI FRID,E.P.2 MARS 34,E.PRIMAIRE,القصرين,حاسي الفريد,431501,م.إ.  2 مارس 34,منطقة غير بلدية,مدرسة ابتدائية,34.977991,8.9513331
10431502,Kasserine,HASSI FRID,E.P.KHANGUET ZAZIA,E.PRIMAIRE,القصرين,حاسي الفريد,431502,م.إ.  خنقة الجازية,منطقة غير بلدية,مدرسة ابتدائية,35.090439,9.1130455
10431503,Kasserine,HASSI FRID,E.P.HECHIM,E.PRIMAIRE,القصرين,حاسي الفريد,431503,م.إ.  الهشيم,منطقة غير بلدية,مدرسة ابتدائية,34.99064,9.0709173
10431504,Kasserine,HASSI FRID,E.P.KAMOUR,E.PRIMAIRE,القصرين,حاسي الفريد,431504,م.إ.  الكامور,منطقة غير بلدية,مدرسة ابتدائية,34.936092,8.809728
10431505,Kasserine,HASSI FRID,E.P.EL GOUIRA,E.PRIMAIRE,القصرين,حاسي الفريد,431505,م.إ.  القويرة,منطقة غير بلدية,مدرسة ابتدائية,35.015925,8.975602
10431506,Kasserine,HASSI FRID,E.P.MZIRAA,E.PRIMAIRE,القصرين,حاسي الفريد,431506,م.إ. المزيرعة,منطقة غير بلدية,مدرسة ابتدائية,35.087737,9.021748
10431507,Kasserine,HASSI FRID,E.P.MAGCEM TRAB,E.PRIMAIRE,القصرين,حاسي الفريد,431507,م.إ.  مقسم التراب,منطقة غير بلدية,مدرسة ابتدائية,34.845876,8.827759
10431508,Kasserine,HASSI FRID,E.P.AIN SIDI MAHMOUD,E.PRIMAIRE,القصرين,حاسي الفريد,431508,م.إ.  عين سيدي محمود,منطقة غير بلدية,مدرسة ابتدائية,34.999673,8.844349
10431509,Kasserine,HASSI FRID,E.P.SAHLA,E.PRIMAIRE,القصرين,حاسي الفريد,431509,م.إ.  الساهلة,منطقة غير بلدية,مدرسة ابتدائية,34.900729,8.972966
10431510,Kasserine,HASSI FRID,E.P.KSAR ETTOUIL,E.PRIMAIRE,القصرين,حاسي الفريد,431510,م.إ.  قصر الطويل,منطقة غير بلدية,مدرسة ابتدائية,34.866023,8.91208
10431511,Kasserine,HASSI FRID,E.P.LBIBETT,E.PRIMAIRE,القصرين,حاسي الفريد,431511,م.إ.  اللبيبات,منطقة غير بلدية,مدرسة ابتدائية,34.997424,9.120661
10431512,Kasserine,HASSI FRID,E.P.FARCH,E.PRIMAIRE,القصرين,حاسي الفريد,431512,م.إ.  الفرش,منطقة غير بلدية,مدرسة ابتدائية,34.925412,8.73545
10431513,Kasserine,HASSI FRID,E.P.EL M'HAFIR,E.PRIMAIRE,القصرين,حاسي الفريد,431513,م.إ.  المحافير,منطقة غير بلدية,مدرسة ابتدائية,34.944452,8.9068052
10431514,Kasserine,HASSI FRID,E.P.AIN SALEM,E.PRIMAIRE,القصرين,حاسي الفريد,431514,م.إ.  عين سالم,منطقة غير بلدية,مدرسة ابتدائية,34.96868,9.014422
10431515,Kasserine,HASSI FRID,E.P.ESSOUDEN,E.PRIMAIRE,القصرين,حاسي الفريد,431515,م.إ.  السودان,منطقة غير بلدية,مدرسة ابتدائية,34.821276,8.875551
10431516,Kasserine,HASSI FRID,E.P.EL FEKKA,E.PRIMAIRE,القصرين,حاسي الفريد,431516,م.إ. الفكة,منطقة غير بلدية,مدرسة ابتدائية,34.857885,8.762358
10431517,Kasserine,HASSI FRID,E.P.JEBEL EL KHARROUB,E.PRIMAIRE,القصرين,حاسي الفريد,431517,م.إ.  جبل الخروب,منطقة غير بلدية,مدرسة ابتدائية,35.057375,9.017493
10431518,Kasserine,HASSI FRID,E.P.REMILA,E.PRIMAIRE,القصرين,حاسي الفريد,431518,م.إ.  الرميلة,منطقة غير بلدية,مدرسة ابتدائية,35.120239,9.028372
