code_etablissement,CRE,delegation,nom_etablissement,Type,cre_ar,delagation_ar,code_auto,nom_etablissement_ar,region_ar,cycle_ar,Latitude initiale,Longitude initiale
10410920,Kef,EL KEF EST,E.P.SALAH BAHRI,E.PRIMAIRE,الكاف,الكاف الشرقية,410920,م.إ.  صالح البحري,منطقة غير بلدية,مدرسة ابتدائية,36.177516,8.9337463
10410924,Kef,EL KEF EST,E.P.CITE YOUGHORTA,E.PRIMAIRE,الكاف,الكاف الشرقية,410924,م.إ.  حي يوغرطة,منطقة بلدية,مدرسة ابتدائية,36.179945,8.7285159
10410926,Kef,EL KEF EST,E.P.IBN KHALDOUN ,E.PRIMAIRE,الكاف,الكاف الشرقية,410926,م.إ.  ابن خلدون,منطقة بلدية,مدرسة ابتدائية,36.174396,8.7143979
10410927,Kef,EL KEF EST,E.P.JEBEL EL KBOUCH,E.PRIMAIRE,الكاف,الكاف الشرقية,410927,م.إ.  جبل كبوش,منطقة غير بلدية,مدرسة ابتدائية,36.220321,8.8985707
10410930,Kef,EL KEF EST,E.P.SIDI MANSOUR,E.PRIMAIRE,الكاف,الكاف الشرقية,410930,م.إ.  سيدي منصور,منطقة غير بلدية,مدرسة ابتدائية,36.196499,8.7276229
10410931,Kef,EL KEF EST,E.P.BOUJRIDA,E.PRIMAIRE,الكاف,الكاف الشرقية,410931,م.إ.  بوجريدة,منطقة غير بلدية,مدرسة ابتدائية,36.19053,8.8162534
10410933,Kef,EL KEF EST,E.P.FRECHICHE,E.PRIMAIRE,الكاف,الكاف الشرقية,410933,م.إ.  الفراشيش,منطقة غير بلدية,مدرسة ابتدائية,36.145066,8.8762393
10411001,Kef,EL KEF OUEST,E.P.BARNOUSSA,E.PRIMAIRE,الكاف,الكاف الغربية,411001,م.إ.  برنوصة,منطقة بلدية,مدرسة ابتدائية,8.690717143039079,8.690717143039079
10411002,Kef,EL KEF OUEST,E.P.SEMMENA,E.PRIMAIRE,الكاف,الكاف الغربية,411002,م.إ. السمانة,منطقة غير بلدية,مدرسة ابتدائية,36.107513,8.686548
10411003,Kef,EL KEF OUEST,E.P.SIDI AMOR B ZEGHID,E.PRIMAIRE,الكاف,الكاف الغربية,411003,م.إ.  سيدي عمر بن زغيد,منطقة غير بلدية,مدرسة ابتدائية,36.159777,8.639621
10411004,Kef,EL KEF OUEST,E.P.HAMMAM MELLEGUE,E.PRIMAIRE,الكاف,الكاف الغربية,411004,م.إ.  حمام ملاق,منطقة غير بلدية,مدرسة ابتدائية,36.180836,8.566612
10411005,Kef,EL KEF OUEST,E.P.ENNAIMA,E.PRIMAIRE,الكاف,الكاف الغربية,411005,م.إ.  النعيمة,منطقة غير بلدية,مدرسة ابتدائية,36.10849,8.598153
10411006,Kef,EL KEF OUEST,E.P.CITE BASSATINE,E.PRIMAIRE,الكاف,الكاف الغربية,411006,م.إ.  حي البساتين ,منطقة بلدية,مدرسة ابتدائية,36.164131,8.697692
10411007,Kef,EL KEF OUEST,E.P.CITE TAIEB MHIRI,E.PRIMAIRE,الكاف,الكاف الغربية,411007,م.إ.  حي الطيب المهيري ,منطقة بلدية,مدرسة ابتدائية,36.160059,8.692928
10411008,Kef,EL KEF OUEST,E.P.SOUANI EL ANEB 1,E.PRIMAIRE,الكاف,الكاف الغربية,411008,م.إ.  سواني العنب1,منطقة بلدية,مدرسة ابتدائية,36.167353,8.696942
10411009,Kef,EL KEF OUEST,E.P.HARROUCH-CITE EL OUNS,E.PRIMAIRE,الكاف,الكاف الغربية,411009,م.إ.  حروش- حي الأنس,منطقة بلدية,مدرسة ابتدائية,36.161457,8.71185
10411010,Kef,EL KEF OUEST,E.P.KARDMI,E.PRIMAIRE,الكاف,الكاف الغربية,411010,م.إ.   الكردمي,منطقة غير بلدية,مدرسة ابتدائية,36.157204,8.693641
10411011,Kef,EL KEF OUEST,E.P.SOUANI EL ANEB 2,E.PRIMAIRE,الكاف,الكاف الغربية,411011,م.إ.  سواني العنب 2 ,منطقة بلدية,مدرسة ابتدائية,36.164197,8.69049
10411201,Kef,NEBEUR,E.P.NEBEUR VILLAGE,E.PRIMAIRE,الكاف,نبر,411201,م.إ.   القرية نبر,منطقة بلدية,مدرسة ابتدائية,36.294699,8.765248
10411202,Kef,NEBEUR,E.P.SOUD MELLEGUE,E.PRIMAIRE,الكاف,نبر,411202,م.إ.  سد ملاق,منطقة غير بلدية,مدرسة ابتدائية,36.31999932,8.706950465
10411203,Kef,NEBEUR,E.P.GHANJETA,E.PRIMAIRE,الكاف,نبر,411203,م.إ.  غنجاتة,منطقة غير بلدية,مدرسة ابتدائية,36.384423,8.761354
10411205,Kef,NEBEUR,E.P.SIDI KHIAR,E.PRIMAIRE,الكاف,نبر,411205,م.إ.  سيدي خيار نبر,منطقة غير بلدية,مدرسة ابتدائية,36.355024,8.790906
10411206,Kef,NEBEUR,E.P.OUED EL KEDIM,E.PRIMAIRE,الكاف,نبر,411206,م.إ.  الوادي القديم,منطقة غير بلدية,مدرسة ابتدائية,36.248834,8.912021
10411207,Kef,NEBEUR,E.P.TELL GHOZLANE,E.PRIMAIRE,الكاف,نبر,411207,م.إ.  تل الغزلان,منطقة غير بلدية,مدرسة ابتدائية,36.40382095,8.888393472
10411208,Kef,NEBEUR,E.P.AIN EL HENCHIR,E.PRIMAIRE,الكاف,نبر,411208,م.إ.  عين الهنشير,منطقة غير بلدية,مدرسة ابتدائية,36.384929,8.838774
10411209,Kef,NEBEUR,E.P.EL MAHASSEN,E.PRIMAIRE,الكاف,نبر,411209,م.إ.  المغاسل,منطقة غير بلدية,مدرسة ابتدائية,36.26536,8.811549
10411212,Kef,NEBEUR,E.P.CHETATLA,E.PRIMAIRE,الكاف,نبر,411212,م.إ.  الشتاتلة,منطقة غير بلدية,مدرسة ابتدائية,36.36917,8.9687353
10411213,Kef,NEBEUR,E.P.JEHINI,E.PRIMAIRE,الكاف,نبر,411213,م.إ.  الجهيني,منطقة غير بلدية,مدرسة ابتدائية,36.287706,8.959151
10411215,Kef,NEBEUR,E.P.KSAR LAHMAR,E.PRIMAIRE,الكاف,نبر,411215,م.إ.  القصر الأحمر,منطقة غير بلدية,مدرسة ابتدائية,36.345958,8.857405
10411216,Kef,NEBEUR,E.P.MARKEZ BOUZID,E.PRIMAIRE,الكاف,نبر,411216,م.إ.  مركز بوزيد,منطقة غير بلدية,مدرسة ابتدائية,36.319795,8.896658
10411217,Kef,NEBEUR,E.P.EL HARA,E.PRIMAIRE,الكاف,نبر,411217,م.إ.  الحارة,منطقة غير بلدية,مدرسة ابتدائية,36.301332,8.859985
10411218,Kef,NEBEUR,E.P.CITE ENNASR,E.PRIMAIRE,الكاف,نبر,411218,م.إ.  حي النصر نبر,منطقة بلدية,مدرسة ابتدائية,36.302542,8.774435
10411220,Kef,NEBEUR,E.P.ECHEIBET,E.PRIMAIRE,الكاف,نبر,411220,م.إ.  الشعيبات,منطقة غير بلدية,مدرسة ابتدائية,36.360793,8.915709
10411221,Kef,NEBEUR,E.P.KHADAIJIA,E.PRIMAIRE,الكاف,نبر,411221,م.إ.  الخدايجية,منطقة غير بلدية,مدرسة ابتدائية,36.331162,8.816347
10411222,Kef,NEBEUR,E.P.SARKOUNA 1,E.PRIMAIRE,الكاف,نبر,411222,م.إ.  سركونة 1,منطقة غير بلدية,مدرسة ابتدائية,36.225918,8.732756
10411223,Kef,NEBEUR,E.P.SARKOUNA 2,E.PRIMAIRE,الكاف,نبر,411223,م.إ.  سركونة 2,منطقة غير بلدية,مدرسة ابتدائية,36.240532,8.779501
10411225,Kef,NEBEUR,E.P.ECHTATLA 2,E.PRIMAIRE,الكاف,نبر,411225,م.إ. الشتاتلة 2,منطقة غير بلدية,مدرسة ابتدائية,36.22904,8.58711
10411204,Kef,TOUIREF,E.P.TOUIREUF,E.PRIMAIRE,الكاف,الطويرف,411204,م.إ.  الطويرف,منطقة بلدية,مدرسة ابتدائية,36.340064,8.5796428
10411210,Kef,TOUIREF,E.P.ARGOUB LAHRECH,E.PRIMAIRE,الكاف,الطويرف,411210,م.إ.  العرقوب الأحرش طريق الطويرف,منطقة غير بلدية,مدرسة ابتدائية,36.378824,8.708696
10411211,Kef,TOUIREF,E.P.BIR BEN CHERIFA,E.PRIMAIRE,الكاف,الطويرف,411211,م.إ.  بئر بن شريفة,منطقة غير بلدية,مدرسة ابتدائية,36.35421,8.644818
10411214,Kef,TOUIREF,E.P.OUELJET ESSEDRA,E.PRIMAIRE,الكاف,الطويرف,411214,م.إ.  ولجة السدرة,منطقة غير بلدية,مدرسة ابتدائية,36.398706,8.5501
10411219,Kef,TOUIREF,E.P.EL ADHIAB,E.PRIMAIRE,الكاف,الطويرف,411219,م.إ.  الأذياب,منطقة غير بلدية,مدرسة ابتدائية,36.378375,8.678934
10411224,Kef,TOUIREF,E.P.TOUIREF AH'IA,E.PRIMAIRE,الكاف,الطويرف,411224,م.إ.  أحياء الطويرف,منطقة بلدية,مدرسة ابتدائية,36.360683,8.602345
10411401,Kef,SAKIET SIDI YOUSSEF,E.P.SAKIET 8/2/1958,E.PRIMAIRE,الكاف,ساقية سيدي يوسف,411401,م.إ.  58/2/8الساقية,منطقة بلدية,مدرسة ابتدائية,36.22373,8.356942
10411402,Kef,SAKIET SIDI YOUSSEF,E.P.2 MARS 34,E.PRIMAIRE,الكاف,ساقية سيدي يوسف,411402,م.إ.  34/3/2الساقية,منطقة بلدية,مدرسة ابتدائية,36.224869,8.352339
10411403,Kef,SAKIET SIDI YOUSSEF,E.P.AIN GUETTAR,E.PRIMAIRE,الكاف,ساقية سيدي يوسف,411403,م.إ.  عين القطار,منطقة غير بلدية,مدرسة ابتدائية,36.226237,8.45013
10411404,Kef,SAKIET SIDI YOUSSEF,E.P.AIN OUM SBOO,E.PRIMAIRE,الكاف,ساقية سيدي يوسف,411404,م.إ.  عين أم الصبع,منطقة غير بلدية,مدرسة ابتدائية,36.277912,8.451028
10411407,Kef,SAKIET SIDI YOUSSEF,E.P.GARGOUR,E.PRIMAIRE,الكاف,ساقية سيدي يوسف,411407,م.إ.   قرقور,منطقة غير بلدية,مدرسة ابتدائية,36.333102,8.519714
10411408,Kef,SAKIET SIDI YOUSSEF,E.P.DHRAA EL BATTOUM,E.PRIMAIRE,الكاف,ساقية سيدي يوسف,411408,م.إ. ذراع البطوم,منطقة غير بلدية,مدرسة ابتدائية,36.177711,8.390774
10411409,Kef,SAKIET SIDI YOUSSEF,E.P.SIDI RABEH,E.PRIMAIRE,الكاف,ساقية سيدي يوسف,411409,م.إ.  سيدي رابح,منطقة غير بلدية,مدرسة ابتدائية,36.032391,8.341781
10411410,Kef,SAKIET SIDI YOUSSEF,E.P.SIDI LOUHICHI,E.PRIMAIRE,الكاف,ساقية سيدي يوسف,411410,م.إ.  سيدي الوحيشي,منطقة غير بلدية,مدرسة ابتدائية,36.217414,8.429234
10411411,Kef,SAKIET SIDI YOUSSEF,E.P.HABIB THAMEUR,E.PRIMAIRE,الكاف,ساقية سيدي يوسف,411411,م.إ.  الحبيبب ثامر,منطقة غير بلدية,مدرسة ابتدائية,36.127777,8.431662
10411412,Kef,SAKIET SIDI YOUSSEF,E.P.TABIA PAR SAKIET,E.PRIMAIRE,الكاف,ساقية سيدي يوسف,411412,م.إ.  الطابية,منطقة غير بلدية,مدرسة ابتدائية,36.030512,8.455744
10411413,Kef,SAKIET SIDI YOUSSEF,E.P.HZIM PAR SAKIET,E.PRIMAIRE,الكاف,ساقية سيدي يوسف,411413,م.إ.  الحزيم,منطقة غير بلدية,مدرسة ابتدائية,36.256272,8.538945
10411414,Kef,SAKIET SIDI YOUSSEF,E.P.AIN MAZER,E.PRIMAIRE,الكاف,ساقية سيدي يوسف,411414,م.إ.  عين مازر,منطقة غير بلدية,مدرسة ابتدائية,36.294022,8.40331
10411415,Kef,SAKIET SIDI YOUSSEF,E.P.HENCHIR EL KSAR,E.PRIMAIRE,الكاف,ساقية سيدي يوسف,411415,م.إ.  هنشير القصر,منطقة غير بلدية,مدرسة ابتدائية,36.073722,8.379093
10411416,Kef,SAKIET SIDI YOUSSEF,E.P.SAKIET MINE,E.PRIMAIRE,الكاف,ساقية سيدي يوسف,411416,م.إ.  المنجم,منطقة غير بلدية,مدرسة ابتدائية,36.208175,8.36107
10411417,Kef,SAKIET SIDI YOUSSEF,E.P.EL KHARROUBA,E.PRIMAIRE,الكاف,ساقية سيدي يوسف,411417,م.إ.  الخروبة,منطقة غير بلدية,مدرسة ابتدائية,36.336459,8.388923
10411418,Kef,SAKIET SIDI YOUSSEF,E.P.EL HOFRA,E.PRIMAIRE,الكاف,ساقية سيدي يوسف,411418,م.إ.  الحفرة,منطقة غير بلدية,مدرسة ابتدائية,36.244332,8.470626
10411420,Kef,SAKIET SIDI YOUSSEF,E.P.AIN N'CHIMA,E.PRIMAIRE,الكاف,ساقية سيدي يوسف,411420,م.إ. عين النشيمة,منطقة غير بلدية,مدرسة ابتدائية,36.304763,8.462838
10411901,Kef,TAJEROUINE,E.P.AV BOURGUIBA,E.PRIMAIRE,الكاف,تاجروين,411901,م.إ.  شارع بورقيبة,منطقة بلدية,مدرسة ابتدائية,35.890208,8.553472
10411902,Kef,TAJEROUINE,E.P.LA  MONTAGNE,E.PRIMAIRE,الكاف,تاجروين,411902,م.إ. نهج الجبل ,منطقة بلدية,مدرسة ابتدائية,35.890021,8.553566
10411903,Kef,TAJEROUINE,E.P.EN NAJAH,E.PRIMAIRE,الكاف,تاجروين,411903,م.إ.  النجاح ,منطقة بلدية,مدرسة ابتدائية,35.897037,8.552409
10411904,Kef,TAJEROUINE,E.P.TAJEROUINE GARE,E.PRIMAIRE,الكاف,تاجروين,411904,م.إ. المحطة ,منطقة بلدية,مدرسة ابتدائية,35.852338,8.54445
10411909,Kef,TAJEROUINE,E.P.SIDI MTIR,E.PRIMAIRE,الكاف,تاجروين,411909,م.إ. سيدي مطير,منطقة غير بلدية,مدرسة ابتدائية,36.055998,8.606111
10411911,Kef,TAJEROUINE,E.P.SEBIAT,E.PRIMAIRE,الكاف,تاجروين,411911,م.إ.  السبيعات,منطقة بلدية,مدرسة ابتدائية,35.862618,8.585262
10411913,Kef,TAJEROUINE,E.P.MENZEL SALEM,E.PRIMAIRE,الكاف,تاجروين,411913,م.إ.  منزل سالم,منطقة بلدية,مدرسة ابتدائية,35.856227,8.4756574
10411916,Kef,TAJEROUINE,E.P.BIR NAKHLA,E.PRIMAIRE,الكاف,تاجروين,411916,م.إ.  بئرالنخلة,منطقة غير بلدية,مدرسة ابتدائية,36.031978,8.646519
10411917,Kef,TAJEROUINE,E.P.BOUYAGOUM,E.PRIMAIRE,الكاف,تاجروين,411917,م.إ.  بوياقوم,منطقة غير بلدية,مدرسة ابتدائية,36.039525,8.531325
10411920,Kef,TAJEROUINE,E.P.JEZZA,E.PRIMAIRE,الكاف,تاجروين,411920,م.إ.  جزة,منطقة غير بلدية,مدرسة ابتدائية,35.964813,8.6241356
10411924,Kef,TAJEROUINE,E.P.SIDI MTIR NAJET,E.PRIMAIRE,الكاف,تاجروين,411924,م.إ.  سيدي مطير النجاة,منطقة غير بلدية,مدرسة ابتدائية,36.081866,8.648714
10411925,Kef,TAJEROUINE,E.P.GARN HALFAYA,E.PRIMAIRE,الكاف,تاجروين,411925,م.إ. قرن الحلفاية,منطقة غير بلدية,مدرسة ابتدائية,36.002851,8.498901
10411926,Kef,TAJEROUINE,E.P.AIN MRADA,E.PRIMAIRE,الكاف,تاجروين,411926,م.إ. عين مرادة,منطقة غير بلدية,مدرسة ابتدائية,35.904611,8.632952
10411927,Kef,TAJEROUINE,E.P.BIR KHEDHER,E.PRIMAIRE,الكاف,تاجروين,411927,م.إ.  بئر خذر,منطقة بلدية,مدرسة ابتدائية,35.95658,8.514029
10411928,Kef,TAJEROUINE,E.P.FEJ MJALED,E.PRIMAIRE,الكاف,تاجروين,411928,م.إ.  فج مجالد,منطقة غير بلدية,مدرسة ابتدائية,35.988776,8.576167
10411930,Kef,TAJEROUINE,E.P.SMAALA,E.PRIMAIRE,الكاف,تاجروين,411930,م.إ.  السماعلة,منطقة غير بلدية,مدرسة ابتدائية,35.929932,8.653812
10411931,Kef,TAJEROUINE,E.P.KHANGUET EL ATACH,E.PRIMAIRE,الكاف,تاجروين,411931,م.إ.  خنقة العطش,منطقة غير بلدية,مدرسة ابتدائية,35.943729,8.703485
10411932,Kef,TAJEROUINE,E.P.BORJ DIOUANA,E.PRIMAIRE,الكاف,تاجروين,411932,م.إ.  برج الديوانة,منطقة غير بلدية,مدرسة ابتدائية,35.956827,8.3980485
10411933,Kef,TAJEROUINE,E.P.BOUGHALLABA,E.PRIMAIRE,الكاف,تاجروين,411933,م.إ.  بوغلابة,منطقة بلدية,مدرسة ابتدائية,35.921088,8.577606
10411935,Kef,TAJEROUINE,E.P.2 MARS 34,E.PRIMAIRE,الكاف,تاجروين,411935,م.إ.  34/3/2تاجروين,منطقة بلدية,مدرسة ابتدائية,35.893859,8.544663
10411936,Kef,TAJEROUINE,E.P.CITE SAKIA,E.PRIMAIRE,الكاف,تاجروين,411936,م.إ.  حي الساقية,منطقة بلدية,مدرسة ابتدائية,35.884065,8.545024
10411939,Kef,TAJEROUINE,E.P.CITE TAIEB MHIRI,E.PRIMAIRE,الكاف,تاجروين,411939,م.إ.  حي الطيب المهيري,منطقة بلدية,مدرسة ابتدائية,35.884053,8.556264
10411940,Kef,TAJEROUINE,E.P.ECHAMMEM,E.PRIMAIRE,الكاف,تاجروين,411940,م.إ. الشمام,منطقة غير بلدية,مدرسة ابتدائية,35.971799,8.648396
10411941,Kef,TAJEROUINE,E.P.SADDIN,E.PRIMAIRE,الكاف,تاجروين,411941,م.إ.  صدين,منطقة غير بلدية,مدرسة ابتدائية,36.074138,8.522534
10411942,Kef,TAJEROUINE,E.P.EL GHRAIRA-2 MARS 34,E.PRIMAIRE,الكاف,تاجروين,411942,م.إ.  الغرايرية-2 مارس 34,منطقة غير بلدية,مدرسة ابتدائية,35.909506,8.400495
10412101,Kef,JERISSA,E.P.JERISSA MINE,E.PRIMAIRE,الكاف,الجريصة,412101,م.إ.  المنجم الجريصة,منطقة بلدية,مدرسة ابتدائية,35.844318,8.6419986
10412102,Kef,JERISSA,E.P.AIN GARSA,E.PRIMAIRE,الكاف,الجريصة,412102,م.إ.  عين القارصة,منطقة بلدية,مدرسة ابتدائية,35.821553,8.6293526
10412103,Kef,JERISSA,E.P.OUM KLIL,E.PRIMAIRE,الكاف,الجريصة,412103,م.إ.  أم الكليل,منطقة بلدية,مدرسة ابتدائية,35.84175,8.5959351
10412104,Kef,JERISSA,E.P.ENNAIEM,E.PRIMAIRE,الكاف,الجريصة,412104,م.إ.  النعايم,منطقة بلدية,مدرسة ابتدائية,35.799832,8.6267992
10412105,Kef,JERISSA,E.P.FEJ ETTAMR,E.PRIMAIRE,الكاف,الجريصة,412105,م.إ.  فج التمر,منطقة بلدية,مدرسة ابتدائية,35.878027,8.710353
10412106,Kef,JERISSA,E.P.HAYADRA,E.PRIMAIRE,الكاف,الجريصة,412106,م.إ.  الحيادرة,منطقة بلدية,مدرسة ابتدائية,35.871351,8.6512735
10412107,Kef,JERISSA,E.P.CITE DES INGENIEURS,E.PRIMAIRE,الكاف,الجريصة,412107,م.إ. حي المهندسين,منطقة بلدية,مدرسة ابتدائية,35.842156,8.6334566
10412108,Kef,JERISSA,E.P.PLACE DU MARCHE,E.PRIMAIRE,الكاف,الجريصة,412108,م.إ.  بطحاء السوق,منطقة بلدية,مدرسة ابتدائية,35.844773,8.629809
10412109,Kef,JERISSA,E.P.GORRAIA,E.PRIMAIRE,الكاف,الجريصة,412109,م.إ. القراعية,منطقة بلدية,مدرسة ابتدائية,35.8189,8.6645494
10412111,Kef,JERISSA,E.P.AIN ZARGUA,E.PRIMAIRE,الكاف,الجريصة,412111,م.إ.  عين الزرقاء,منطقة بلدية,مدرسة ابتدائية,35.840664,8.7254644
10412112,Kef,JERISSA,E.P.ALI BELHOUANE,E.PRIMAIRE,الكاف,الجريصة,412112,م.إ.  علي بلهوان,منطقة بلدية,مدرسة ابتدائية,35.842694,8.6488035
10412113,Kef,JERISSA,E.P.14 JANVIER 2011 JERISSA,E.PRIMAIRE,الكاف,الجريصة,412113,م.إ.  14 جانفي 2011 الجريصة,منطقة بلدية,مدرسة ابتدائية,35.847795,8.6263425
10412401,Kef,KALAAT SENAN,E.P.2 MARS 34,E.PRIMAIRE,الكاف,قلعة سنان,412401,م.إ.  34/3/2قلعة سنان,منطقة بلدية,مدرسة ابتدائية,35.768094,8.3420215
10412402,Kef,KALAAT SENAN,E.P.EN NASR,E.PRIMAIRE,الكاف,قلعة سنان,412402,م.إ.  النصر ,منطقة بلدية,مدرسة ابتدائية,35.765889,8.3424819
10412403,Kef,KALAAT SENAN,E.P.KT SENAN MINE,E.PRIMAIRE,الكاف,قلعة سنان,412403,م.إ.  المنجم ,منطقة غير بلدية,مدرسة ابتدائية,35.746125,8.3652318
10412404,Kef,KALAAT SENAN,E.P.BOUJABEUR,E.PRIMAIRE,الكاف,قلعة سنان,412404,م.إ.  بوجابر,منطقة غير بلدية,مدرسة ابتدائية,35.743751,8.300638
10412405,Kef,KALAAT SENAN,E.P.MAHJOUBA,E.PRIMAIRE,الكاف,قلعة سنان,412405,م.إ.  المحجوبة,منطقة غير بلدية,مدرسة ابتدائية,35.809944,8.5028002
10412406,Kef,KALAAT SENAN,E.P.REBIBA,E.PRIMAIRE,الكاف,قلعة سنان,412406,م.إ.  الربيبة,منطقة غير بلدية,مدرسة ابتدائية,35.795102,8.3784836
10412407,Kef,KALAAT SENAN,E.P.EL FELTA,E.PRIMAIRE,الكاف,قلعة سنان,412407,م.إ.  الفالتة,منطقة غير بلدية,مدرسة ابتدائية,35.901782,8.3050451
10412408,Kef,KALAAT SENAN,E.P.AIN ANEG,E.PRIMAIRE,الكاف,قلعة سنان,412408,م.إ.  عين عناق,منطقة غير بلدية,مدرسة ابتدائية,35.701995,8.3979382
10412409,Kef,KALAAT SENAN,E.P.H'MAIMA,E.PRIMAIRE,الكاف,قلعة سنان,412409,م.إ.  الحميمة,منطقة غير بلدية,مدرسة ابتدائية,35.904157,8.3654989
10412410,Kef,KALAAT SENAN,E.P.OUED BOUSALAH,E.PRIMAIRE,الكاف,قلعة سنان,412410,م.إ.  واد بوصالح,منطقة غير بلدية,مدرسة ابتدائية,35.782367,8.4155375
10412411,Kef,KALAAT SENAN,E.P.BIR HAMIDA,E.PRIMAIRE,الكاف,قلعة سنان,412411,م.إ.  بئر حميدة,منطقة غير بلدية,مدرسة ابتدائية,35.804306,8.2898888
10412412,Kef,KALAAT SENAN,E.P.BOUHERAOUA,E.PRIMAIRE,الكاف,قلعة سنان,412412,م.إ.  بوهراوة,منطقة غير بلدية,مدرسة ابتدائية,35.773362,8.5196131
10412414,Kef,KALAAT SENAN,E.P.OULED BRAHIM,E.PRIMAIRE,الكاف,قلعة سنان,412414,م.إ.  أولاد ابراهيم,منطقة غير بلدية,مدرسة ابتدائية,35.850334,8.3495493
10412415,Kef,KALAAT SENAN,E.P.Kt SINAN JEDIDA,E.PRIMAIRE,الكاف,قلعة سنان,412415,م.إ.  الجديدة,منطقة بلدية,مدرسة ابتدائية,35.763322,8.3393354
10412416,Kef,KALAAT SENAN,E.P.CITE DU STADE,E.PRIMAIRE,الكاف,قلعة سنان,412416,م.إ.  حي الملعب,منطقة بلدية,مدرسة ابتدائية,35.783361,8.3495235
10412601,Kef,KALAA KHASBA,E.P.ENNADHOUR,E.PRIMAIRE,الكاف,القلعة الخصبة,412601,م.إ.  الناظور,منطقة غير بلدية,مدرسة ابتدائية,35.736181,8.5068371
10412602,Kef,KALAA KHASBA,E.P.KT SENAN MINE,E.PRIMAIRE,الكاف,القلعة الخصبة,412602,م.إ.  المنجم ,منطقة بلدية,مدرسة ابتدائية,35.663935,8.5864406
10412603,Kef,KALAA KHASBA,E.P.ESSOLAA,E.PRIMAIRE,الكاف,القلعة الخصبة,412603,م.إ.  الصلع,منطقة غير بلدية,مدرسة ابتدائية,35.69656,8.5595061
10412604,Kef,KALAA KHASBA,E.P.EL KODAH,E.PRIMAIRE,الكاف,القلعة الخصبة,412604,م.إ.  القدح,منطقة غير بلدية,مدرسة ابتدائية,35.716165,8.4304156
10412605,Kef,KALAA KHASBA,E.P.SIDI AHMED SALAH,E.PRIMAIRE,الكاف,القلعة الخصبة,412605,م.إ.  سيدي احمد الصالح,منطقة غير بلدية,مدرسة ابتدائية,35.739378,8.5789957
10412606,Kef,KALAA KHASBA,E.P.K.KHASBA VILLAGE,E.PRIMAIRE,الكاف,القلعة الخصبة,412606,م.إ.  القرية ,منطقة بلدية,مدرسة ابتدائية,35.659755,8.5858894
10412608,Kef,KALAA KHASBA,E.P.EL HAMAZIA,E.PRIMAIRE,الكاف,القلعة الخصبة,412608,م.إ. الحمايزية,منطقة غير بلدية,مدرسة ابتدائية,35.676987,8.5093533
10412901,Kef,DAHMANI,E.P.CHAKER,E.PRIMAIRE,الكاف,الدهماني,412901,م.إ.  شاكر ,منطقة بلدية,مدرسة ابتدائية,35.942704,8.8293952
10412902,Kef,DAHMANI,E.P.2 MARS 34,E.PRIMAIRE,الكاف,الدهماني,412902,م.إ.  34/3/2,منطقة بلدية,مدرسة ابتدائية,35.936518,8.8220336
10412903,Kef,DAHMANI,E.P.AV BOURGUIBA,E.PRIMAIRE,الكاف,الدهماني,412903,م.إ.  شارع بورقيبة,منطقة بلدية,مدرسة ابتدائية,35.94328,8.8292229
10412904,Kef,DAHMANI,E.P.INTILAK,E.PRIMAIRE,الكاف,الدهماني,412904,م.إ.  الإنطلاق,منطقة بلدية,مدرسة ابتدائية,35.945403,8.8343283
10412905,Kef,DAHMANI,E.P.ABIDA,E.PRIMAIRE,الكاف,الدهماني,412905,م.إ.  عبيدة,منطقة غير بلدية,مدرسة ابتدائية,35.994973,8.7227783
10412906,Kef,DAHMANI,E.P.ADISSI,E.PRIMAIRE,الكاف,الدهماني,412906,م.إ. العديسي,منطقة غير بلدية,مدرسة ابتدائية,36.015719,8.8064527
10412907,Kef,DAHMANI,E.P.MESKHIA GARE,E.PRIMAIRE,الكاف,الدهماني,412907,م.إ.   محطة الماسخية,منطقة غير بلدية,مدرسة ابتدائية,35.913229,8.7408542
10412908,Kef,DAHMANI,E.P.ZOUARINE,E.PRIMAIRE,الكاف,الدهماني,412908,م.إ. الزوارين,منطقة غير بلدية,مدرسة ابتدائية,36.023094,8.9045627
10412909,Kef,DAHMANI,E.P.ETTOUABAA,E.PRIMAIRE,الكاف,الدهماني,412909,م.إ.  التوابع,منطقة غير بلدية,مدرسة ابتدائية,35.979355,8.8883985
10412910,Kef,DAHMANI,E.P.ZELLIGA,E.PRIMAIRE,الكاف,الدهماني,412910,م.إ.  الزليقة,منطقة غير بلدية,مدرسة ابتدائية,35.886684,8.8288456
10412911,Kef,DAHMANI,E.P.SIDI BARAKET,E.PRIMAIRE,الكاف,الدهماني,412911,م.إ.  سيدي بركات,منطقة غير بلدية,مدرسة ابتدائية,35.827395,8.7918105
10412912,Kef,DAHMANI,E.P.CHARKET SABOUN,E.PRIMAIRE,الكاف,الدهماني,412912,م.إ. شركة الصابون,منطقة غير بلدية,مدرسة ابتدائية,36.06692,8.7539693
10412913,Kef,DAHMANI,E.P.MEDAINA,E.PRIMAIRE,الكاف,الدهماني,412913,م.إ.  المدينة,منطقة غير بلدية,مدرسة ابتدائية,35.877338,8.782987
10412914,Kef,DAHMANI,E.P.SIDI AMOR,E.PRIMAIRE,الكاف,الدهماني,412914,م.إ.  سيدي عمر,منطقة غير بلدية,مدرسة ابتدائية,35.946739,8.8614211
