"anio","codigo_establecimiento","codigo_departamento","nombre_departamento","codigo_distrito","nombre_distrito","codigo_zona","nombre_zona","codigo_barrio_localidad","nombre_barrio_localidad","codigo_institucion","nombre_institucion","sector_o_tipo_gestion","anho_cod_geo","primer_grado_hombre","primer_grado_mujer","segundo_grado_hombre","segundo_grado_mujer","tercer_grado_hombre","tercer_grado_mujer","cuarto_grado_hombre","cuarto_grado_mujer","quinto_grado_hombre","quinto_grado_mujer","sexto_grado_hombre","sexto_grado_mujer","septimo_grado_hombre","septimo_grado_mujer","octavo_grado_hombre","octavo_grado_mujer","noveno_grado_hombre","noveno_grado_mujer","total_matriculados_hombre","total_matriculados_mujer"
"2012","1702021","17","ALTO PARAGUAY","1705","CARMELO PERALTA","6","RURAL","1705200","ISLA MARGARITA","12388","7073 SAN MIGUEL","OFICIAL","2012","13","8","7","6","7","13","0","0","0","0","0","0","0","0","0","0","0","0","27","27"
"2012","1702024","17","ALTO PARAGUAY","1705","CARMELO PERALTA","6","RURAL","1705130","COM INDIG GUIDA ICHAI","15360","7404 JNACOIDE DOSAPEI","OFICIAL","2012","0","0","0","0","5","0","3","6","0","0","2","4","0","0","0","0","0","0","10","10"
"2012","1702011","17","ALTO PARAGUAY","1705","CARMELO PERALTA","6","RURAL","1705225","PUERTO SASTRE - LA ESPERANZA SUB-URBANO","8439","96 ALEJO GARCIA","OFICIAL","2012","12","7","14","3","11","14","9","9","8","10","5","9","0","0","0","0","0","0","59","52"
"2012","1702009","17","ALTO PARAGUAY","1705","CARMELO PERALTA","1","URBANA","1705003","SAN BLAS","8859","CAPITAN MARCIAL RAMIREZ","OFICIAL","2012","0","0","0","0","0","0","0","0","0","0","0","0","16","20","15","5","16","24","47","49"
"2012","1702011","17","ALTO PARAGUAY","1705","CARMELO PERALTA","6","RURAL","1705225","PUERTO SASTRE - LA ESPERANZA SUB-URBANO","6331","LA ESPERANZA","OFICIAL","2012","0","0","0","0","0","0","0","0","0","0","0","0","6","6","7","9","7","8","20","23"
"2012","1702005","17","ALTO PARAGUAY","1705","CARMELO PERALTA","6","RURAL","1705210","PUERTO GUARANI - SUB URBANO","7755","PUERTO GUARANI","OFICIAL","2012","0","0","0","0","0","0","0","0","0","0","0","0","9","5","7","8","5","6","21","19"
"2012","1701004","17","ALTO PARAGUAY","1701","FUERTE OLIMPO","1","URBANA","1701001","SAN MIGUEL","3467","117 MAYOR RAMON BEJARANO","OFICIAL","2012","22","20","21","26","20","20","18","18","21","22","15","17","9","10","12","10","12","7","150","150"
"2012","1701012","17","ALTO PARAGUAY","1701","FUERTE OLIMPO","6","RURAL","1701150","ZONA RIBERA OLIMPO","2870","1277 CNEL. DIM SR.SAMPSON HARRISON","OFICIAL","2012","2","1","2","3","1","3","1","2","0","3","2","1","0","0","0","0","0","0","8","13"
"2012","1701015","17","ALTO PARAGUAY","1701","FUERTE OLIMPO","6","RURAL","1701150","ZONA RIBERA OLIMPO","1077","14499","OFICIAL","2012","1","7","9","6","3","5","2","3","1","0","0","1","0","0","0","0","0","0","16","22"
"2012","1701011","17","ALTO PARAGUAY","1701","FUERTE OLIMPO","6","RURAL","1701230","ZONA TORO PAMPA OESTE","2892","2390 MONSEСOR ALEJO OBELAR C.","PRIV.SUBVENCIONADA","2012","8","3","6","5","8","7","9","8","6","5","4","7","0","0","0","0","0","0","41","35"
"2012","1701002","17","ALTO PARAGUAY","1701","FUERTE OLIMPO","6","RURAL","1701240","COM INDIG VIRGEN SANTISIMA","3970","2484","OFICIAL","2012","11","4","11","11","7","11","8","9","4","3","4","8","3","4","4","3","0","0","52","53"
"2012","1701001","17","ALTO PARAGUAY","1701","FUERTE OLIMPO","1","URBANA","1701001","SAN MIGUEL","4492","5865 (11537) SAN MIGUEL","OFICIAL","2012","19","13","13","12","11","10","6","7","2","10","6","3","0","0","0","0","0","0","57","55"
"2012","1701013","17","ALTO PARAGUAY","1701","FUERTE OLIMPO","6","RURAL","1701180","TORO PAMPA SUB-URBANO","2798","5868 (12988)","OFICIAL","2012","10","12","14","12","12","14","6","13","7","6","8","5","5","4","5","4","5","3","72","73"
"2012","1701011","17","ALTO PARAGUAY","1701","FUERTE OLIMPO","6","RURAL","1701230","ZONA TORO PAMPA OESTE","2328","MONSEСOR ALEJO OBELAR - СU APUA","OFICIAL","2012","0","0","0","0","0","0","0","0","0","0","0","0","8","9","6","1","4","4","18","14"
"2012","1701019","17","ALTO PARAGUAY","1701","FUERTE OLIMPO","6","RURAL","1701999","LOCALIDAD A CONFIRMAR","16240","S/N - LOC. MADREJON","OFICIAL","2012","2","0","2","2","1","2","3","3","2","0","0","0","0","0","0","0","0","0","10","7"
"2012","1703004","17","ALTO PARAGUAY","1703","MAYOR P. LAGERENZA","6","RURAL","1703999","LOCALIDAD A CONFIRMAR","3010","5880 (12873) SANTA ROSA DE LIMA","OFICIAL","2012","3","3","1","4","5","7","0","4","3","1","1","2","0","0","0","0","0","0","13","21"
"2012","1702008","17","ALTO PARAGUAY","1702","PUERTO CASADO","1","URBANA","1702001","SANTA TERESITA","9140","1154 CEFERINO NAMONCURA","OFICIAL","2012","0","0","1","4","0","0","0","0","3","2","0","0","0","0","0","0","0","0","4","6"
"2012","1702004","17","ALTO PARAGUAY","1702","PUERTO CASADO","1","URBANA","1702002","DON BOSCO","6068","1155 DOMINGO SAVIO","PRIV.SUBVENCIONADA","2012","26","21","26","20","23","29","19","20","22","9","14","14","15","11","13","11","14","10","172","145"
"2012","1702012","17","ALTO PARAGUAY","1702","PUERTO CASADO","1","URBANA","1702001","SANTA TERESITA","868","1458 TTE.1є F. FERNANDEZ","OFICIAL","2012","4","3","3","0","3","4","2","3","1","0","2","5","0","0","0","0","0","0","15","15"
"2012","1702014","17","ALTO PARAGUAY","1702","PUERTO CASADO","6","RURAL","1702320","COM INDIG MACHETE VAINA","8272","14708","OFICIAL","2012","1","4","2","3","0","5","2","5","7","5","2","4","0","0","0","0","0","0","14","26"
"2012","1702003","17","ALTO PARAGUAY","1702","PUERTO CASADO","1","URBANA","1702004","SAN MIGUEL","7600","2894 (11546) GRAL B.CABALLERO","OFICIAL","2012","19","17","31","18","35","19","16","17","14","14","10","5","0","0","0","0","0","0","125","90"
"2012","1702013","17","ALTO PARAGUAY","1702","PUERTO CASADO","6","RURAL","1702280","ZONA PUERTO CASADO","8107","3730","OFICIAL","2012","3","4","3","1","4","1","5","3","2","3","2","3","3","4","10","3","0","0","32","22"
"2012","1656012","17","ALTO PARAGUAY","1702","PUERTO CASADO","6","RURAL","1702180","LAS PALMAS -REGION 180","10128","4685 KM. 145","PRIVADA","2012","0","1","0","1","2","0","1","0","0","2","1","2","0","0","0","0","0","0","4","6"
"2012","1702016","17","ALTO PARAGUAY","1702","PUERTO CASADO","6","RURAL","1702340","COM INDIG RIACHO MOSQUITO","7895","4710 SANTA TERESITA DEL NIСO JESUS","OFICIAL","2012","13","14","4","8","12","11","13","15","6","15","7","10","8","7","4","6","2","7","69","93"
"2012","1702020","17","ALTO PARAGUAY","1702","PUERTO CASADO","6","RURAL","1702300","COM INDIG SAN ISIDRO - KM 39","11675","7031 SAN DIEGO - IND. SAN ISIDRO KM39","OFICIAL","2012","1","4","3","1","2","3","1","1","0","0","0","0","0","0","0","0","0","0","7","9"
"2012","1702027","17","ALTO PARAGUAY","1702","PUERTO CASADO","6","RURAL","1702999","LOCALIDAD A CONFIRMAR","16085","7587 PARCIALIDAD AYOREO","OFICIAL","2012","8","11","7","10","7","16","8","12","5","6","3","0","3","3","0","0","0","0","41","58"
"2012","1702029","17","ALTO PARAGUAY","1702","PUERTO CASADO","6","RURAL","1702999","LOCALIDAD A CONFIRMAR","16432","7685 SIN NOMBRE","OFICIAL","2012","0","0","6","3","4","6","0","0","0","0","0","0","0","0","0","0","0","0","10","9"
"2012","1702026","17","ALTO PARAGUAY","1702","PUERTO CASADO","6","RURAL","1702999","LOCALIDAD A CONFIRMAR","16084","7875  MARIA  AUXILIADORA","OFICIAL","2012","1","1","2","1","2","1","1","4","0","3","2","2","0","0","0","0","0","0","8","12"
"2012","1702001","17","ALTO PARAGUAY","1702","PUERTO CASADO","1","URBANA","1702002","DON BOSCO","7940","97 JUAN DE AYOLAS","OFICIAL","2012","4","6","13","5","13","5","2","9","11","2","10","4","0","0","0","0","0","0","53","31"
"2012","1702023","17","ALTO PARAGUAY","1702","PUERTO CASADO","1","URBANA","1702002","DON BOSCO","6831","JUANA MARIA DE LARA","OFICIAL","2012","0","0","0","0","0","0","0","0","0","0","0","0","11","9","11","8","6","7","28","24"
"2012","1001295","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001026","11 A 13 MONDAY","7196","1015 RVDO. PADRE GUIDO CORONEL","OFICIAL","2012","18","14","15","11","25","22","14","16","14","11","12","14","13","13","6","9","9","7","126","117"
"2012","1001089","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001032","9 A 11 MONDAY","6521","1016  PBRO. GUIDO CORONEL","OFICIAL","2012","26","25","25","25","27","24","30","22","16","17","13","13","8","21","12","18","7","8","164","173"
"2012","1001079","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001024","CIUDAD NUEVA","6511","10-24","OFICIAL","2012","43","43","41","29","53","49","34","42","47","42","47","53","0","0","0","0","0","0","265","258"
"2012","1001007","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001038","AREA 3","11041","1189 SAGRADA FAMILIA","OFICIAL","2012","41","49","50","54","50","45","52","49","34","53","49","57","33","65","38","58","53","60","400","490"
"2012","1001082","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001009","SAN BLAS","6514","1204 SAN JOSE","PRIVADA","2012","36","37","32","33","34","24","32","24","31","22","31","22","26","26","29","33","29","46","280","267"
"2012","1001026","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001012","BOQUERON","6458","1229 STA.TERESITA DEL NIСO JESUS","PRIVADA","2012","19","25","30","21","31","27","22","17","26","33","25","29","35","31","26","35","34","34","248","252"
"2012","1001038","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001019","SAN MIGUEL - AREA 2","6470","14060 SAN FERNANDO","PRIVADA","2012","12","9","19","15","10","14","17","9","13","5","7","9","0","0","0","0","0","0","78","61"
"2012","1001114","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001012","BOQUERON","6546","14941 BAUTISTA DEL ALTO PARANA","PRIVADA","2012","12","20","9","12","12","28","15","19","26","19","19","30","22","15","17","15","19","22","151","180"
"2012","1001048","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001012","BOQUERON","6480","15111 DEL SOL (338 CARITAS)","PRIVADA","2012","16","15","15","14","12","12","9","13","16","8","15","17","11","15","16","12","11","24","121","130"
"2012","1001037","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001008","PABLO ROJAS","6633","15205 PITAGORAS","PRIVADA","2012","4","2","2","1","3","3","2","2","2","0","2","3","6","5","8","4","9","5","38","25"
"2012","1001151","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001014","SAN JOSE","6722","15208 SANTA MARIA","PRIVADA","2012","2","3","2","1","1","2","1","2","2","1","0","0","0","0","0","0","0","0","8","9"
"2012","1001088","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001025","8 A 9 MONDAY","6520","1523 JUANA MARIA DE LARA","OFICIAL","2012","72","71","66","53","63","69","73","65","64","63","65","63","58","71","78","63","60","54","599","572"
"2012","1001291","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001031","SAN JUAN - JARDIN DEL ESTE - 7 A 9 ACARAY","7192","1527 SANTA LUCIA","OFICIAL","2012","27","40","44","37","36","36","52","45","42","40","53","46","0","0","0","0","0","0","254","244"
"2012","1001054","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001036","SAN LUCAS","6486","1530 GRAL. EUGENIO A. GARAY","OFICIAL","2012","18","6","11","23","18","12","27","19","28","18","32","26","34","24","35","23","33","21","236","172"
"2012","1001005","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001020","REMANSITO","6437","1531 SAN FRANCISCO DE ASIS","OFICIAL","2012","44","35","52","41","48","38","45","42","56","33","39","43","21","30","17","29","10","13","332","304"
"2012","1001035","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001003","SAN JUAN - 7 A 9 ACARAY","6472","1532 PRIMER INTENDENTE MUNIC","OFICIAL","2012","85","81","69","78","87","71","101","74","93","84","67","77","49","88","62","76","75","82","688","711"
"2012","1001077","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001024","CIUDAD NUEVA","6509","1534 DEFENSORES DEL CHACO","OFICIAL","2012","82","68","55","68","50","63","59","63","56","71","64","57","47","55","50","47","36","46","499","538"
"2012","1001244","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001004","DON BOSCO","10215","15377 NUEVA ESPERANZA","OFICIAL","2012","16","16","14","15","25","15","17","17","13","16","13","14","9","15","8","10","4","2","119","120"
"2012","1001050","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001013","AREA 1","6482","1632","OFICIAL","2012","45","52","54","46","53","51","70","59","57","51","65","50","77","75","77","86","91","99","589","569"
"2012","1001017","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001037","AREA 4","6449","1633 ESPIRITU SANTO","OFICIAL","2012","53","48","56","51","62","45","55","44","56","56","62","55","41","58","45","37","54","33","484","427"
"2012","1001029","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001012","BOQUERON","6461","2174 GIMNASIO DEL SABER","PRIVADA","2012","53","47","48","37","47","34","49","43","39","23","47","46","41","50","30","31","32","42","386","353"
"2012","1001292","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001003","SAN JUAN - 7 A 9 ACARAY","7193","2966 NTRA. SRA. DEL HUERTO","OFICIAL","2012","62","46","40","56","64","50","47","47","37","46","51","55","38","39","31","29","23","26","393","394"
"2012","1001282","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001026","11 A 13 MONDAY","7197","2969 RAMONA EUDOSIA PRIETO","OFICIAL","2012","21","19","18","11","22","13","35","22","17","21","31","9","21","22","20","18","17","23","202","158"
"2012","1001091","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001032","9 A 11 MONDAY","6523","2970 VIRGEN DE FATIMA","OFICIAL","2012","30","30","27","29","28","28","26","31","33","37","32","38","39","28","10","35","18","12","243","268"
"2012","1001034","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001029","LA BLANCA","6466","2972 SAGRADA FAMILIA","OFICIAL","2012","43","48","26","33","34","35","36","27","35","26","46","28","23","31","38","29","26","20","307","277"
"2012","1001065","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001024","CIUDAD NUEVA","6497","2973 SAN ISIDRO LABRADOR","OFICIAL","2012","49","29","27","21","36","36","33","28","24","31","28","31","36","36","23","33","34","28","290","273"
"2012","1001036","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001030","CAROLINA - LAS MERCEDES - MBURUKUJA","6468","2974 ARANDU RAITY","OFICIAL","2012","26","41","26","31","35","41","33","38","27","46","29","30","0","0","0","0","0","0","176","227"
"2012","1001096","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001003","SAN JUAN - 7 A 9 ACARAY","6528","2975 AUGUSTO ROA BASTOS","OFICIAL","2012","45","22","28","33","42","33","28","26","26","28","24","37","20","21","17","19","12","8","242","227"
"2012","1001004","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001027","GENERAL BERNARDINO CABALLERO","6436","2976 SAN ROQUE","OFICIAL","2012","23","16","26","19","21","31","22","26","29","15","23","21","0","0","0","0","0","0","144","128"
"2012","1001073","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001015","VILLA 23 DE OCTUBRE","6505","2977  8 DE DICIEMBRE","OFICIAL","2012","28","36","33","33","39","39","58","47","48","58","48","48","40","38","28","37","27","24","349","360"
"2012","1001055","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001003","SAN JUAN - 7 A 9 ACARAY","6487","2978 SANTA ANA","OFICIAL","2012","48","48","41","36","42","41","38","39","36","43","38","39","31","31","42","30","24","31","340","338"
"2012","1001020","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001009","SAN BLAS","6452","2979 SAN AGUSTIN","OFICIAL","2012","46","38","31","19","30","27","30","30","22","27","17","26","16","16","13","16","8","10","213","209"
"2012","1001076","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001014","SAN JOSE","6508","2980","OFICIAL","2012","9","7","6","11","9","7","10","8","10","7","5","11","6","9","5","12","0","0","60","72"
"2012","1001016","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001020","REMANSITO","6448","2981 SAN ANTONIO DE PADUA","OFICIAL","2012","26","23","42","29","23","34","29","40","33","32","24","38","40","41","22","32","15","16","254","285"
"2012","1001015","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001019","SAN MIGUEL - AREA 2","6447","2982 SAN MIGUEL","OFICIAL","2012","32","21","16","35","32","23","36","16","31","35","24","24","0","0","0","0","0","0","171","154"
"2012","1001075","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001024","CIUDAD NUEVA","6507","2983 NIСOS MARTIREZ DE ACOSTA СU","OFICIAL","2012","29","21","26","23","21","29","25","26","22","25","21","19","22","15","26","22","10","10","202","190"
"2012","1001083","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001025","8 A 9 MONDAY","6515","2987 JUAN PABLO SEGUNDO","OFICIAL","2012","25","36","21","30","44","36","35","36","40","30","28","27","22","31","19","26","16","24","250","276"
"2012","1001094","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001003","SAN JUAN - 7 A 9 ACARAY","6526","3053 SAN CARLOS","OFICIAL","2012","23","15","26","18","21","22","27","29","26","19","22","16","13","27","12","15","6","8","176","169"
"2012","1001008","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001037","AREA 4","6440","3227 PRIV. ARANDURA","PRIVADA","2012","4","6","7","5","3","5","3","0","7","1","3","2","8","5","9","5","9","10","53","39"
"2012","1001097","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001031","SAN JUAN - JARDIN DEL ESTE - 7 A 9 ACARAY","6529","3406 MUJER PARAGUAYA","OFICIAL","2012","36","29","27","42","27","34","41","31","34","36","36","31","32","34","41","32","26","30","300","299"
"2012","1001027","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001010","MICROCENTRO","6459","354 SAN BLAS","OFICIAL","2012","56","54","34","43","49","45","60","42","38","47","58","42","57","65","53","51","51","50","456","439"
"2012","1001104","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001008","PABLO ROJAS","6536","3743 SAN ANTONIO","OFICIAL","2012","49","40","53","38","50","52","32","32","30","47","35","46","32","23","16","28","16","21","313","327"
"2012","1001106","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001011","JUAN E O'LEARY","6538","3842 C.E.LIBANES DEL PY","PRIVADA","2012","14","10","14","11","13","16","13","12","12","11","13","14","13","8","9","14","11","2","112","98"
"2012","1001092","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001024","CIUDAD NUEVA","6524","4018 SANTA LUCIA","OFICIAL","2012","23","15","15","14","15","16","15","16","18","15","13","11","11","14","16","8","6","10","132","119"
"2012","1001101","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001031","SAN JUAN - JARDIN DEL ESTE - 7 A 9 ACARAY","6533","4019 ESPIRITU SANTO","OFICIAL","2012","16","14","13","17","17","9","9","16","27","16","5","12","9","7","9","6","8","7","113","104"
"2012","1001314","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001036","SAN LUCAS","13438","4036 SANTO DOMINGO","PRIV.SUBVENCIONADA","2012","15","7","11","8","12","8","12","2","9","7","4","6","1","5","2","4","0","0","66","47"
"2012","1001161","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001001","11 A 13 ACARAY","6653","4613 NIСOS HEROES DE ACOSTA СU","OFICIAL","2012","18","12","20","10","14","13","11","9","12","12","13","9","0","0","0","0","0","0","88","65"
"2012","1001137","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001036","SAN LUCAS","6682","4614 LUIS URUNAGA GONZALEZ","OFICIAL","2012","5","6","5","5","7","6","7","6","5","7","6","7","0","0","0","0","0","0","35","37"
"2012","1001069","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001030","CAROLINA - LAS MERCEDES - MBURUKUJA","6501","4624 SANTA CLARA","PRIVADA","2012","30","29","22","18","18","20","17","15","21","19","11","16","18","16","16","15","10","19","163","167"
"2012","1001001","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001019","SAN MIGUEL - AREA 2","6433","4630 (14099) INMACULADA CONCEPCION","PRIVADA","2012","0","3","2","2","2","3","2","1","2","1","1","1","0","0","0","0","0","0","9","11"
"2012","1001186","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001019","SAN MIGUEL - AREA 2","6679","4631 SANTA ELENA","PRIVADA","2012","23","18","20","17","17","17","23","18","15","21","18","17","15","17","16","14","20","18","167","157"
"2012","1001230","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001029","LA BLANCA","6724","4703 CENTRO EDUCATIVO  DE LA PAZ","PRIVADA","2012","3","6","2","5","6","2","5","3","2","5","3","2","4","4","7","3","6","3","38","33"
"2012","1001223","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001028","CHE LA REINA","6718","4707 PROF LUIS MARIA ARGAСA","OFICIAL","2012","34","30","18","36","32","25","30","20","30","20","11","24","0","0","0","0","0","0","155","155"
"2012","1001241","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001003","SAN JUAN - 7 A 9 ACARAY","10212","4796 CENTRO EDUCATIVO INTEGRAL NAZARENO","PRIVADA","2012","8","13","12","5","7","6","11","8","10","8","9","12","9","7","11","11","14","10","91","80"
"2012","1001046","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001030","CAROLINA - LAS MERCEDES - MBURUKUJA","11042","5402 (14098) SAN FRANCISCO DE ASIS","PRIVADA","2012","15","12","15","8","7","9","11","11","14","17","7","7","13","15","14","13","8","11","104","103"
"2012","1001068","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001024","CIUDAD NUEVA","6500","5404 (3788) (13788) SAGRADA FAMILIA","PRIVADA","2012","12","19","17","16","9","9","16","12","10","10","13","12","8","25","7","11","15","19","107","133"
"2012","1001051","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001012","BOQUERON","6483","5407 (13565) CENTRO EDUC.CRISTIANO","PRIVADA","2012","25","25","25","26","20","18","16","12","7","19","25","22","13","16","17","14","12","21","160","173"
"2012","1001002","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001003","SAN JUAN - 7 A 9 ACARAY","6434","5408 (13761) ESCUELITA DE MAFALDA","PRIVADA","2012","16","14","10","12","23","12","11","8","10","5","7","11","7","10","8","11","9","7","101","90"
"2012","1001119","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001010","MICROCENTRO","6551","5409 (14943 )SANTA CATALINA","PRIVADA","2012","18","12","15","15","15","11","10","6","10","6","8","9","9","10","9","6","5","2","99","77"
"2012","1001023","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001012","BOQUERON","6455","5410 (14089) SEMBRADOR","PRIVADA","2012","18","11","8","12","12","12","15","4","15","7","17","14","22","20","14","13","29","20","150","113"
"2012","1001293","10","ALTO PARANA","1001","CIUDAD DEL ESTE","1","URBANA","1001026","11 A 13 MONDAY","7194","5412 (14293) SAGRADA FAMILIA","OFICIAL","2012","24","31","36","14","34","22","26","28","39","37","43","33","33","24","27","37","19","17","281","243"
