COD. COLEGIO	 REGIONAL	 PROVINCIA	 DISTRITO	 CORREGIMIENTO	 NOMBRE COLEGIO	ÁREA	PROGRAMAS	 TIPO	APROBADO 1 GRADO HOMBRE	APROBADO 1 GRADO MUJER	APROBADO 2 GRADO HOMBRE	APROBADO 2 GRADO MUJER	APROBADO 3 GRADO HOMBRE	APROBADO 3 GRADO MUJER	APROBADO 4 GRADO HOMBRE	APROBADO 4 GRADO MUJER	APROBADO 5 GRADO HOMBRE	APROBADO 5 GRADO MUJER	APROBADO 6 GRADO HOMBRE	APROBADO 6 GRADO MUJER	REPROBADO 1 GRADO HOMBRE	REPROBADO 1 GRADO MUJER	REPROBADO 2 GRADO HOMBRE	REPROBADO 2 GRADO MUJER	REPROBADO 3 GRADO HOMBRE	REPROBADO 3 GRADO MUJER	REPROBADO 4 GRADO HOMBRE	REPROBADO 4 GRADO MUJER	REPROBADO 5 GRADO HOMBRE	REPROBADO 5 GRADO MUJER	REPROBADO 6 GRADO HOMBRE	REPROBADO 6 GRADO MUJER	DESERTORES 1 GRADO HOMBRE	DESERTORES 1 GRADO MUJER	DESERTORES 2 GRADO HOMBRE	DESERTORES 2 GRADO MUJER	DESERTORES 3 GRADO HOMBRE	DESERTORES 3 GRADO MUJER	DESERTORES 4 GRADO HOMBRE	DESERTORES 4 GRADO MUJER	DESERTORES 5 GRADO HOMBRE	DESERTORES 5 GRADO MUJER	DESERTORES 6 GRADO HOMBRE	DESERTORES 6 GRADO MUJER	DOCENTES	AULAS
1902	CHIRIQUÍ	CHIRIQUÍ	RENACIMIENTO	CAÑAS GORDAS	CAÑAS GORDAS	RURAL	PRIMARIA UNIGRADO	OFICIAL	0	2	2	1	0	0	4	1	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2
1903	CHIRIQUÍ	CHIRIQUÍ	RENACIMIENTO	MONTE LIRIO	SANTA CLARA ABAJO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	3	8	3	2	0	7	2	1	3	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
1904	CHIRIQUÍ	CHIRIQUÍ	RENACIMIENTO	SANTA CLARA	PALMARITO	RURAL	PRIMARIA UNIGRADO	OFICIAL	6	3	6	3	4	9	4	3	5	3	5	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
1905	CHIRIQUÍ	CHIRIQUÍ	RENACIMIENTO	MONTE LIRIO	C.E.B.G. MONTE LIRIO	RURAL	PRIMARIA UNIGRADO	OFICIAL	16	17	20	15	23	19	18	17	12	15	17	11	5	4	6	3	4	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	16	11
1911	CHIRIQUÍ	CHIRIQUÍ	RENACIMIENTO	SANTA CLARA	SANTA CLARA	RURAL	PRIMARIA TELEBASICA	OFICIAL	14	14	18	17	12	14	13	19	18	16	16	16	3	4	2	2	2	3	2	1	1	1	0	0	1	1	1	0	2	0	0	0	0	0	0	0	12	10
1912	CHIRIQUÍ	CHIRIQUÍ	RENACIMIENTO	MONTE LIRIO	SAN ANTONIO	RURAL	PRIMARIA UNIGRADO	OFICIAL	6	7	10	4	2	5	10	2	2	6	11	4	2	1	1	0	1	1	1	0	2	1	0	0	2	0	0	1	0	0	2	1	0	0	0	0	5	5
1913	CHIRIQUÍ	CHIRIQUÍ	RENACIMIENTO	PLAZA CAISÁN	ALTO LA MINA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	4	6	3	2	3	4	3	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
1915	CHIRIQUÍ	CHIRIQUÍ	RENACIMIENTO	PLAZA CAISÁN	C.E.B.G. CAISÁN FUERTES CAMINOS	RURAL	PRIMARIA UNIGRADO	OFICIAL	22	21	22	24	26	22	14	22	22	19	15	14	5	1	4	4	6	2	1	2	1	3	0	0	1	3	1	1	1	0	0	0	1	1	1	0	13	13
1917	CHIRIQUÍ	CHIRIQUÍ	RENACIMIENTO	PLAZA CAISÁN	CAISÁN PRIMAVERA	RURAL	PRIMARIA UNIGRADO	OFICIAL	15	6	11	9	3	6	6	4	5	4	2	4	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	2
1919	CHIRIQUÍ	CHIRIQUÍ	RENACIMIENTO	DOMINICAL	DOMINICAL	RURAL	PRIMARIA MULTIGRADO	OFICIAL	6	3	6	2	7	4	5	1	5	6	5	5	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	3	3
1920	CHIRIQUÍ	CHIRIQUÍ	RENACIMIENTO	DOMINICAL	CERRO PAJA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	0	0	2	0	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
1921	CHIRIQUÍ	CHIRIQUÍ	RENACIMIENTO	DOMINICAL	CAÑA BLANCA ARRIBA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	3	0	0	2	2	0	0	3	2	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
1922	CHIRIQUÍ	CHIRIQUÍ	RENACIMIENTO	DOMINICAL	ALTO BONITO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	0	1	2	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1923	CHIRIQUÍ	CHIRIQUÍ	RENACIMIENTO	SANTA CRUZ	BAITÚN ARRIBA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	3	3	2	2	4	4	0	3	2	4	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
1926	CHIRIQUÍ	CHIRIQUÍ	RENACIMIENTO	SANTA CRUZ	BONITA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	4	2	3	0	4	5	2	2	2	7	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	2
1927	CHIRIQUÍ	CHIRIQUÍ	RENACIMIENTO	SANTA CRUZ	BAITÚN ABAJO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	3	2	1	5	5	0	1	3	3	5	5	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
1929	CHIRIQUÍ	CHIRIQUÍ	RENACIMIENTO	SANTA CRUZ	SALITRAL	RURAL	PRIMARIA MULTIGRADO	OFICIAL	5	5	4	3	3	1	4	2	5	4	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	3	2
1930	CHIRIQUÍ	CHIRIQUÍ	RENACIMIENTO	SANTA CRUZ	SANTA CRUZ	RURAL	PRIMARIA TELEBASICA	OFICIAL	3	4	3	3	1	1	5	5	0	3	6	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
1931	CHIRIQUÍ	CHIRIQUÍ	RENACIMIENTO	RÍO SERENO	BAJO CERRÓN	RURAL	PRIMARIA UNIGRADO	OFICIAL	1	0	0	1	0	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	2
1933	CHIRIQUÍ	CHIRIQUÍ	SAN FÉLIX	SANTA CRUZ	SANTA CRUZ	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	3	3	2	2	1	2	4	7	1	4	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
1934	CHIRIQUÍ	CHIRIQUÍ	SAN FÉLIX	LAS LAJAS	LAS LAJAS	RURAL	PRIMARIA UNIGRADO	OFICIAL	9	9	8	10	10	8	8	13	14	8	8	7	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	0	0	0	1	0	2	2	0	0	6	6
1940	CHIRIQUÍ	CHIRIQUÍ	SAN FÉLIX	LAJAS ADENTRO	LAJAS ADENTRO	RURAL	PRIMARIA UNIGRADO	OFICIAL	7	9	5	15	13	1	4	6	7	15	10	6	1	1	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	1	2	0	0	0	0	0	6	6
1941	CHIRIQUÍ	CHIRIQUÍ	SAN FÉLIX	LAS LAJAS	EL PARAÍSO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	3	0	4	1	4	1	1	2	1	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
1957	CHIRIQUÍ	CHIRIQUÍ	SAN FÉLIX	JUAY	JUAY	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	2	1	4	4	1	3	1	3	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2
1964	CHIRIQUÍ	CHIRIQUÍ	SAN FÉLIX	SAN FÉLIX	ESCUELA BILINGÜE SAN FÉLIX	RURAL	PRIMARIA UNIGRADO	OFICIAL	43	32	36	30	33	27	32	28	27	32	29	28	2	0	0	1	1	0	0	0	2	0	0	0	1	0	2	2	1	1	0	2	1	0	0	0	33	15
1993	CHIRIQUÍ	CHIRIQUÍ	SAN LORENZO	HORCONCITOS	SARA VICTORIA CAMPBELL	RURAL	PRIMARIA MULTIGRADO	OFICIAL	10	6	8	4	4	6	7	10	5	6	7	6	1	3	1	0	0	0	0	0	2	0	0	0	0	3	0	0	1	0	1	0	0	0	0	1	6	6
1999	CHIRIQUÍ	CHIRIQUÍ	SAN LORENZO	BOCA CHICA	BOCA CHICA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	2	1	2	1	4	0	5	3	5	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	3
2007	CHIRIQUÍ	CHIRIQUÍ	SAN LORENZO	BOCA DEL MONTE	LAS VUELTAS	RURAL	PRIMARIA MULTIGRADO	OFICIAL	4	3	6	8	5	3	2	3	1	6	1	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	2
2010	CHIRIQUÍ	CHIRIQUÍ	SAN LORENZO	BOCA DEL MONTE	BOCA DEL MONTE	RURAL	PRIMARIA UNIGRADO	OFICIAL	12	9	9	8	8	4	8	10	12	5	6	4	2	1	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	6
2011	CHIRIQUÍ	CHIRIQUÍ	SAN LORENZO	BOCA DEL MONTE	SÁBALO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	5	2	1	2	2	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	2
2012	CHIRIQUÍ	CHIRIQUÍ	SAN LORENZO	BOCA DEL MONTE	ANASTACIO ALVARADO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2032	CHIRIQUÍ	CHIRIQUÍ	SAN LORENZO	SAN JUAN	SAN JUAN	RURAL	PRIMARIA UNIGRADO	OFICIAL	7	6	12	7	5	7	10	8	7	4	5	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
2033	CHIRIQUÍ	CHIRIQUÍ	SAN LORENZO	SAN JUAN	HATO SAN JUAN	RURAL	PRIMARIA MULTIGRADO	OFICIAL	8	2	7	7	5	4	2	3	2	6	2	5	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
2035	CHIRIQUÍ	CHIRIQUÍ	SAN LORENZO	SAN JUAN	CIENAGUITA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	9	5	9	4	8	5	8	7	9	9	10	5	1	0	2	2	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	6	6
2040	CHIRIQUÍ	CHIRIQUÍ	SAN LORENZO	SAN LORENZO	SAN LORENZO	RURAL	PRIMARIA UNIGRADO	OFICIAL	24	25	27	15	16	36	24	16	30	20	21	10	3	3	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	3	13	9
2043	CHIRIQUÍ	CHIRIQUÍ	SAN LORENZO	SAN LORENZO	EL JOBO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	2	0	0	0	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2044	CHIRIQUÍ	CHIRIQUÍ	SAN LORENZO	SAN LORENZO	LLANO GRANDE	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	4	2	5	1	4	5	2	0	5	6	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
2055	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	VELADERO	ALTO DE LA ARENA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	1	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2056	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	VELADERO	VELADERO	RURAL	PRIMARIA UNIGRADO	OFICIAL	8	3	2	1	2	7	4	6	5	2	3	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
2057	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	TOLÉ	EL COMÚN	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	3	3	2	0	3	1	2	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
2058	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	BELLA VISTA	ULE	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	1	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2059	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	TOLÉ	ESCUELA BILINGÜE SANTIAGO BOLAÑOS	RURAL	PRIMARIA UNIGRADO	OFICIAL	25	34	30	26	31	26	19	29	21	34	20	32	1	1	0	0	3	3	0	0	1	0	0	0	0	1	0	0	0	1	4	1	1	1	0	1	18	17
2061	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	BELLA VISTA	C.E.B.G. BELLA VISTA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	0	1	1	0	2	1	1	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4
2075	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	CERRO VIEJO	CERRO VIEJO	RURAL	PRIMARIA UNIGRADO	OFICIAL	20	17	13	14	7	20	16	12	13	15	11	17	1	3	3	0	1	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	10	10
2076	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	BELLA VISTA	LA COROCITA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	0	1	3	1	1	2	2	2	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
2077	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	VELADERO	LLANO LIMÓN	RURAL	PRIMARIA UNIGRADO	OFICIAL	14	9	9	11	8	8	14	13	10	9	10	7	3	0	1	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	1	0	0	0	6	6
2078	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	BELLA VISTA	TABASARA ABAJO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	1	4	0	0	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2083	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	POTRERO DE CAÑA	BUENOS AIRES	RURAL	PRIMARIA UNIGRADO	OFICIAL	3	10	1	5	8	7	10	5	5	9	3	8	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	1	0	0	0	1	1	0	6	6
2085	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	EL CRISTO	LLANO CULEBRA	RURAL	PRIMARIA UNIGRADO	OFICIAL	14	19	17	21	8	19	19	10	19	21	15	16	0	0	2	1	1	2	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	17	12
2092	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	CERRO VIEJO	CERRO IGLESIA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2
2093	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	JUSTO FIDEL PALACIOS	ALTO GUAYABO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	2	3	3	2	6	3	3	4	1	4	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
2094	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	JUSTO FIDEL PALACIOS	BAJO SOLÍS	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	4	3	4	3	3	2	8	1	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
2095	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	JUSTO FIDEL PALACIOS	ALTO ALGARROBO	RURAL	PRIMARIA UNIGRADO	OFICIAL	11	9	9	9	16	6	11	12	10	5	11	7	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	6	6
2096	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	EL CRISTO	TAMBOR	RURAL	PRIMARIA MULTIGRADO	OFICIAL	11	9	8	6	6	7	8	7	12	12	6	4	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	5
2104	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	CERRO VIEJO	NUEVO PANAMÁ	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	0	3	0	1	1	1	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
2109	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	CERRO VIEJO	VILLA DE LA ARENA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	2	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2113	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	CERRO VIEJO	EL NANCITO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	2	3	4	1	2	2	3	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2115	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	CERRO VIEJO	C.E.B.G. CALABACITO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	4	2	3	5	0	1	3	1	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2
2116	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	CERRO VIEJO	CERRO MANGLE	RURAL	PRIMARIA MULTIGRADO	OFICIAL	4	2	6	4	4	1	3	2	4	5	7	4	0	2	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
2132	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	LAJAS DE TOLE	BERTILO MEJÍA SANTAMARÍA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	2	1	3	3	0	1	2	2	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2
2133	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	LAJAS DE TOLE	QUEBRADA LAJAS	RURAL	PRIMARIA UNIGRADO	OFICIAL	1	0	1	0	2	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2134	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	LAJAS DE TOLE	EL GUABINO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	6	3	1	0	3	2	2	3	1	5	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
2135	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	BELLA VISTA	CERRO CABALLO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	0	0	0	0	1	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2152	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	POTRERO DE CAÑA	C.E.B.G. POTRERO DE CAÑA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	9	7	6	4	4	13	9	6	7	8	10	7	1	2	1	1	4	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	5	5
2155	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	QUEBRADA DE PIEDRA	NATA DE TOLE	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	4	3	2	2	4	3	1	3	5	4	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
2158	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	QUEBRADA DE PIEDRA	QUEBRADA DE PIEDRA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	8	2	9	9	3	6	7	6	7	6	2	6	1	0	3	0	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5
2159	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	QUEBRADA DE PIEDRA	LA ENSENADA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1
2160	CHIRIQUÍ	CHIRIQUÍ	TOLÉ	QUEBRADA DE PIEDRA	ALTO LAGUNA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	0	3	0	2	2	3	1	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2181	CHIRIQUÍ	CHIRIQUÍ	SAN FÉLIX	JUAY	C.E.B.G. BOCA DE MACHO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	3	4	8	8	6	5	4	2	9	4	4	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	3
4968	CHIRIQUÍ	CHIRIQUÍ	BOQUETE	LOS NARANJOS	OCTAVIO LÓPEZ PASCAL	URBANA	PRIMARIA UNIGRADO	OFICIAL	21	30	16	21	25	21	29	20	28	26	28	20	1	0	0	1	0	0	0	0	0	0	0	0	2	2	2	0	0	2	0	1	0	1	0	0	15	13
4969	CHIRIQUÍ	CHIRIQUÍ	DAVID	DAVID	SAN FRANCISCO DE ASÍS	URBANA	PRIMARIA UNIGRADO	PARTICULAR	23	39	37	41	32	46	31	38	35	38	50	43	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	30	18
4970	CHIRIQUÍ	CHIRIQUÍ	DAVID	DAVID	COLEGIO SAN AGUSTÍN	URBANA	PRIMARIA UNIGRADO	PARTICULAR	28	26	38	36	39	40	37	37	34	29	26	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	14
5017	CHIRIQUÍ	CHIRIQUÍ	DAVID	DAVID	ANTONIO JOSÉ DE SUCRE	URBANA	PRIMARIA UNIGRADO	OFICIAL	40	37	39	35	35	35	34	31	33	41	43	44	2	1	3	0	1	0	1	0	1	0	0	0	2	0	0	2	0	0	0	1	1	0	1	1	25	13
5515	CHIRIQUÍ	CHIRIQUÍ	BARÚ	RODOLFO AGUILAR DELGADO	SAN ANTONIO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	5	6	4	7	9	10	7	3	8	10	6	6	2	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	5	5
5691	CHIRIQUÍ	CHIRIQUÍ	RENACIMIENTO	SANTA CLARA	RÍO GUISADO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	4	6	5	6	4	3	5	3	4	5	3	6	2	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
5807	CHIRIQUÍ	CHIRIQUÍ	BARÚ	PUERTO ARMUELLES	LAS PALMAS	URBANA	PRIMARIA UNIGRADO	PARTICULAR	15	22	11	18	14	10	10	8	11	13	9	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6
5808	CHIRIQUÍ	CHIRIQUÍ	BARÚ	PUERTO ARMUELLES	INST. IDIOMA DE PTO. ARMUELLES	URBANA	PRIMARIA UNIGRADO	PARTICULAR	9	9	9	4	11	7	7	5	1	7	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6
5809	CHIRIQUÍ	CHIRIQUÍ	BARÚ	PUERTO ARMUELLES	BUEN PASTOR DE PTO. ARMUELLES	URBANA	PRIMARIA UNIGRADO	PARTICULAR	0	4	2	2	4	3	2	4	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	4	4
5810	CHIRIQUÍ	CHIRIQUÍ	BARÚ	PUERTO ARMUELLES	BILINGÜE SAN ANTONIO	URBANA	PRIMARIA UNIGRADO	PARTICULAR	0	0	0	0	0	0	0	0	3	4	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
5811	CHIRIQUÍ	CHIRIQUÍ	BARÚ	PUERTO ARMUELLES	CTRO EDUCAT. ADVENTISTA BARÚ	URBANA	PRIMARIA UNIGRADO	PARTICULAR	6	4	6	2	9	2	4	2	1	1	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6
5814	CHIRIQUÍ	CHIRIQUÍ	BOQUETE	ALTO BOQUETE	INSTITUTO GUADALUPANO	URBANA	PRIMARIA UNIGRADO	PARTICULAR	6	15	7	23	12	10	13	15	11	13	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6
5815	CHIRIQUÍ	CHIRIQUÍ	BUGABA	LA CONCEPCIÓN	ADVENTISTA DE LA CONCEPCIÓN	URBANA	PRIMARIA UNIGRADO	PARTICULAR	24	24	37	25	25	32	29	38	29	37	28	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	16	13
