FID,the_geom,Educ_Code,Educ_Name,Adm2_Name,Adm3_Name,Adm4_Name,Adm4_Code,Educ_Type,Latitude,Longitude,Accuracy,ADM4_COD_1,ADM3_NAM_1,ADM2_NAM_1,NUMBER
sle_educ_pt_steward_schools.19743,POINT (-13.237821993999944 8.482249223000053),SLE_Prim_3092,Sybainclair Pre-School - 32 Upper Brook Street,Western Area Urban,Central II,Sanders Brook,SLE04020202,Primary School,8.48224922,-13.23782199,Needs Validation - STEWARD Project,SLE04020202,Central II,Western Area Urb,3092
sle_educ_pt_steward_schools.19744,POINT (-13.236326461999965 8.485596752000049),SLE_Prim_3093,"Thomaas Peters Primary School, Percival Street",Western Area Urban,Central II,Sanders Brook,SLE04020202,Primary School,8.48559675,-13.23632646,Needs Validation - STEWARD Project,SLE04020202,Central II,Western Area Urb,3093
sle_educ_pt_steward_schools.19745,POINT (-13.207787057999951 8.488811806000058),SLE_Prim_3094,Bishop Ajai Crowther Memorial Primary School,Western Area Urban,East I,Cline Town,SLE04020301,Primary School,8.48881181,-13.20778706,Needs Validation - STEWARD Project,SLE04020301,East I,Western Area Urb,3094
sle_educ_pt_steward_schools.19746,POINT (-13.212148144999958 8.484446905000027),SLE_Prim_3095,Bishop Campbell AME Primary Schoo,Western Area Urban,East I,Cline Town,SLE04020301,Primary School,8.4844469,-13.21214814,Needs Validation - STEWARD Project,SLE04020301,East I,Western Area Urb,3095
sle_educ_pt_steward_schools.19747,POINT (-13.210740533999967 8.486411406000059),SLE_Prim_3096,John F. Kennedy Pre. & Primary School,Western Area Urban,East I,Cline Town,SLE04020301,Primary School,8.48641141,-13.21074053,Needs Validation - STEWARD Project,SLE04020301,East I,Western Area Urb,3096
sle_educ_pt_steward_schools.19748,POINT (-13.206320696999967 8.48777437800004),SLE_Prim_3097,Roman Catholic Primary School,Western Area Urban,East I,Cline Town,SLE04020301,Primary School,8.48777438,-13.2063207,Needs Validation - STEWARD Project,SLE04020301,East I,Western Area Urb,3097
sle_educ_pt_steward_schools.19749,POINT (-13.210926550999943 8.481539112000064),SLE_Prim_3098,St. Theresa's Primary School,Western Area Urban,East I,Cline Town,SLE04020301,Primary School,8.48153911,-13.21092655,Needs Validation - STEWARD Project,SLE04020301,East I,Western Area Urb,3098
sle_educ_pt_steward_schools.19750,POINT (-13.210863303999929 8.49127607500003),SLE_Prim_3099,Anuty  Mems Pre School,Western Area Urban,East I,Fourah Bay,SLE04020302,Primary School,8.49127608,-13.2108633,Needs Validation - STEWARD Project,SLE04020302,East I,Western Area Urb,3099
sle_educ_pt_steward_schools.19751,POINT (-13.216479121999953 8.488553323000076),SLE_Prim_3100,East Ten Day Primary School,Western Area Urban,East I,Fourah Bay,SLE04020302,Primary School,8.48855332,-13.21647912,Needs Validation - STEWARD Project,SLE04020302,East I,Western Area Urb,3100
sle_educ_pt_steward_schools.19752,POINT (-13.213419735999935 8.489226563000045),SLE_Prim_3101,Municipal Primary School,Western Area Urban,East I,Fourah Bay,SLE04020302,Primary School,8.48922656,-13.21341974,Needs Validation - STEWARD Project,SLE04020302,East I,Western Area Urb,3101
sle_educ_pt_steward_schools.19753,POINT (-13.221350351999945 8.487770922000038),SLE_Prim_3102,Ahmadiyya Muslim Primary School - (15 Boyle Street),Western Area Urban,East I,Kossoh Town,SLE04020303,Primary School,8.48777092,-13.22135035,Needs Validation - STEWARD Project,SLE04020303,East I,Western Area Urb,3102
sle_educ_pt_steward_schools.19754,POINT (-13.217222110999955 8.488918367000053),SLE_Prim_3103,National Penticastal Primary School,Western Area Urban,East I,Kossoh Town,SLE04020303,Primary School,8.48891837,-13.21722211,Needs Validation - STEWARD Project,SLE04020303,East I,Western Area Urb,3103
sle_educ_pt_steward_schools.19755,POINT (-13.221163684999965 8.486893080000073),SLE_Prim_3104,Regmel Kindergata School,Western Area Urban,East I,Kossoh Town,SLE04020303,Primary School,8.48689308,-13.22116368,Needs Validation - STEWARD Project,SLE04020303,East I,Western Area Urb,3104
sle_educ_pt_steward_schools.19756,POINT (-13.217177830999958 8.488674054000057),SLE_Prim_3105,SLMB Primary School,Western Area Urban,East I,Kossoh Town,SLE04020303,Primary School,8.48867405,-13.21717783,Needs Validation - STEWARD Project,SLE04020303,East I,Western Area Urb,3105
sle_educ_pt_steward_schools.19757,POINT (-13.220391536999955 8.488914769000075),SLE_Prim_3106,St. Philips Mothers Union Pre. School (Patton Street),Western Area Urban,East I,Kossoh Town,SLE04020303,Primary School,8.48891477,-13.22039154,Needs Validation - STEWARD Project,SLE04020303,East I,Western Area Urb,3106
sle_educ_pt_steward_schools.19758,POINT (-13.220482640999933 8.488851897000075),SLE_Prim_3107,St. Philips Primary School (Patton Patton),Western Area Urban,East I,Kossoh Town,SLE04020303,Primary School,8.4888519,-13.22048264,Needs Validation - STEWARD Project,SLE04020303,East I,Western Area Urb,3107
sle_educ_pt_steward_schools.19759,POINT (-13.224677853999935 8.486963346000039),SLE_Prim_3108,"Banmuriel Primary School, 2A Fetta Lane",Western Area Urban,East II,Bombay,SLE04020401,Primary School,8.48696335,-13.22467785,Needs Validation - STEWARD Project,SLE04020401,East II,Western Area Urb,3108
sle_educ_pt_steward_schools.19760,POINT (-13.224881253999968 8.48617769200007),SLE_Prim_3109,Triumphant International Preparatory School,Western Area Urban,East II,Bombay,SLE04020401,Primary School,8.48617769,-13.22488125,Needs Validation - STEWARD Project,SLE04020401,East II,Western Area Urb,3109
sle_educ_pt_steward_schools.19761,POINT (-13.211556644999973 8.478820631000076),SLE_Prim_3110,Sierra Leone Muslim Primary Brother Hood School - Ashorbi Corner,Western Area Urban,East II,Coconut Farm/Ashorb Corner,SLE04020402,Primary School,8.47882063,-13.21155664,Needs Validation - STEWARD Project,SLE04020402,East II,Western Area Urb,3110
sle_educ_pt_steward_schools.19762,POINT (-13.22560303399996 8.483251642000027),SLE_Prim_3111,Amaraia Municipal Primary School,Western Area Urban,East II,Foulah Town,SLE04020403,Primary School,8.48325164,-13.22560303,Needs Validation - STEWARD Project,SLE04020403,East II,Western Area Urb,3111
sle_educ_pt_steward_schools.19763,POINT (-13.21799774599998 8.482204359000036),SLE_Prim_3112,United Methodist Church Primary School (Ginger-Hall),Western Area Urban,East II,Ginger Hall,SLE04020404,Primary School,8.48220436,-13.21799775,Needs Validation - STEWARD Project,SLE04020404,East II,Western Area Urb,3112
sle_educ_pt_steward_schools.19764,POINT (-13.217816708999976 8.482076956000071),SLE_Prim_3113,Yamakai Action for Children Primary School Fatta Rahman Street,Western Area Urban,East II,Ginger Hall,SLE04020404,Primary School,8.48207696,-13.21781671,Needs Validation - STEWARD Project,SLE04020404,East II,Western Area Urb,3113
sle_educ_pt_steward_schools.19765,POINT (-13.226216582999939 8.490053387000046),SLE_Prim_3114,Gospel Banner W.A..M. Primary School - Hagan Street,Western Area Urban,East II,Magazine,SLE04020406,Primary School,8.49005339,-13.22621658,Needs Validation - STEWARD Project,SLE04020406,East II,Western Area Urb,3114
sle_educ_pt_steward_schools.19766,POINT (-13.225408031999962 8.488142021000044),SLE_Prim_3115,Holy Trinity Primary School,Western Area Urban,East II,Magazine,SLE04020406,Primary School,8.48814202,-13.22540803,Needs Validation - STEWARD Project,SLE04020406,East II,Western Area Urb,3115
sle_educ_pt_steward_schools.19767,POINT (-13.220398648999947 8.483426833000067),SLE_Prim_3116,Hill Side Primary School,Western Area Urban,East II,Mount Aureol,SLE04020407,Primary School,8.48342683,-13.22039865,Needs Validation - STEWARD Project,SLE04020407,East II,Western Area Urb,3116
sle_educ_pt_steward_schools.19768,POINT (-13.214357814999971 8.479882229000054),SLE_Prim_3117,Maeba Islamic Primary School Off BlackHall Road,Western Area Urban,East II,Quarry,SLE04020408,Primary School,8.47988223,-13.21435782,Needs Validation - STEWARD Project,SLE04020408,East II,Western Area Urb,3117
sle_educ_pt_steward_schools.19769,POINT (-13.21403434299998 8.481101298000056),SLE_Prim_3118,Young Muslim Primary School,Western Area Urban,East II,Quarry,SLE04020408,Primary School,8.4811013,-13.21403434,Needs Validation - STEWARD Project,SLE04020408,East II,Western Area Urb,3118
sle_educ_pt_steward_schools.19770,POINT (-13.15854243299998 8.425106440000036),SLE_Prim_3119,Huntingdom Primary School,Western Area Urban,East III,Allen Town,SLE04020501,Primary School,8.42510644,-13.15854243,Needs Validation - STEWARD Project,SLE04020501,East III,Western Area Urb,3119
sle_educ_pt_steward_schools.19771,POINT (-13.157713430999934 8.427606868000055),SLE_Prim_3120,National Islamic Primary School (Lower Kola Tree),Western Area Urban,East III,Allen Town,SLE04020501,Primary School,8.42760687,-13.15771343,Needs Validation - STEWARD Project,SLE04020501,East III,Western Area Urb,3120
sle_educ_pt_steward_schools.19772,POINT (-13.156892039999946 8.428498056000024),SLE_Prim_3121,Rural Educational Community Primary School,Western Area Urban,East III,Allen Town,SLE04020501,Primary School,8.42849806,-13.15689204,Needs Validation - STEWARD Project,SLE04020501,East III,Western Area Urb,3121
sle_educ_pt_steward_schools.19773,POINT (-13.157260679999979 8.421592573000055),SLE_Prim_3122,Victoria Comm. Primary School,Western Area Urban,East III,Allen Town,SLE04020501,Primary School,8.42159257,-13.15726068,Needs Validation - STEWARD Project,SLE04020501,East III,Western Area Urb,3122
sle_educ_pt_steward_schools.19774,POINT (-13.150918443999956 8.416852494000068),SLE_Prim_3123,Faith in Christ Primary School - Mylla,Western Area Urban,East III,Allen Town II,SLE04020502,Primary School,8.41685249,-13.15091844,Needs Validation - STEWARD Project,SLE04020502,East III,Western Area Urb,3123
sle_educ_pt_steward_schools.19775,POINT (-13.151822856999956 8.415681440000071),SLE_Prim_3124,Kankalay Islamic Primary School (Lower Allen Town,Western Area Urban,East III,Allen Town II,SLE04020502,Primary School,8.41568144,-13.15182286,Needs Validation - STEWARD Project,SLE04020502,East III,Western Area Urb,3124
sle_educ_pt_steward_schools.19776,POINT (-13.163942017999943 8.44876460100005),SLE_Prim_3125,Adulam Mission Preparatory School - Palmer Street,Western Area Urban,East III,Bottom Oku,SLE04020503,Primary School,8.4487646,-13.16394202,Needs Validation - STEWARD Project,SLE04020503,East III,Western Area Urb,3125
sle_educ_pt_steward_schools.19777,POINT (-13.165719774999957 8.449179773000026),SLE_Prim_3126,Asbury United Methodist Church Primary School - Bai Bureh Road,Western Area Urban,East III,Bottom Oku,SLE04020503,Primary School,8.44917977,-13.16571978,Needs Validation - STEWARD Project,SLE04020503,East III,Western Area Urb,3126
sle_educ_pt_steward_schools.19778,POINT (-13.161128335999933 8.448516333000043),SLE_Prim_3127,Bottom Oku Primary School - Magnus Street,Western Area Urban,East III,Bottom Oku,SLE04020503,Primary School,8.44851633,-13.16112834,Needs Validation - STEWARD Project,SLE04020503,East III,Western Area Urb,3127
sle_educ_pt_steward_schools.19779,POINT (-13.169128056999966 8.452351002000057),SLE_Prim_3128,Elim Primary School - Vidal Street,Western Area Urban,East III,Bottom Oku,SLE04020503,Primary School,8.452351,-13.16912806,Needs Validation - STEWARD Project,SLE04020503,East III,Western Area Urb,3128
sle_educ_pt_steward_schools.19780,POINT (-13.16630237299995 8.45079178100002),SLE_Prim_3129,Sierra Leone Muslim Brotherhool Primary School - Syke Street,Western Area Urban,East III,Bottom Oku,SLE04020503,Primary School,8.45079178,-13.16630237,Needs Validation - STEWARD Project,SLE04020503,East III,Western Area Urb,3129
sle_educ_pt_steward_schools.19781,POINT (-13.169519784999977 8.450155895000023),SLE_Prim_3130,Wellington Municipal Primary School - Main Motor Road,Western Area Urban,East III,Bottom Oku,SLE04020503,Primary School,8.4501559,-13.16951978,Needs Validation - STEWARD Project,SLE04020503,East III,Western Area Urb,3130
sle_educ_pt_steward_schools.19782,POINT (-13.16772820899996 8.448818501000062),SLE_Prim_3131,Wellington Municipal Primary School - Peeler Street,Western Area Urban,East III,Bottom Oku,SLE04020503,Primary School,8.4488185,-13.16772821,Needs Validation - STEWARD Project,SLE04020503,East III,Western Area Urb,3131
sle_educ_pt_steward_schools.19783,POINT (-13.17487776799993 8.455813412000055),SLE_Prim_3132,Evangelical Model Primary & Secondary Schools,Western Area Urban,East III,Congo Water,SLE04020504,Primary School,8.45581341,-13.17487777,Needs Validation - STEWARD Project,SLE04020504,East III,Western Area Urb,3132
sle_educ_pt_steward_schools.19784,POINT (-13.172391158999972 8.457438209000031),SLE_Prim_3133,Evangelical Primary School,Western Area Urban,East III,Congo Water,SLE04020504,Primary School,8.45743821,-13.17239116,Needs Validation - STEWARD Project,SLE04020504,East III,Western Area Urb,3133
sle_educ_pt_steward_schools.19785,POINT (-13.17278889399995 8.455894070000056),SLE_Prim_3134,Safinatu Najaha/Community Primary School,Western Area Urban,East III,Congo Water,SLE04020504,Primary School,8.45589407,-13.17278889,Needs Validation - STEWARD Project,SLE04020504,East III,Western Area Urb,3134
sle_educ_pt_steward_schools.19786,POINT (-13.17334520199995 8.453455619000067),SLE_Prim_3135,Sierra Leone Muslim Broothood Primary School,Western Area Urban,East III,Congo Water,SLE04020504,Primary School,8.45345562,-13.1733452,Needs Validation - STEWARD Project,SLE04020504,East III,Western Area Urb,3135
sle_educ_pt_steward_schools.19787,POINT (-13.17151638699994 8.456159352000043),SLE_Prim_3136,United Brethen in Christ Primary School,Western Area Urban,East III,Congo Water,SLE04020504,Primary School,8.45615935,-13.17151639,Needs Validation - STEWARD Project,SLE04020504,East III,Western Area Urb,3136
sle_educ_pt_steward_schools.19788,POINT (-13.171437478999962 8.455562283000063),SLE_Coll_3137,Institute of Health Science & Nursing Studies,Western Area Urban,East III,Congo Water,SLE04020504,College,8.45556228,-13.17143748,Needs Validation - STEWARD Project,SLE04020504,East III,Western Area Urb,3137
sle_educ_pt_steward_schools.19789,POINT (-13.169941601999938 8.451206612000021),SLE_Prim_3138,Dolbert Preparatory School - Main Motor Road,Western Area Urban,East III,Bottom Oku,SLE04020505,Primary School,8.45120661,-13.1699416,Needs Validation - STEWARD Project,SLE04020505,East III,Western Area Urb,3138
sle_educ_pt_steward_schools.19790,POINT (-13.169941601999938 8.451206612000021),SLE_Prim_3139,Dolbert Preparatory School - Main Motor Road,Western Area Urban,East III,Bottom Oku,SLE04020505,Primary School,8.45120661,-13.1699416,Needs Validation - STEWARD Project,SLE04020505,East III,Western Area Urb,3139
sle_educ_pt_steward_schools.19791,POINT (-13.173313405999977 8.448636658000055),SLE_Prim_3140,Ahmaadiya Muslim Primary School - Upper Becclel Street,Western Area Urban,East III,Congo Water II,SLE04020505,Primary School,8.44863666,-13.17331341,Needs Validation - STEWARD Project,SLE04020505,East III,Western Area Urb,3140
sle_educ_pt_steward_schools.19792,POINT (-13.171510300999955 8.445888844000024),SLE_Prim_3141,Ahmaadiya Muslim Primary School - Upper Maxwell Street,Western Area Urban,East III,Congo Water II,SLE04020505,Primary School,8.44588884,-13.1715103,Needs Validation - STEWARD Project,SLE04020505,East III,Western Area Urb,3141
sle_educ_pt_steward_schools.19793,POINT (-13.173662572999945 8.447761317000072),SLE_Prim_3142,Dele Preparatory School - Upper Phillip Street,Western Area Urban,East III,Congo Water II,SLE04020505,Primary School,8.44776132,-13.17366257,Needs Validation - STEWARD Project,SLE04020505,East III,Western Area Urb,3142
sle_educ_pt_steward_schools.19794,POINT (-13.170097838999936 8.448883829000067),SLE_Prim_3143,Industrial Cooperative Primary School - Cauker Street,Western Area Urban,East III,Congo Water II,SLE04020505,Primary School,8.44888383,-13.17009784,Needs Validation - STEWARD Project,SLE04020505,East III,Western Area Urb,3143
sle_educ_pt_steward_schools.19795,POINT (-13.180405469999926 8.446617384000035),SLE_Prim_3144,Madina Islamic Primary School - Upper Phillop Street,Western Area Urban,East III,Congo Water II,SLE04020505,Primary School,8.44661738,-13.18040547,Needs Validation - STEWARD Project,SLE04020505,East III,Western Area Urb,3144
sle_educ_pt_steward_schools.19796,POINT (-13.173112893999928 8.450724176000051),SLE_Prim_3145,Orphanage Vocational Primary School - Off Mellon Street,Western Area Urban,East III,Congo Water II,SLE04020505,Primary School,8.45072418,-13.17311289,Needs Validation - STEWARD Project,SLE04020505,East III,Western Area Urb,3145
sle_educ_pt_steward_schools.19797,POINT (-13.170311454999933 8.45172367300006),SLE_Prim_3146,United Brethren Church Primary School - Main Motor Road,Western Area Urban,East III,Congo Water II,SLE04020505,Primary School,8.45172367,-13.17031146,Needs Validation - STEWARD Project,SLE04020505,East III,Western Area Urb,3146
sle_educ_pt_steward_schools.19798,POINT (-13.17310764499996 8.449910468000041),SLE_Prim_3147,United Mission Community Primary School - Upper Mellon Street,Western Area Urban,East III,Congo Water II,SLE04020505,Primary School,8.44991047,-13.17310764,Needs Validation - STEWARD Project,SLE04020505,East III,Western Area Urb,3147
sle_educ_pt_steward_schools.19799,POINT (-13.17450746399993 8.449600566000072),SLE_Prim_3148,Vickrays Community Primary School - Upper Mellon Street,Western Area Urban,East III,Congo Water II,SLE04020505,Primary School,8.44960057,-13.17450746,Needs Validation - STEWARD Project,SLE04020505,East III,Western Area Urb,3148
sle_educ_pt_steward_schools.19800,POINT (-13.170802416999948 8.449664640000037),SLE_Prim_3149,Wellington MunicipalPrimary School - Beccle Street,Western Area Urban,East III,Congo Water II,SLE04020505,Primary School,8.44966464,-13.17080242,Needs Validation - STEWARD Project,SLE04020505,East III,Western Area Urb,3149
sle_educ_pt_steward_schools.19801,POINT (-13.177574947999972 8.471195583000053),SLE_Prim_3150,"Al-Kulafai Rashi-Deen Islamic Primary School, Hamilton Street - Grass Field",Western Area Urban,East III,Grass Field,SLE04020506,Primary School,8.47119558,-13.17757495,Needs Validation - STEWARD Project,SLE04020506,East III,Western Area Urb,3150
sle_educ_pt_steward_schools.19802,POINT (-13.177656660999958 8.465409764000071),SLE_Prim_3151,Ansarul Islamic Primary School,Western Area Urban,East III,Grass Field,SLE04020506,Primary School,8.46540976,-13.17765666,Needs Validation - STEWARD Project,SLE04020506,East III,Western Area Urb,3151
sle_educ_pt_steward_schools.19803,POINT (-13.175244677999956 8.466600952000022),SLE_Prim_3152,Church of God  Primary School,Western Area Urban,East III,Grass Field,SLE04020506,Primary School,8.46660095,-13.17524468,Needs Validation - STEWARD Project,SLE04020506,East III,Western Area Urb,3152
sle_educ_pt_steward_schools.19804,POINT (-13.180151705999947 8.465864398000065),SLE_Prim_3153,Lilian Preparatory School,Western Area Urban,East III,Grass Field,SLE04020506,Primary School,8.4658644,-13.18015171,Needs Validation - STEWARD Project,SLE04020506,East III,Western Area Urb,3153
sle_educ_pt_steward_schools.19805,POINT (-13.17960145099994 8.465084313000034),SLE_Prim_3154,Mahad Umar Ibn-Alkatab Islamic College & Primary School,Western Area Urban,East III,Grass Field,SLE04020506,Primary School,8.46508431,-13.17960145,Needs Validation - STEWARD Project,SLE04020506,East III,Western Area Urb,3154
sle_educ_pt_steward_schools.19806,POINT (-13.176105108999934 8.467075097000077),SLE_Prim_3155,Missionary Church of Africa (MCA) Primary School,Western Area Urban,East III,Grass Field,SLE04020506,Primary School,8.4670751,-13.17610511,Needs Validation - STEWARD Project,SLE04020506,East III,Western Area Urb,3155
sle_educ_pt_steward_schools.19807,POINT (-13.17546742999997 8.467506085000025),SLE_Prim_3156,Pentecost Preparatory School,Western Area Urban,East III,Grass Field,SLE04020506,Primary School,8.46750608,-13.17546743,Needs Validation - STEWARD Project,SLE04020506,East III,Western Area Urb,3156
sle_educ_pt_steward_schools.19808,POINT (-13.180359995999936 8.467917664000026),SLE_Prim_3157,Sierra Leone Weslyan Church Primary School - Grass Field,Western Area Urban,East III,Grass Field,SLE04020506,Primary School,8.46791766,-13.18036,Needs Validation - STEWARD Project,SLE04020506,East III,Western Area Urb,3157
sle_educ_pt_steward_schools.19809,POINT (-13.16643036399995 8.442917764000072),SLE_Prim_3158,Caleb Preparatory Primary School - Main Motor Road,Western Area Urban,East III,Old Wharf,SLE04020507,Primary School,8.44291776,-13.16643036,Needs Validation - STEWARD Project,SLE04020507,East III,Western Area Urb,3158
sle_educ_pt_steward_schools.19810,POINT (-13.180986048999955 8.44285904000003),SLE_Prim_3159,Calvary Lutheran Primary School based in Musa Street,Western Area Urban,East III,Old Wharf,SLE04020507,Primary School,8.44285904,-13.18098605,Needs Validation - STEWARD Project,SLE04020507,East III,Western Area Urb,3159
sle_educ_pt_steward_schools.19811,POINT (-13.174473744999943 8.44325367500005),SLE_Prim_3160,Evengelical Mission Primary School,Western Area Urban,East III,Old Wharf,SLE04020507,Primary School,8.44325368,-13.17447374,Needs Validation - STEWARD Project,SLE04020507,East III,Western Area Urb,3160
sle_educ_pt_steward_schools.19812,POINT (-13.176449348999938 8.436337512000023),SLE_Prim_3161,Koya Town Community Primary School based in Koya Town,Western Area Urban,East III,Old Wharf,SLE04020507,Primary School,8.43633751,-13.17644935,Needs Validation - STEWARD Project,SLE04020507,East III,Western Area Urb,3161
sle_educ_pt_steward_schools.19813,POINT (-13.171740733999968 8.44323188900006),SLE_Prim_3162,Olivett Baptist Primary School based in Peacock Farm,Western Area Urban,East III,Old Wharf,SLE04020507,Primary School,8.44323189,-13.17174073,Needs Validation - STEWARD Project,SLE04020507,East III,Western Area Urb,3162
sle_educ_pt_steward_schools.19814,POINT (-13.168006852999952 8.441722698000035),SLE_Prim_3163,Salvation Acdemy Primary School - Taylor Street,Western Area Urban,East III,Old Wharf,SLE04020507,Primary School,8.4417227,-13.16800685,Needs Validation - STEWARD Project,SLE04020507,East III,Western Area Urb,3163
sle_educ_pt_steward_schools.19815,POINT (-13.180858462999936 8.462323634000029),SLE_Prim_3164,Charity Community Education Primary School,Western Area Urban,East III,Jalloh Terrace,SLE04020508,Primary School,8.46232363,-13.18085846,Needs Validation - STEWARD Project,SLE04020508,East III,Western Area Urb,3164
sle_educ_pt_steward_schools.19816,POINT (-13.180950285999927 8.460172314000033),SLE_Prim_3165,Church of God of Prophesy Primary School,Western Area Urban,East III,Jalloh Terrace,SLE04020508,Primary School,8.46017231,-13.18095029,Needs Validation - STEWARD Project,SLE04020508,East III,Western Area Urb,3165
sle_educ_pt_steward_schools.19817,POINT (-13.180698492999966 8.463516296000023),SLE_Prim_3166,Conford Preparatory School,Western Area Urban,East III,Jalloh Terrace,SLE04020508,Primary School,8.4635163,-13.18069849,Needs Validation - STEWARD Project,SLE04020508,East III,Western Area Urb,3166
sle_educ_pt_steward_schools.19818,POINT (-13.184524769999939 8.460866999000075),SLE_Prim_3167,Elron International Preparatory School,Western Area Urban,East III,Jalloh Terrace,SLE04020508,Primary School,8.460867,-13.18452477,Needs Validation - STEWARD Project,SLE04020508,East III,Western Area Urb,3167
sle_educ_pt_steward_schools.19819,POINT (-13.18226490099994 8.460612394000066),SLE_Prim_3168,Emiman Primary School,Western Area Urban,East III,Jalloh Terrace,SLE04020508,Primary School,8.46061239,-13.1822649,Needs Validation - STEWARD Project,SLE04020508,East III,Western Area Urb,3168
sle_educ_pt_steward_schools.19820,POINT (-13.181324066999935 8.461792384000034),SLE_Prim_3169,Kankalay Islamic Primary School,Western Area Urban,East III,Jalloh Terrace,SLE04020508,Primary School,8.46179238,-13.18132407,Needs Validation - STEWARD Project,SLE04020508,East III,Western Area Urb,3169
sle_educ_pt_steward_schools.19821,POINT (-13.183974270999954 8.462075933000051),SLE_Prim_3170,Light House Baptist Preparatory School,Western Area Urban,East III,Jalloh Terrace,SLE04020508,Primary School,8.46207593,-13.18397427,Needs Validation - STEWARD Project,SLE04020508,East III,Western Area Urb,3170
sle_educ_pt_steward_schools.19822,POINT (-13.184175995999965 8.457782408000071),SLE_Prim_3171,Sierra Leone Muslim Brotherhood (SLMB) Primary School,Western Area Urban,East III,Jalloh Terrace,SLE04020508,Primary School,8.45778241,-13.184176,Needs Validation - STEWARD Project,SLE04020508,East III,Western Area Urb,3171
sle_educ_pt_steward_schools.19823,POINT (-13.179865733999975 8.46101711600005),SLE_Prim_3172,United Muslim Community Primary School,Western Area Urban,East III,Jalloh Terrace,SLE04020508,Primary School,8.46101712,-13.17986573,Needs Validation - STEWARD Project,SLE04020508,East III,Western Area Urb,3172
sle_educ_pt_steward_schools.19824,POINT (-13.196474875999968 8.47451097100003),SLE_Prim_3173,Alevette Preparatory School  - Kissy Bye Pass - Belmond Street,Western Area Urban,East III,Kissy Kissy Bye Pass  I,SLE04020510,Primary School,8.47451097,-13.19647488,Needs Validation - STEWARD Project,SLE04020510,East III,Western Area Urb,3173
sle_educ_pt_steward_schools.19825,POINT (-13.197375597999951 8.47414444900005),SLE_Prim_3174,aumemorial United Brethn Church Primary School -Africanus Road,Western Area Urban,East III,Kissy Kissy Bye Pass  I,SLE04020510,Primary School,8.47414445,-13.1973756,Needs Validation - STEWARD Project,SLE04020510,East III,Western Area Urb,3174
sle_educ_pt_steward_schools.19826,POINT (-13.196031646999927 8.474138241000048),SLE_Prim_3175,Jamatul Nashir Islamic Pirmary School - Bai Bureh Road -Africanus Road,Western Area Urban,East III,Kissy Kissy Bye Pass  I,SLE04020510,Primary School,8.47413824,-13.19603165,Needs Validation - STEWARD Project,SLE04020510,East III,Western Area Urb,3175
sle_educ_pt_steward_schools.19827,POINT (-13.20544287599995 8.47928981900003),SLE_Prim_3176,Kissy Primary School - Horse Shoe Road,Western Area Urban,East III,Kissy Kissy Bye Pass  I,SLE04020510,Primary School,8.47928982,-13.20544288,Needs Validation - STEWARD Project,SLE04020510,East III,Western Area Urb,3176
sle_educ_pt_steward_schools.19828,POINT (-13.20528547999993 8.479940052000075),SLE_Prim_3177,Model Municipal Primary School - Horse Shoe Road,Western Area Urban,East III,Kissy Kissy Bye Pass  I,SLE04020510,Primary School,8.47994005,-13.20528548,Needs Validation - STEWARD Project,SLE04020510,East III,Western Area Urb,3177
sle_educ_pt_steward_schools.19829,POINT (-13.194442525999932 8.47607471300006),SLE_Prim_3178,Ansarul Islamic Primary School - Africanus Road- Dock Yard,Western Area Urban,East III,Kissy Kissy Bye Pass  I,SLE04020511,Primary School,8.47607471,-13.19444253,Needs Validation - STEWARD Project,SLE04020511,East III,Western Area Urb,3178
sle_educ_pt_steward_schools.19830,POINT (-13.19346132399994 8.472281989000066),SLE_Prim_3179,United Methodist Church Primary,Western Area Urban,East III,Kissy Kissy Bye Pass  I,SLE04020511,Primary School,8.47228199,-13.19346132,Needs Validation - STEWARD Project,SLE04020511,East III,Western Area Urb,3179
sle_educ_pt_steward_schools.19831,POINT (-13.18185890199993 8.473593322000056),SLE_Prim_3180,Aldhaheri Kalafia Rashidden Islamic Primary -Bai Bureh Road/Magazine Road,Western Area Urban,East III,Kissy Kissy Bye Pass  II,SLE04020511,Primary School,8.47359332,-13.1818589,Needs Validation - STEWARD Project,SLE04020511,East III,Western Area Urb,3180
sle_educ_pt_steward_schools.19832,POINT (-13.18179435999997 8.473800964000077),SLE_Prim_3181,Clay Factory National Islamic Primary School,Western Area Urban,East III,Kissy Kissy Bye Pass  II,SLE04020511,Primary School,8.47380096,-13.18179436,Needs Validation - STEWARD Project,SLE04020511,East III,Western Area Urb,3181
sle_educ_pt_steward_schools.19833,POINT (-13.184391391999952 8.473822091000045),SLE_Prim_3182,"Harakah Islamic Primary School - Bai Bureh Road - Quarry,",Western Area Urban,East III,Kissy Kissy Bye Pass  II,SLE04020511,Primary School,8.47382209,-13.18439139,Needs Validation - STEWARD Project,SLE04020511,East III,Western Area Urb,3182
sle_educ_pt_steward_schools.19834,POINT (-13.194750909999982 8.472260830000039),SLE_Prim_3183,Mabel Preparatory School - Kissy Bye Pass Road,Western Area Urban,East III,Kissy Kissy Bye Pass  II,SLE04020511,Primary School,8.47226083,-13.19475091,Needs Validation - STEWARD Project,SLE04020511,East III,Western Area Urb,3183
